ACHE	COL1A1
COL1A1	UBL4A
UBL4A	TXN
TXN	NFKB1
UBL4A	RAB1A
RAB1A	CREB1
COL1A1	IGFBP3
IGFBP3	IGF1R
IGF1R	CSK
CSK	JUN
COL1A1	ITGB1
ITGB1	RANBP9
RANBP9	COPS5
COPS5	CREB3
IGFBP3	FN1
FN1	ELAVL1
ELAVL1	CREB3L2
UBL4A	PGRMC1
PGRMC1	CREB3L1
FN1	SMAD4
SMAD4	ATF2
IGFBP3	CD44
CD44	STAT3
UBL4A	NCL
NCL	SP1
IGF1R	MDM2
MDM2	JUND
ITGB1	SEL1L
SEL1L	ERLEC1
ERLEC1	ATF6B
FN1	TRIB3
TRIB3	ATF4
COL1A1	PDGFB
PDGFB	MDFI
MDFI	CREB5
IGF1R	RUVBL1
RUVBL1	LEF1
UBL4A	RPS27A
RPS27A	DAZAP2
DAZAP2	TCF7
COL1A1	NID1
NID1	FBLN1
FBLN1	TCF7L2
ITGB1	ILK
ILK	CTNNB1
CTNNB1	TCF7L1
ITGB1	TUBA1A
TUBA1A	MYC
FN1	UBE2L3
UBE2L3	FOS
UBL4A	NPM1
NPM1	TFAP2A
IGF1R	TP53
TP53	ETS1
UBL4A	HSP90AA1
HSP90AA1	NFIC
ITGB1	PTK2
PTK2	STAT1
ITGB1	PRKCA
PRKCA	PPARG
FN1	CSNK2A1
CSNK2A1	ATF1
COL1A1	RNH1
RNH1	SDCBP
SDCBP	FOXP2
FOXP2	SP4
HTR2A	CBL
CBL	HSPA4
HSPA4	NFKB1
CBL	ABL1
ABL1	CREB1
CBL	SMAD3
SMAD3	JUN
CBL	CTNNB1
CTNNB1	COPS5
CTNNB1	ELAVL1
CBL	MAPK14
MAPK14	DDIT3
DDIT3	CREB3L1
SMAD3	ATF2
CBL	EGFR
EGFR	STAT3
CTNNB1	SP1
SMAD3	JUND
CBL	GRB2
GRB2	RBM33
RBM33	ATF6B
GRB2	EP300
EP300	ATF4
GRB2	KRT15
KRT15	CREB5
CTNNB1	LEF1
CBL	UBC
UBC	DAZAP2
CTNNB1	TCF7L2
CBL	MAPK8
MAPK8	MYC
SMAD3	FOS
EP300	TFAP2A
EP300	ETS1
GRB2	HSP90AA1
CBL	YWHAZ
YWHAZ	TP53
EGFR	STAT1
CTNNB1	PPARG
HTR2A	DLG4
DLG4	CACNG2
CACNG2	ATF1
CBL	YWHAQ
YWHAQ	E2F1
E2F1	SP4
STAT3	PIM1
CREB3	NPY
CREB3	BDNF
CREB1	NPY
CREB1	BDNF
ATF2	NPY
ATF2	BDNF
ATF6B	NPY
ATF6B	BDNF
ATF4	NPY
ATF4	BDNF
CREB3L2	NPY
CREB3L2	BDNF
CREB3L1	NPY
CREB3L1	BDNF
CREB5	NPY
CREB5	BDNF
FOS	CCND1
JUN	CCND1
MYC	CCND1
LEF1	CCND1
TCF7	CCND1
TCF7L2	CCND1
TCF7L1	CCND1
STAT1	PIM1
STAT1	CCND1
STAT3	CCND1
CREB3	MITF
CREB1	MITF
LEF1	MITF
CREB3L2	MITF
TCF7	MITF
TCF7L2	MITF
TCF7L1	MITF
CREB3L1	MITF
ETS1	CCND1
MYC	CKS1B
NFKB1	CCND1
LEF1	FOSL1
TCF7	FOSL1
TCF7L2	FOSL1
TCF7L1	FOSL1
SP1	COL4A1
TP53	MKI67
SP1	ALDH3A1
ATF2	CCND1
CREB1	CCND1
SP1	CCND1
SP4	CCND1
TP53	CCND1
SP1	CD9
STAT3	CSRP1
ETS1	FOSL1
JUN	FOSL1
JUND	FOSL1
SP1	FOSL1
NFIC	HSPA1A
TFAP2A	HSPA1A
NFKB1	IER3
ATF1	NTS
CREB1	NTS
FOS	NTS
JUN	NTS
JUND	NTS
TP53	PLK1
PPARG	POU2F1
