HPGDS	ARRDC3
ARRDC3	ARRB2
ARRB2	MAPK3
MAPK3	ELK4
ARRB2	CSNK2A1
CSNK2A1	SRF
ARRB2	HNRNPM
HNRNPM	TOP1
TOP1	ELK3
ARRB2	AKT1
AKT1	CREB1
ARRB2	C1QBP
C1QBP	PRKCD
PRKCD	FLI1
ARRDC3	NEDD4
NEDD4	SMAD2
SMAD2	ETV4
ARRB2	IGF1R
IGF1R	ESR1
ARRDC3	ITCH
ITCH	TP53
TP53	ETS2
ARRB2	MAPK1
MAPK1	ELK1
ARRB2	STAT1
MAPK1	ATF2
ARRDC3	ADRB2
ADRB2	STAT3
ARRB2	NFKBIA
NFKBIA	ATF4
ITCH	JUN
JUN	CREB3
ITCH	PTCH1
PTCH1	ATF6B
ARRB2	RPA1
RPA1	ELAVL1
ELAVL1	CREB3L2
ADRB2	PGRMC1
PGRMC1	CREB3L1
NEDD4	KIFC3
KIFC3	CREB5
MAPK1	SP1
NFKBIA	NFKB1
ARRDC3	ARRB1
ARRB1	HSP90AA1
HSP90AA1	NFIC
CREB3	FOS
CREB1	FOS
ATF2	FOS
ATF6B	FOS
ATF4	FOS
CREB3L2	FOS
CREB3L1	FOS
CREB5	FOS
ELK1	FOS
ELK4	FOS
SRF	FOS
CREB1	HLA-DOB
NFKB1	REL
SP1	REL
SP1	ALB
NFIC	C4BPB
NFKB1	CD83
SP1	CD83
ELK3	FOS
ESR1	FOS
ETS2	FOS
ETV4	FOS
FLI1	FOS
STAT1	FOS
STAT3	FOS
