HTR2A	CBL
CBL	GRB2
GRB2	HTT
HTT	ETV4
CBL	HSPA8
HSPA8	ERG
CBL	ABL1
ABL1	CREB1
CBL	SMAD3
SMAD3	ATF2
CBL	YWHAZ
YWHAZ	TP53
CBL	CTNNB1
CTNNB1	PPARG
CBL	SRC
SRC	RXRA
PPARG	RXRB
PPARG	RXRG
CBL	HSPA4
HSPA4	NFKB1
GRB2	HSP90AA1
HSP90AA1	NFIC
SMAD3	JUN
HSP90AA1	PPARA
DRD2	FLNA
FLNA	REL
REL	ATXN1
ATXN1	ETV4
DRD2	CALM1
CALM1	HSPA4
HSPA4	ERG
DRD2	PPP1R9B
PPP1R9B	PPP1CA
PPP1CA	CREB1
FLNA	LMNA
LMNA	PML
PML	ATF2
FLNA	RANBP2
RANBP2	TP53
FLNA	ITGB1
ITGB1	PRKCA
PRKCA	PPARG
PML	RXRA
RANBP2	AKAP13
AKAP13	RXRB
FLNA	ITGB3
ITGB3	ITGB3BP
ITGB3BP	RXRG
REL	NFKB1
CALM1	HSP90AA1
FLNA	RBM39
RBM39	JUN
HTR1A	S1PR1
S1PR1	WWP2
WWP2	SMAD2
SMAD2	ETV4
S1PR1	GNAI3
GNAI3	YWHAQ
YWHAQ	HSPA8
HTR1A	HTR1D
HTR1D	HTR1B
HTR1B	MDFI
MDFI	KAT5
KAT5	CREB1
S1PR1	TRIP6
TRIP6	CREB5
CREB5	ATF2
TRIP6	PTK2
PTK2	TP53
GNAI3	XPO1
XPO1	PPARG
TRIP6	SRC
MDFI	NR1H2
NR1H2	RXRB
TRIP6	AJUBA
AJUBA	RXRG
YWHAQ	E2F1
E2F1	NFKB1
YWHAQ	SMURF1
SMURF1	NFIC
CREB5	JUN
YWHAQ	NCOA1
NCOA1	PPARA
MDFI	PIN1
PIN1	SMAD2
MDFI	VHL
VHL	HSPA8
MDFI	CREB5
KAT5	TP53
PIN1	PPARG
NR1H2	RXRA
NR1H2	RXRG
KAT5	EP300
EP300	NFKB1
VHL	HSP90AA1
PIN1	JUN
KAT5	UBE2I
UBE2I	PPARA
HTR1D	S1PR1
HTR1E	PSMC4
PSMC4	PSMC5
PSMC5	HTT
PSMC4	DNAJA2
DNAJA2	ERG
HTR1E	MEOX2
MEOX2	KAT5
PSMC4	TRAP1
TRAP1	RB1
RB1	ATF2
HTR1E	PSMC3
PSMC3	TP53
MEOX2	RELA
RELA	PPARG
RELA	RXRA
MEOX2	RARB
RARB	RXRB
RARB	RXRG
PSMC4	PSMD10
PSMD10	NFKB1
HTR1E	ATP5B
ATP5B	HSP90AA1
RELA	JUN
RELA	PPARA
HTR2C	DLG4
DLG4	MDM2
MDM2	RFWD2
RFWD2	ETV4
HTR2C	CALM1
CALM1	AKT1
AKT1	CREB1
MDM2	PML
DLG4	ERBB4
ERBB4	TP53
DLG4	PRKCA
DLG4	KCNA4
KCNA4	SRC
DLG4	FYN
FYN	NR3C1
NR3C1	RXRB
MDM2	CUL1
CUL1	RXRG
CALM1	DCUN1D1
DCUN1D1	NFKB1
MDM2	JUN
HTR6	COPS5
COPS5	RFWD2
HTR6	MTOR
MTOR	HSPA4
HTR6	ATM
ATM	CREB1
ATM	ATF2
ATM	TP53
HTR6	CDK5
CDK5	PPARG
HTR6	CLTC
CLTC	EP300
EP300	RXRA
COPS5	CUL1
COPS5	NFKB1
COPS5	HSP90AA1
COPS5	JUN
ATM	RELA
HTR7	CUL3
CUL3	RFWD2
CUL3	HSPA8
CUL3	ATF2
ATF2	CREB1
CUL3	YWHAZ
CUL3	CTNNB1
CUL3	SMN1
SMN1	RXRA
CUL3	APP
APP	AKAP13
CUL3	CUL1
CUL3	NFKB1
CUL3	HSP90AA1
ATF2	JUN
DRD1	RANBP9
RANBP9	ESR1
ESR1	SMAD2
RANBP9	APP
APP	HSPA8
RANBP9	NR3C1
NR3C1	CREB1
RANBP9	THRB
THRB	ATF2
ESR1	TP53
NR3C1	PPARG
RANBP9	UBE2I
UBE2I	RXRA
THRB	RXRG
NR3C1	NFKB1
ESR1	SMURF1
NR3C1	JUN
DRD5	GNA12
GNA12	HSP90AA1
HSP90AA1	STK11
STK11	ETV4
DRD5	GNA13
GNA13	MAP3K5
MAP3K5	HSPA4
MAP3K5	EP300
EP300	CREB1
EP300	ATF2
HSP90AA1	TP53
EP300	PPARG
GNA13	PTK2B
PTK2B	SRC
GNA13	PRKAR2A
PRKAR2A	AKAP13
PPARA	RXRG
PTK2B	VAV1
VAV1	JUN
DRD3	EPB41L1
EPB41L1	COPS3
COPS3	RFWD2
DRD3	RDX
RDX	HSPA4
DRD3	GIPC1
GIPC1	MCM7
MCM7	FHL2
FHL2	CREB1
MCM7	RB1
EPB41L1	COPS5
COPS5	TP53
RB1	PPARG
GIPC1	OGT
OGT	RELA
GIPC1	MMS19
MMS19	THRB
THRB	RXRB
COPS3	HSP90AA1
DRD4	GRB2
DRD4	ARRB2
ARRB2	HSPA8
ARRB2	AKT1
ARRB2	MAPK1
MAPK1	ATF2
DRD4	STUB1
STUB1	TP53
ARRB2	XRCC6
XRCC6	PPARG
MAPK1	RXRA
STUB1	NR3C1
ARRB2	RPA1
