GABRA1	PRKCD
PRKCD	STAT3
STAT3	JUN
PRKCD	EP300
EP300	SP3
PRKCD	SP1
STAT3	NFKB1
EP300	ETS1
GABRA3	SDCBP2
SDCBP2	ZCCHC10
ZCCHC10	PIN1
PIN1	JUN
SDCBP2	PRPF40A
PRPF40A	SFPQ
SFPQ	SP3
ZCCHC10	TP53
TP53	SP1
SDCBP2	ZNF581
ZNF581	BANP
BANP	NFKB1
TP53	ETS1
GABRA4	APP
APP	MAPK8
MAPK8	JUN
APP	EEF1D
EEF1D	RELA
RELA	SP3
MAPK8	SP1
APP	GSK3B
GSK3B	NFKB1
APP	MAPK7
MAPK7	ETS1
GABRB1	NOD1
NOD1	CASP9
CASP9	JUN
NOD1	UBC
UBC	E2F1
E2F1	SP3
NOD1	HSP90AA1
HSP90AA1	SP1
NOD1	COPS6
COPS6	NFKB1
NOD1	RNF34
RNF34	TP53
GABRB2	TRAK2
TRAK2	GSK3B
GSK3B	JUN
TRAK2	PRKAB2
PRKAB2	CRX
CRX	SP3
CRX	SP1
GSK3B	TP53
GABRB3	MEOX2
MEOX2	RELA
RELA	JUN
RELA	SP1
RELA	NFKB1
GABRB3	PRKCA
PRKCA	EP300
GABRD	UBQLN1
UBQLN1	HCVgp1
HCVgp1	JUN
UBQLN1	RAD23A
RAD23A	CREBBP
CREBBP	SP3
UBQLN1	APP
GABRE	HLA-A
HLA-A	STAT3
GABRE	CUX1
CUX1	TLE4
TLE4	HDAC1
HDAC1	SP3
CUX1	CCNA1
CCNA1	SP1
CUX1	SATB1
SATB1	EP300
GABRG2	GABARAP
GABARAP	TAX1BP1
TAX1BP1	ITCH
ITCH	JUN
GABARAP	ATG7
ATG7	EP300
GABARAP	NEDD4
NEDD4	SMAD3
SMAD3	SP1
TAX1BP1	TNIP1
TNIP1	NFKB1
TSPO	ATP5F1
ATP5F1	HNRNPA1
HNRNPA1	HMGA1
HMGA1	JUN
HNRNPA1	SFPQ
SFPQ	SP1
HNRNPA1	NFKBIA
NFKBIA	NFKB1
HNRNPA1	ELAVL1
ELAVL1	ETS1
NFKB1	CCL4
JUN	CCL4
ETS1	CSNK2B
SP3	PFKP
JUN	SERPINB2
SP1	SERPINB2
SP1	TAF7
ETS1	TNNC1
JUN	TNNC1
NFKB1	TNNC1
SP3	TNNC1
