GABRA1	PRKCD
PRKCD	APP
APP	MYC
PRKCD	EP300
EP300	TFAP2A
EP300	USF2
PRKCD	TP53
EP300	TP63
TP63	ETV4
PRKCD	HSPA4
HSPA4	ERG
PRKCD	SP1
EP300	ESR1
PRKCD	STAT3
STAT3	JUN
EP300	E2F1
E2F1	SP4
EP300	CREB1
EP300	SP3
GABRA3	SDCBP2
SDCBP2	C1orf35
C1orf35	APP
SDCBP2	ZCCHC10
ZCCHC10	TP53
TP53	TFAP2A
TP53	EP300
SDCBP2	PRPF40A
PRPF40A	HTT
HTT	ETV4
SDCBP2	SEC23A
SEC23A	HSPA4
TP53	SP1
TP53	ESR1
ZCCHC10	PIN1
PIN1	JUN
PIN1	FOXP2
FOXP2	SP4
TP53	CREB1
PRPF40A	SFPQ
SFPQ	SP3
GABRA4	APP
MYC	TFAP2A
APP	EEF1D
EEF1D	RELA
RELA	USF2
APP	MAPK8
MAPK8	TP53
APP	HSPA8
HSPA8	HTT
HSPA8	ERG
MAPK8	SP1
APP	DDX54
DDX54	ESR1
MAPK8	JUN
APP	KAT5
KAT5	E2F1
KAT5	CREB1
RELA	SP3
GABRB1	NOD1
NOD1	HSP90AA1
HSP90AA1	MYC
NOD1	RNF34
RNF34	TP53
NOD1	UBC
UBC	BRCA1
BRCA1	USF2
UBC	UBA2
UBA2	ETV4
UBC	DNAJA1
DNAJA1	ERG
HSP90AA1	SP1
HSP90AA1	ESR1
NOD1	CASP9
CASP9	JUN
UBC	E2F1
E2F1	SP3
GABRB2	TRAK2
TRAK2	GSK3B
GSK3B	MYC
GSK3B	TP53
GSK3B	RELA
TRAK2	PRKAG1
PRKAG1	FKBP4
FKBP4	SAE1
SAE1	ETV4
GSK3B	HSPA4
TRAK2	PRKAB2
PRKAB2	CRX
CRX	SP1
PRKAB2	PIAS2
PIAS2	ESR1
GSK3B	JUN
CRX	SP4
GSK3B	CREB1
CRX	SP3
GABRB3	MEOX2
MEOX2	KAT5
KAT5	MYC
GABRB3	PRKCA
PRKCA	EP300
MEOX2	RELA
RELA	TP53
MEOX2	TGFB1
TGFB1	SMAD2
SMAD2	ETV4
RELA	HSPA8
RELA	SP1
RELA	ESR1
RELA	JUN
GABRB3	PRKACA
PRKACA	POU2F1
POU2F1	SP4
PRKACA	CREB1
GABRD	UBQLN1
UBQLN1	APP
UBQLN1	EPS15
EPS15	TFAP2A
UBQLN1	RAD23B
RAD23B	BRCA1
UBQLN1	RAD23A
RAD23A	TP53
UBQLN1	UBC
UBQLN1	USP9X
USP9X	ERG
UBQLN1	UBE3A
UBE3A	ESR1
UBQLN1	HCVgp1
HCVgp1	JUN
UBQLN1	UBQLN4
UBQLN4	COL8A1
COL8A1	SP4
UBQLN1	ATXN3
ATXN3	CREB1
RAD23A	CREBBP
CREBBP	SP3
GABRE	CUX1
CUX1	BIN1
BIN1	MYC
GABRE	FAM189B
FAM189B	HECW2
HECW2	TFAP2A
CUX1	SATB1
SATB1	EP300
CUX1	EHMT2
EHMT2	TP53
GABRE	BSCL2
BSCL2	ZDHHC17
ZDHHC17	HTT
FAM189B	HSPA8
CUX1	CCNA1
CCNA1	SP1
CUX1	CDK7
CDK7	ESR1
GABRE	HLA-A
HLA-A	STAT3
CCNA1	E2F1
CUX1	RECQL5
RECQL5	CREB1
CUX1	TLE4
TLE4	HDAC1
HDAC1	SP3
GABRG2	GABARAP
GABARAP	NEDD4
NEDD4	YY1
YY1	MYC
NEDD4	PPARG
PPARG	TFAP2A
GABARAP	ATG7
ATG7	EP300
GABARAP	DVL2
DVL2	TP53
NEDD4	SMAD2
NEDD4	ERG
NEDD4	SMAD3
SMAD3	SP1
GABARAP	NCOA7
NCOA7	ESR1
GABARAP	TAX1BP1
TAX1BP1	ITCH
ITCH	JUN
NEDD4	CUL1
CUL1	E2F1
NEDD4	AKT1
AKT1	CREB1
TNFSF11	EEF1A1
EEF1A1	GTF2I
GTF2I	MYC
TNFSF11	EZH2
EZH2	BRCA1
BRCA1	TFAP2A
TNFSF11	SRC
SRC	TP53
EEF1A1	PFN2
PFN2	HTT
EEF1A1	HSPA8
EEF1A1	HSP90AA1
EZH2	ESR1
EEF1A1	MDM2
MDM2	JUN
HSPA8	POU2F1
BRCA1	CREB1
ESR1	SP3
JUN	CCND1
MYC	CCND1
TP53	SERPINB5
JUN	ALDOA
SP1	ALDOA
CREB1	AQP3
MYC	CCNB1
TFAP2A	CCNB1
USF2	CCNB1
CREB1	CCND1
ESR1	CCND1
SP1	CCND1
SP3	CCND1
SP4	CCND1
TP53	CCND1
SP1	CD14
SP3	CD14
ESR1	HSPB1
SP1	HSPB1
MYC	NME1
TP53	NME1
ERG	VIM
ETV4	VIM
