GABRA1	PRKCD
PRKCD	SP1
PRKCD	STAT3
STAT3	NFKB1
GABRG2	GABARAP
GABARAP	NEDD4
NEDD4	SMAD3
SMAD3	SP1
GABARAP	TAX1BP1
TAX1BP1	TNIP1
TNIP1	NFKB1
GABRA3	SDCBP2
SDCBP2	ZCCHC10
ZCCHC10	TP53
TP53	SP1
SDCBP2	ZNF581
ZNF581	BANP
BANP	NFKB1
GABRA4	APP
APP	MAPK8
MAPK8	SP1
APP	GSK3B
GSK3B	NFKB1
GABRB1	NOD1
NOD1	HSP90AA1
HSP90AA1	SP1
NOD1	COPS6
COPS6	NFKB1
GABRB2	TRAK2
TRAK2	PRKAB2
PRKAB2	CRX
CRX	SP1
TRAK2	GSK3B
GABRB3	MEOX2
MEOX2	RELA
RELA	SP1
RELA	NFKB1
GABRD	UBQLN1
UBQLN1	APP
GABRE	CUX1
CUX1	CCNA1
CCNA1	SP1
GABRE	HLA-A
HLA-A	STAT3
NFKB1	HIF1A
SP1	CTGF
NFKB1	MAT2A
SP1	MAT2A
