HTR2A	CBL
CBL	YWHAZ
YWHAZ	TP53
CBL	MAPK8
MAPK8	MYC
CBL	CTNNB1
CTNNB1	HIF1A
CBL	HSPA4
HSPA4	NFKB1
CBL	HSPA8
HSPA8	RELA
CBL	SMAD3
SMAD3	YAP1
CTNNB1	SP1
CBL	GRB2
GRB2	EP300
EP300	EGR1
CTNNB1	CREBBP
EP300	ARNT
SMAD3	SMAD4
EP300	USF2
SMAD3	FOS
SMAD3	JUN
CTNNB1	PPARG
CTNNB1	ESR1
GRB2	HSP90AA1
HSP90AA1	PPARA
EP300	ETS1
CBL	EGFR
EGFR	STAT3
HSP90AA1	NFIC
GRB2	TSG101
TSG101	NFKB2
SMAD3	MAPK1
CBL	MAPK14
MAPK14	MAPK3
CTNNB1	PPARD
CBL	ABL1
ABL1	CREB1
MAPK8	PAX2
SMAD3	RBL1
RBL1	TFDP2
SMAD3	SMAD2
SMAD3	EPAS1
YWHAZ	WWTR1
SMAD3	MAX
SMAD3	E2F4
EP300	TFAP2A
EGFR	STAT1
DRD2	FLNA
FLNA	RANBP2
RANBP2	TP53
DRD2	EPB41L1
EPB41L1	APP
APP	MYC
EPB41L1	COPS5
COPS5	HIF1A
FLNA	REL
REL	NFKB1
REL	RELA
DRD2	PPP1R9B
PPP1R9B	PPP1CA
PPP1CA	YAP1
PPP1R9B	CDKN2A
CDKN2A	SP1
CDKN2A	EGR1
REL	CREBBP
REL	EP300
DRD2	CALM1
CALM1	HSP90AA1
HSP90AA1	ARNT
COPS5	SMAD4
FLNA	LMNA
LMNA	PML
PML	FOS
FLNA	RBM39
RBM39	JUN
FLNA	ITGB1
ITGB1	PRKCA
PRKCA	PPARG
CALM1	ESR1
DRD2	PAWR
PAWR	STAT1
STAT1	STAT3
REL	NFKB2
FLNA	ITGB6
ITGB6	MAPK1
CALM1	SNCA
SNCA	MAPK3
HSP90AA1	PPARD
PPP1CA	CREB1
LMNA	RB1
RB1	PAX2
RB1	TFDP2
PAWR	AATF
AATF	SMAD3
ESR1	SMAD2
HSP90AA1	EPAS1
PPP1CA	WWTR1
FLNA	DYNC1H1
DYNC1H1	MAX
CALM1	AR
AR	E2F4
RB1	TFAP2A
TFDP2	CCNE1
ESR1	ATP2B1
JUN	CCND3
CREBBP	SERPINE1
CREBBP	PFKFB3
EP300	SERPINE1
EP300	PFKFB3
HIF1A	SERPINE1
HIF1A	PFKFB3
ARNT	SERPINE1
ARNT	PFKFB3
NFKB1	HIF1A
RELA	HIF1A
STAT3	HIF1A
YAP1	ID3
YAP1	SERPINE1
YAP1	CCND3
WWTR1	SERPINE1
SMAD2	SERPINE1
SMAD3	SERPINE1
SMAD4	ID3
SMAD4	SERPINE1
STAT1	CCND3
STAT3	CCND3
MAPK1	CDK4
MAPK3	CDK4
TP53	DDB2
TP53	SERPINE1
TP53	SIAH1
ETS1	CDK4
FOS	CDK4
JUN	CDK4
MYC	CDK4
NFKB1	TRAF3
NFKB2	TRAF3
RELA	TRAF3
MAX	CDK4
EGR1	AKR1B1
NFKB1	AKR1B1
RELA	AKR1B1
SP1	AKR1B1
CREB1	BRCA1
USF2	BRCA1
MYC	EIF4E
NFIC	HSPA1A
TFAP2A	HSPA1A
MYC	NME1
TP53	NME1
FOS	NQO1
MYC	ODC1
CREB1	ODC1
SP1	ODC1
E2F4	RBL1
EGR1	SERPINE1
EPAS1	SERPINE1
ESR1	SERPINE1
PPARA	SERPINE1
PPARD	SERPINE1
PPARG	SERPINE1
SP1	SERPINE1
USF2	SERPINE1
MYC	TP53
EGR1	TP53
FOS	TP53
HIF1A	TP53
JUN	TP53
NFIC	TP53
NFKB1	TP53
PAX2	TP53
STAT1	TP53
TP53	TP53
JUN	TXN
