GABRA1	PRKCD
PRKCD	STAT3
STAT3	JUN
STAT3	NFKB1
PRKCD	SP1
PRKCD	EP300
EP300	TFAP2A
PRKCD	APP
APP	MCM7
MCM7	SP2
EP300	ETS1
EP300	USF2
APP	MYC
STAT3	HIF1A
STAT3	PML
PML	SPI1
PRKCD	STAT1
EP300	CREBBP
EP300	ARNT
EP300	CREB1
PRKCD	TP53
STAT3	RELA
EP300	IRF3
PRKCD	INSR
INSR	IRF7
STAT3	IL1RAP
IL1RAP	MYD88
EP300	ETS2
PRKCD	IKBKB
IKBKB	MEOX2
MEOX2	PAX1
PRKCD	ELAVL1
ELAVL1	CEBPA
EP300	FOS
PRKCD	YWHAG
YWHAG	YAP1
SP1	POU2F1
APP	HMGA1
HMGA1	POU2F2
EP300	FOXO3
EP300	MYB
EP300	PPARG
EP300	RXRA
APP	AKAP13
AKAP13	RXRB
PPARG	RXRG
GABRG2	GABARAP
GABARAP	TAX1BP1
TAX1BP1	ITCH
ITCH	JUN
TAX1BP1	TNIP1
TNIP1	NFKB1
GABARAP	NEDD4
NEDD4	SMAD3
SMAD3	SP1
NEDD4	PPARG
PPARG	TFAP2A
GABARAP	IPO5
IPO5	MCM7
GABARAP	ATG7
ATG7	EP300
NEDD4	YY1
YY1	MYC
GABARAP	SQSTM1
SQSTM1	HIF1A
GABARAP	DVL2
DVL2	CSNK2A1
CSNK2A1	SPI1
ATG7	STAT1
SMAD3	CREBBP
NEDD4	AKT1
AKT1	CREB1
DVL2	TP53
GABARAP	KEAP1
KEAP1	RELA
TAX1BP1	IKBKE
IKBKE	IRF3
TAX1BP1	TNFAIP3
TNFAIP3	IRF7
SQSTM1	MYD88
SMAD3	MEOX2
SMAD3	CEBPA
SMAD3	FOS
TAX1BP1	RAD18
RAD18	YAP1
NEDD4	EPRS
EPRS	POU2F1
GABARAP	FKBP4
FKBP4	NR3C1
NR3C1	POU2F2
GABARAP	TBC1D15
TBC1D15	STAT3
GABARAP	GBAS
GBAS	FOXO3
TAX1BP1	TRAF6
TRAF6	MYB
NEDD4	SRC
SRC	RXRA
PPARG	RXRB
GABRA3	SDCBP2
SDCBP2	ZCCHC10
ZCCHC10	PIN1
PIN1	JUN
SDCBP2	ZNF581
ZNF581	BANP
BANP	NFKB1
ZCCHC10	TP53
TP53	SP1
TP53	TFAP2A
SDCBP2	TIFA
TIFA	TRAF6
TRAF6	MCM7
TP53	ETS1
TP53	EP300
SDCBP2	C1orf35
C1orf35	APP
TRAF6	HIF1A
SDCBP2	PRPF40A
PRPF40A	NONO
NONO	SPI1
TIFA	IRAK1
IRAK1	STAT1
TP53	CREBBP
HIF1A	ARNT
TP53	CREB1
TP53	RELA
PIN1	IRF3
TRAF6	IRF7
TRAF6	MYD88
TP53	ETS2
PRPF40A	CYFIP1
CYFIP1	MEOX1
MEOX1	PAX1
SDCBP2	BEND7
BEND7	C1QBP
C1QBP	CEBPA
PRPF40A	UBE2I
UBE2I	FOS
PIN1	YAP1
PRPF40A	XRCC6
XRCC6	POU2F1
XRCC6	POU2F2
TRAF6	STAT3
TRAF6	AKT1
AKT1	FOXO3
PIN1	PPARG
UBE2I	RXRA
IRAK1	CUL1
CUL1	RXRG
GABRA4	APP
APP	MAPK8
MAPK8	JUN
APP	GSK3B
GSK3B	NFKB1
MAPK8	SP1
MYC	TFAP2A
APP	MAPK7
MAPK7	ETS1
APP	EEF1D
EEF1D	RELA
RELA	USF2
MCM7	HIF1A
MAPK8	SPI1
APP	HDAC4
HDAC4	STAT1
APP	CDC20
CDC20	CREBBP
MAPK8	EP300
APP	PSEN2
PSEN2	ELAVL1
ELAVL1	ARNT
APP	KAT5
KAT5	CREB1
MAPK8	TP53
MAPK8	IRF3
PSEN2	TRAF6
APP	TIRAP
TIRAP	MYD88
APP	DDX54
DDX54	NR3C1
NR3C1	ETS2
APP	HGS
HGS	ESRRG
ESRRG	MEOX2
MAPK8	CEBPA
MAPK7	FOS
APP	TAF6
TAF6	YAP1
APP	HSPA8
HSPA8	POU2F1
MAPK8	STAT3
MYC	FOXO3
KAT5	MYB
APP	RFX5
RFX5	PPARG
GSK3B	RXRA
MAPK8	NR4A1
NR4A1	RXRG
GABRB1	NOD1
NOD1	CASP9
CASP9	JUN
NOD1	COPS6
COPS6	NFKB1
NOD1	HSP90AA1
HSP90AA1	SP1
NOD1	RNF34
RNF34	TP53
NOD1	UBC
UBC	FHL2
FHL2	SP2
UBC	BRCA1
BRCA1	USF2
HSP90AA1	MYC
NOD1	PSMA7
PSMA7	HIF1A
UBC	ARF1
ARF1	SPI1
BRCA1	STAT1
HSP90AA1	ARNT
HSP90AA1	IRF3
TP53	IRF7
UBC	HDAC6
HDAC6	MYD88
UBC	HLA-A
HLA-A	MEOX2
UBC	C1QBP
UBC	ABL1
ABL1	FOS
ABL1	YAP1
BRCA1	POU2F1
NOD1	CFLAR
CFLAR	XRCC6
HSP90AA1	STAT3
UBC	BTRC
BTRC	FOXO3
UBC	SUMO1
SUMO1	MYB
UBC	SFPQ
SFPQ	PPARG
NOD1	CASP2
CASP2	RXRA
HSP90AA1	NR3C1
NR3C1	RXRB
UBC	CUL1
GABRB2	TRAK2
TRAK2	GSK3B
GSK3B	JUN
TRAK2	PRKAB2
PRKAB2	CRX
CRX	SP1
GSK3B	TP53
TRAK2	KLC1
KLC1	APP
GSK3B	RELA
GSK3B	MYC
PRKAB2	GNB2L1
GNB2L1	HIF1A
PRKAB2	GATA1
GATA1	SPI1
GNB2L1	STAT1
PRKAB2	REL
REL	CREBBP
TRAK2	PRKAA1
PRKAA1	EP300
PRKAB2	PIAS2
PIAS2	ARNT
GSK3B	CREB1
GSK3B	EWSR1
EWSR1	IRF3
GSK3B	SMAD3
SMAD3	IRF7
GSK3B	MDM2
MDM2	MYD88
PRKAB2	MEOX2
PRKAB2	YY1AP1
YY1AP1	CEBPA
GSK3B	BCL3
BCL3	FOS
TRAK2	PRKAG1
PRKAG1	SIP2
SIP2	YAP1
PRKAB2	PRKDC
PRKDC	POU2F1
BCL3	STAT3
GSK3B	CTNNB1
CTNNB1	FOXO3
GSK3B	CHD3
CHD3	MYB
CTNNB1	PPARG
PRKAB2	MDFI
MDFI	NR1H2
NR1H2	RXRG
GABRB3	MEOX2
MEOX2	RELA
RELA	JUN
RELA	NFKB1
RELA	SP1
GABRB3	PRKCA
PRKCA	EP300
RELA	ESR1
ESR1	SP2
MEOX2	KAT5
KAT5	MYC
RELA	HIF1A
GABRB3	PRKACA
PRKACA	HDAC1
HDAC1	SPI1
MEOX2	CIAPIN1
CIAPIN1	STAT1
RELA	CREBBP
PRKACA	HSP90AA1
PRKACA	CREB1
RELA	TP53
MEOX2	PIN1
MEOX2	TRAF6
KAT5	CEBPA
RELA	FOS
PRKACA	POU2F1
PRKCA	HMGA1
RELA	STAT3
MEOX2	IKBKB
IKBKB	FOXO3
PRKCA	PPARG
RELA	RXRA
MEOX2	RARB
RARB	RXRB
RARB	RXRG
GABRD	UBQLN1
UBQLN1	HCVgp1
HCVgp1	JUN
UBQLN1	APP
UBQLN1	EPS15
EPS15	TFAP2A
UBQLN1	RAD23B
RAD23B	BRCA1
RAD23B	HIF1A
UBQLN1	MTOR
MTOR	STAT1
UBQLN1	RAD23A
RAD23A	CREBBP
UBQLN1	GAPDH
GAPDH	EP300
UBQLN1	C1QTNF2
C1QTNF2	ARNT
UBQLN1	ATXN3
ATXN3	CREB1
RAD23A	TP53
UBQLN1	PSEN2
CREBBP	ETS2
UBQLN1	UBE3A
UBE3A	MEOX2
UBE3A	CEBPA
UBQLN1	UBQLN2
UBQLN2	YAP1
GAPDH	POU2F1
MTOR	STAT3
UBQLN1	UBQLN4
UBQLN4	RXRA
UBE3A	RARA
RARA	RXRG
GABRE	HLA-A
HLA-A	STAT3
GABRE	CUX1
CUX1	CCNA1
CCNA1	SP1
GABRE	FAM189B
FAM189B	HECW2
HECW2	TFAP2A
GABRE	BSCL2
BSCL2	ZDHHC17
ZDHHC17	SP2
CUX1	SATB1
SATB1	EP300
CUX1	BIN1
BIN1	MYC
GABRE	ALG9
ALG9	DST1
DST1	SPI1
ALG9	RTF1
RTF1	STAT1
GABRE	GP1BB
GP1BB	LYN
LYN	CREBBP
SATB1	PML
PML	ARNT
CUX1	RECQL5
RECQL5	CREB1
CUX1	EHMT2
EHMT2	TP53
GABRE	GPAA1
GPAA1	PIN1
SATB1	PIAS4
PIAS4	IRF7
BSCL2	PLEKHF2
PLEKHF2	MBIP
MBIP	MYD88
MYC	CEBPA
ALG9	XBP1
XBP1	FOS
FAM189B	YAP1
FAM189B	HSPA8
CUX1	TLE4
TLE4	POU2F2
GP1BB	YWHAZ
YWHAZ	FOXO3
PML	MYB
GABRE	LSR
LSR	RARG
RARG	RXRA
RARG	RXRB
RARG	RXRG
CREB1	PER1
CREBBP	FLT1
CREBBP	HK3
CREBBP	VEGFA
EP300	FLT1
EP300	HK3
EP300	VEGFA
HIF1A	FLT1
HIF1A	HK3
HIF1A	VEGFA
ARNT	FLT1
ARNT	HK3
ARNT	VEGFA
NFKB1	HIF1A
RELA	HIF1A
STAT3	HIF1A
YAP1	ID4
YAP1	AREG
TP53	RRM2
TP53	TP73
NFKB1	VEGFA
RELA	VEGFA
STAT1	VEGFA
STAT3	VEGFA
ETS1	VEGFA
FOS	VEGFA
JUN	VEGFA
MYC	VEGFA
NFKB1	TRAF5
RELA	TRAF5
FOXO3	PCK1
PPARG	PCK1
RXRA	PCK1
RXRB	PCK1
RXRG	PCK1
IRF3	CXCL11
IRF3	CD86
IRF7	IFNA2
IRF7	IFNA4
IRF7	IFNA8
IRF7	IFNA14
IRF7	IFNA16
STAT1	CXCL11
SPI1	ITGAM
MYD88	IFNA2
MYD88	IFNA4
MYD88	IFNA8
MYD88	IFNA14
MYD88	IFNA16
NFKB1	CEBPB
NFKB1	CEBPG
RELA	CEBPB
RELA	CEBPG
HIF1A	ADM
TFAP2A	ADM
SP1	CAV1
TP53	CAV1
MYC	CCNB1
TFAP2A	CCNB1
USF2	CCNB1
SPI1	CD68
SP2	CEACAM1
USF2	CEACAM1
SPI1	CHI3L1
CREB1	CYP11A1
JUN	CYP11A1
NFKB1	CYP11A1
SP1	CYP11A1
TFAP2A	CYP11A1
ETS1	DNTT
CREB1	IL2
ETS2	IL2
NFKB1	IL2
POU2F1	IL2
POU2F2	IL2
RELA	IL2
SP1	IL2
CEBPA	IL5
ETS1	IL5
ETS2	IL5
JUN	IL5
POU2F1	IL5
POU2F2	IL5
SPI1	IL5
JUN	MAT2A
MYB	MAT2A
NFKB1	MAT2A
SP1	MAT2A
SP2	MAT2A
ETS1	MMP3
ETS2	MMP3
FOS	MMP3
JUN	MMP3
NFKB1	MMP3
RELA	MMP3
ETS1	SLC26A3
HIF1A	VHL
PAX1	VHL
TFAP2A	VHL
