HTR2A	CBL
CBL	CTNNB1
CTNNB1	SP1
CBL	SMAD3
SMAD3	JUN
CBL	YWHAZ
YWHAZ	TP53
CTNNB1	HIF1A
CBL	ABL1
ABL1	CREB1
SMAD3	CEBPA
CBL	GRB2
GRB2	EP300
EP300	ETS1
SMAD3	CEBPB
EP300	TFAP2A
CBL	HSPA4
HSPA4	NFKB1
GRB2	HSP90AA1
HSP90AA1	PPARA
CTNNB1	PPARG
CBL	SRC
SRC	RXRA
PPARG	RXRB
PPARG	RXRG
CTNNB1	CREBBP
EP300	ARNT
CBL	MAPK8
MAPK8	ELK1
DRD2	PPP1R9B
PPP1R9B	CDKN2A
CDKN2A	SP1
DRD2	FLNA
FLNA	RBM39
RBM39	JUN
FLNA	RANBP2
RANBP2	TP53
DRD2	EPB41L1
EPB41L1	COPS5
COPS5	HIF1A
PPP1R9B	PPP1CA
PPP1CA	CREB1
FLNA	LMNA
LMNA	KAT5
KAT5	CEBPA
FLNA	REL
REL	EP300
DRD2	CALM1
CALM1	ESR1
ESR1	CEBPB
LMNA	RB1
RB1	TFAP2A
REL	NFKB1
CALM1	HSP90AA1
FLNA	ITGB1
ITGB1	PRKCA
PRKCA	PPARG
LMNA	PML
PML	RXRA
RANBP2	AKAP13
AKAP13	RXRB
FLNA	ITGB3
ITGB3	ITGB3BP
ITGB3BP	RXRG
REL	CREBBP
HSP90AA1	ARNT
EPB41L1	APP
APP	ELK1
HTR1A	S1PR1
S1PR1	WWP2
WWP2	SMAD3
SMAD3	SP1
S1PR1	TRIP6
TRIP6	CREB5
CREB5	JUN
TRIP6	PTK2
PTK2	TP53
SMAD3	HIF1A
HTR1A	HTR1D
HTR1D	HTR1B
HTR1B	MDFI
MDFI	KAT5
KAT5	CREB1
S1PR1	GNAI3
GNAI3	YWHAQ
YWHAQ	NCOA3
NCOA3	ETS1
GNAI3	GNAI2
GNAI2	NPM1
NPM1	TFAP2A
YWHAQ	E2F1
E2F1	NFKB1
YWHAQ	NCOA1
NCOA1	PPARA
GNAI3	XPO1
XPO1	PPARG
TRIP6	SRC
MDFI	NR1H2
NR1H2	RXRB
TRIP6	AJUBA
AJUBA	RXRG
SRC	CREBBP
SMAD3	EP300
NCOA1	ARNT
TRIP6	STK16
STK16	ELK1
MDFI	VHL
VHL	SP1
MDFI	PIN1
PIN1	JUN
KAT5	TP53
VHL	HIF1A
KAT5	EP300
EP300	CEBPB
EP300	NFKB1
KAT5	UBE2I
UBE2I	PPARA
PIN1	PPARG
NR1H2	RXRA
NR1H2	RXRG
MDFI	MYOD1
MYOD1	CREBBP
KAT5	APP
HTR1D	S1PR1
HTR1E	PSMC4
PSMC4	PSMC5
PSMC5	SP1
HTR1E	MEOX2
MEOX2	RELA
RELA	JUN
HTR1E	PSMC3
PSMC3	TP53
PSMC3	HIF1A
MEOX2	KAT5
TP53	ETS1
RELA	CEBPB
TP53	TFAP2A
PSMC4	PSMD10
PSMD10	NFKB1
RELA	PPARA
RELA	PPARG
RELA	RXRA
MEOX2	RARB
RARB	RXRB
RARB	RXRG
PSMC4	RBBP4
RBBP4	CREBBP
RELA	EP300
HIF1A	ARNT
MEOX2	STK16
HTR2C	CALM1
ESR1	SP1
HTR2C	DLG4
DLG4	MDM2
MDM2	JUN
DLG4	ERBB4
ERBB4	TP53
MDM2	HIF1A
CALM1	AKT1
AKT1	CREB1
MDM2	CDKN1A
CDKN1A	CEBPA
DLG4	ACTN2
