HPGDS	ARRDC3
ARRDC3	ADRB2
ADRB2	STAT3
ARRDC3	ITCH
ITCH	JUN
ARRDC3	ARRB2
ARRB2	YWHAQ
YWHAQ	YAP1
ARRB2	STAT1
ARRDC3	HGS
HGS	EGFR
EGFR	SOS1
EGFR	SOS2
ARRB2	ALYREF
ALYREF	LEF1
HGS	DAZAP2
DAZAP2	TCF7
DAZAP2	TCF7L2
DAZAP2	TCF7L1
HGS	INSR
INSR	TEAD1
ARRDC3	OTUB2
OTUB2	TRIM27
TRIM27	TEAD4
ADRB2	PHB2
PHB2	TEAD3
ARRB2	MAPK1
MAPK1	STAT5A
INSR	STAT5B
STAT1	STAT2
ADRB2	STAT4
ARRB2	EEF1A1
EEF1A1	STAT6
ITCH	TP53
MAPK1	SP1
ARRB2	IGF1R
IGF1R	ESR1
ARRB2	NPM1
NPM1	TFAP2A
ARRDC3	NEDD4
NEDD4	SMAD3
ARRB2	CSK
CSK	CREBBP
ARRB2	HSPA5
HSPA5	EP300
ARRB2	CAPN1
CAPN1	HIF1A
ARRDC3	ARRB1
ARRB1	HSP90AA1
HSP90AA1	ARNT
ARRB2	XRCC6
XRCC6	POU2F1
XRCC6	POU2F2
MAPK1	ELK1
TP53	ETS1
NEDD4	PPARG
ARRB2	NFKBIA
NFKBIA	NFKB1
ARRB2	PRMT5
PRMT5	RELA
ARRB2	HNRNPD
HNRNPD	MYC
MAPK1	ATF2
ARRB2	AKT1
AKT1	CREB1
MAPK1	RXRA
PPARG	RXRB
PPARG	RXRG
ARRB2	C1QBP
C1QBP	CEBPA
XRCC6	PGR
STAT3	CPT1A
SMAD3	CDKN1A
TP53	CDKN1A
LEF1	MYC
TCF7	MYC
TCF7L2	MYC
TCF7L1	MYC
ELK1	CCND3
JUN	CCND3
SMAD3	MYC
CREBBP	CDKN1A
CREBBP	PFKFB1
CREBBP	TFRC
EP300	CDKN1A
EP300	PFKFB1
EP300	TFRC
HIF1A	CDKN1A
HIF1A	PFKFB1
HIF1A	TFRC
ARNT	CDKN1A
ARNT	PFKFB1
ARNT	TFRC
YAP1	MYC
YAP1	CCND3
LEF1	CCND3
TCF7	CCND3
TCF7L2	CCND3
TEAD1	MYC
TEAD1	CCND3
TEAD4	MYC
TEAD4	CCND3
TEAD3	MYC
TEAD3	CCND3
TCF7L1	CCND3
SOS1	MYC
SOS1	CCND3
SOS2	MYC
SOS2	CCND3
STAT1	MYC
STAT1	CCND3
STAT2	MYC
STAT2	CCND3
STAT3	MYC
STAT3	CCND3
STAT4	MYC
STAT4	CCND3
STAT5A	MYC
STAT5A	CCND3
STAT5B	MYC
STAT5B	CCND3
STAT6	MYC
STAT6	CCND3
PPARG	CPT1A
PPARG	GK2
RXRA	CPT1A
RXRA	GK2
RXRB	CPT1A
RXRB	GK2
RXRG	CPT1A
RXRG	GK2
SP1	CD44
ATF2	CDKN1A
CEBPA	CDKN1A
ESR1	CDKN1A
ETS1	CDKN1A
JUN	CDKN1A
PPARG	CDKN1A
SP1	CDKN1A
STAT3	CDKN1A
TFAP2A	CDKN1A
POU2F1	IL4
POU2F2	IL4
MYC	MYC
ESR1	MYC
JUN	MYC
NFKB1	MYC
PGR	MYC
POU2F1	MYC
POU2F2	MYC
RELA	MYC
SP1	MYC
TFAP2A	MYC
TP53	MYC
TP53	PLK1
CREB1	TFRC
ETS1	TFRC
JUN	TFRC
