HTR2A	CBL
CUL3	ATF2
ATF2	JUN
CUL3	YWHAZ
ATF2	CREB1
CUL3	NONO
CUL3	NFKB1
CUL3	KPNA2
KPNA2	RELA
ADRA1B	AP2M1
AP2M1	SFPQ
SFPQ	SP1
AP2M1	AP1G1
AP1G1	JUN
AP2M1	BCR
BCR	TP53
AP2M1	CLTC
EP300	HIF1A
AP2M1	EEF1A1
EEF1A1	FUS
FUS	SPI1
AP2M1	HSPA8
ADRA2A	UCHL1
UCHL1	CTNNB1
ADRA2A	GNAI2
GNAI2	ITCH
ITCH	JUN
UCHL1	TP53
TP53	CREB1
ADRA2A	GNAO1
GNAO1	OPRM1
OPRM1	ARF1
UCHL1	COPS5
GNAI2	NPM1
NPM1	RELA
ADRA2B	UCHL1
UCHL1	UBE2I
UBE2I	JUN
ADRA2B	EIF2B1
EIF2B1	GORASP2
GORASP2	NONO
TP53	RELA
ADRA2C	UCHL1
ADRA2C	EIF2B1
CHRM1	GPRASP2
GPRASP2	TXN
TXN	NFKB1
NFKB1	SP1
GPRASP2	AP1G1
TXN	TP53
GPRASP2	RPS6KA5
RPS6KA5	CREB1
CHRM1	GPRASP1
GPRASP1	OPRD1
OPRD1	HSPA4
HSPA4	HIF1A
AP1G1	ARF1
GPRASP2	AGO1
AGO1	RELA
CHRM2	SET
SET	TP53
TP53	SP1
SET	NR3C1
TP53	HIF1A
SET	APP
APP	MAPK8
SET	CCNB1
CCNB1	RELA
CHRM3	SET
HTR2B	AGTR1
AGTR1	MAPK1
MAPK1	JUN
AGTR1	ZBTB16
ZBTB16	TP53
AGTR1	ARRB2
MAPK1	HIF1A
AGTR1	SETD7
SETD7	RELA
GABRA1	PRKCD
PRKCD	SP1
PRKCD	STAT3
STAT3	JUN
PRKCD	TP53
PRKCD	EP300
STAT3	HIF1A
STAT3	PML
STAT3	NFKB1
STAT3	RELA
GABRA3	SDCBP2
SDCBP2	ZCCHC10
ZCCHC10	TP53
ZCCHC10	PIN1
SDCBP2	TIFA
TIFA	TRAF6
TRAF6	HIF1A
SDCBP2	PRPF40A
PRPF40A	NONO
SDCBP2	ZNF581
ZNF581	BANP
BANP	NFKB1
GABRA4	APP
MAPK8	SP1
MAPK8	JUN
MAPK8	TP53
APP	KAT5
APP	MCM7
APP	GSK3B
GSK3B	NFKB1
APP	EEF1D
EEF1D	RELA
GABRB1	NOD1
NOD1	HSP90AA1
NOD1	CASP9
CASP9	JUN
NOD1	RNF34
RNF34	TP53
NOD1	PSMA7
PSMA7	HIF1A
NOD1	UBC
UBC	ARF1
NOD1	COPS6
COPS6	NFKB1
GABRB2	TRAK2
TRAK2	PRKAB2
PRKAB2	CRX
CRX	SP1
TRAK2	GSK3B
GSK3B	JUN
GSK3B	TP53
GSK3B	CREB1
PRKAB2	GNB2L1
GNB2L1	HIF1A
PRKAB2	GATA1
GATA1	SPI1
GSK3B	RELA
GABRB3	MEOX2
RELA	SP1
RELA	TP53
GABRB3	PRKACA
PRKACA	CREB1
RELA	HIF1A
PRKACA	HDAC1
RELA	NFKB1
GABRD	UBQLN1
UBQLN1	APP
UBQLN1	HCVgp1
HCVgp1	JUN
UBQLN1	RAD23A
RAD23A	TP53
UBQLN1	ATXN3
ATXN3	CREB1
UBQLN1	RAD23B
RAD23B	HIF1A
GABRE	CUX1
CUX1	CCNA1
CCNA1	SP1
GABRE	HLA-A
HLA-A	STAT3
CUX1	EHMT2
EHMT2	TP53
CUX1	RECQL5
RECQL5	CREB1
GABRE	ALG9
ALG9	DST1
DST1	SPI1
GABRG2	GABARAP
GABARAP	NEDD4
NEDD4	SMAD3
GABARAP	TAX1BP1
TAX1BP1	ITCH
GABARAP	DVL2
DVL2	TP53
NEDD4	AKT1
GABARAP	SQSTM1
SQSTM1	HIF1A
DVL2	CSNK2A1
CSNK2A1	SPI1
TAX1BP1	TNIP1
TNIP1	NFKB1
GABARAP	KEAP1
KEAP1	RELA
ADRB1	ARRB2
ARRB2	IGF1R
IGF1R	TP53
ARRB2	CAPN1
CAPN1	HIF1A
ARRB2	PRMT5
PRMT5	RELA
ADRB2	STAT3
STAT3	SP1
ADRB2	TSG101
TSG101	TP53
ADRB2	MAPK14
MAPK14	CREB1
ADRB3	SRC
SRC	STAT3
SRC	TP53
SRC	CREBBP
CREBBP	CREB1
SRC	HDAC3
HDAC3	SPI1
HIF1A	VEGFB
TP53	TP53I3
NFKB1	VEGFB
RELA	VEGFB
JUN	MMP2
JUN	VEGFB
CREB1	CD74
CREB1	AQP2
HIF1A	BNIP3
JUN	GJA1
SP1	GJA1
CREB1	ICAM1
JUN	ICAM1
NFKB1	ICAM1
RELA	ICAM1
SPI1	ICAM1
SP1	MMP2
SPI1	MMP2
TP53	MMP2
