GABRA1	PRKCD
PRKCD	EP300
EP300	PPARG
PRKCD	STAT3
STAT3	NFKB1
PRKCD	HSP90AA1
HSP90AA1	PPARA
EP300	RXRA
PRKCD	APP
APP	AKAP13
AKAP13	RXRB
PPARG	RXRG
STAT3	RELA
TSPO	ATP5F1
ATP5F1	HNRNPA1
HNRNPA1	DNTTIP2
DNTTIP2	PPARG
HNRNPA1	NFKBIA
NFKBIA	NFKB1
HNRNPA1	DAP3
DAP3	PPARA
HNRNPA1	GADD45A
GADD45A	RXRA
ATP5F1	KDM1A
KDM1A	NR2C2
NR2C2	RXRB
HNRNPA1	NR0B2
NR0B2	RXRG
NFKBIA	RELA
NFKB1	MMP9
RELA	MMP9
PPARA	NR1H3
PPARG	NR1H3
PPARG	OLR1
RXRA	NR1H3
RXRA	OLR1
RXRB	NR1H3
RXRB	OLR1
RXRG	NR1H3
RXRG	OLR1
NFKB1	CEBPG
RELA	CEBPG
NFKB1	KLK3
PPARA	MMP9
PPARG	MMP9
