HPGDS	ARRDC3
ARRDC3	ARRB2
ARRB2	ALYREF
ALYREF	LEF1
ARRDC3	HGS
HGS	DAZAP2
DAZAP2	TCF7
DAZAP2	TCF7L2
DAZAP2	TCF7L1
ARRDC3	ITCH
ITCH	JUN
ARRB2	AKT1
AKT1	RARA
ARRDC3	NEDD4
NEDD4	SMAD2
SMAD2	RARB
NEDD4	ARID1A
ARID1A	RARG
ARRB2	NFKBIA
NFKBIA	NFKB1
ARRB2	PRMT5
PRMT5	RELA
AKT1	CREB1
ARRB2	MAPK1
MAPK1	SP1
ARRB2	YWHAQ
YWHAQ	YAP1
HGS	INSR
INSR	TEAD1
ARRDC3	OTUB2
OTUB2	TRIM27
TRIM27	TEAD4
ARRDC3	ADRB2
ADRB2	PHB2
PHB2	TEAD3
MAPK1	JUND
ADRB2	STAT3
ARRB2	STAT1
NEDD4	SMAD3
ARRB2	NPM1
NPM1	TFAP2A
ITCH	TP53
TP53	ETS1
ARRDC3	WWP1
WWP1	SMAD4
ARRB2	CSK
CSK	CREBBP
ARRB2	HSPA5
HSPA5	EP300
ARRB2	CAPN1
CAPN1	HIF1A
ARRDC3	ARRB1
ARRB1	HSP90AA1
HSP90AA1	ARNT
ARRB2	POLR2E
POLR2E	FOS
ARRB2	MAPK9
MAPK9	JUNB
SMAD2	ETV4
ARRB2	UBC
UBC	ATF6
ARRB2	IGF1R
IGF1R	ESR1
NEDD4	PPARG
ARRB2	HNRNPD
HNRNPD	MYC
ARRB2	CDK3
CDK3	PPARA
ARRB2	HDAC2
HDAC2	PPARD
ARRB2	RPA1
RPA1	TRIP12
TRIP12	PTF1A
PTF1A	RBPJL
ITCH	NOTCH1
NOTCH1	RBPJ
HGS	EGFR
EGFR	SOS1
EGFR	SOS2
ARRB2	XRCC6
XRCC6	POU2F1
MAPK1	STAT5A
INSR	STAT5B
ADRB2	STAT4
NFKB1	BIRC3
RELA	BIRC3
SMAD3	CDKN1A
SMAD4	CDKN1A
TP53	CDKN1A
TP53	GADD45B
LEF1	MYC
TCF7	MYC
TCF7L2	MYC
TCF7L1	MYC
RBPJL	CR2
RBPJL	MYC
RBPJ	CR2
RBPJ	MYC
JUN	CCND3
SMAD3	MYC
CREBBP	CDKN1A
CREBBP	TIMP1
EP300	CDKN1A
EP300	TIMP1
HIF1A	CDKN1A
HIF1A	TIMP1
ARNT	CDKN1A
ARNT	TIMP1
YAP1	MYC
YAP1	SNAI2
YAP1	CCND3
LEF1	SNAI2
LEF1	CCND3
TCF7	SNAI2
TCF7	CCND3
TCF7L2	SNAI2
TCF7L2	CCND3
TEAD1	MYC
TEAD1	SNAI2
TEAD1	CCND3
TEAD4	MYC
TEAD4	SNAI2
TEAD4	CCND3
TEAD3	MYC
TEAD3	SNAI2
TEAD3	CCND3
TCF7L1	SNAI2
TCF7L1	CCND3
SOS1	MYC
SOS1	CCND3
SOS2	MYC
SOS2	CCND3
STAT1	MYC
STAT1	CCND3
STAT3	MYC
STAT3	CCND3
STAT4	MYC
STAT4	CCND3
STAT5A	MYC
STAT5A	CCND3
STAT5B	MYC
STAT5B	CCND3
NFKB1	GADD45B
RELA	GADD45B
ETS1	CDK4
FOS	CDK4
JUN	CDK4
MYC	CDK4
SMAD3	PITX2
SMAD4	PITX2
NFKB1	CEBPB
RELA	CEBPB
LEF1	MMP7
TCF7	MMP7
TCF7L2	MMP7
TCF7L1	MMP7
PPARG	SAT1
CREB1	ARG1
CREB1	ATP1A1
NFKB1	CD83
SP1	CD83
ESR1	CDKN1A
ETS1	CDKN1A
JUN	CDKN1A
JUNB	CDKN1A
JUND	CDKN1A
PPARG	CDKN1A
SP1	CDKN1A
STAT3	CDKN1A
TFAP2A	CDKN1A
CREB1	F3
JUN	F3
JUND	F3
NFKB1	F3
RELA	F3
ESR1	GADD45B
PPARA	GADD45B
PPARD	GADD45B
PPARG	GADD45B
RARA	GADD45B
RARB	HDAC1
RELA	HDAC1
RARA	MIF
RARB	MIF
RARG	MIF
JUN	MMP7
MYC	MYC
ESR1	MYC
JUN	MYC
NFKB1	MYC
POU2F1	MYC
RELA	MYC
SP1	MYC
TFAP2A	MYC
TP53	MYC
MYC	PTMA
ESR1	PTMA
RARA	S100A9
RARB	S100A9
RARG	S100A9
CREB1	TIMP1
ETS1	TIMP1
ETV4	TIMP1
FOS	TIMP1
JUN	TIMP1
JUNB	TIMP1
JUND	TIMP1
SMAD3	TIMP1
SMAD4	TIMP1
SP1	TIMP1
STAT1	TIMP1
STAT3	TIMP1
TFAP2A	TIMP1
ATF6	XBP1
