HTR2A	CBL
CBL	CTNNB1
CTNNB1	HIF1A
CBL	GRB2
GRB2	EP300
EP300	TFAP2A
CBL	ABL1
ABL1	CREB1
CTNNB1	SP1
CBL	SMAD3
SMAD3	JUN
CTNNB1	CREBBP
EP300	ARNT
EP300	ETS1
GRB2	HTT
HTT	ETV4
SMAD3	SMAD4
CBL	EGFR
EGFR	STAT1
SMAD3	FOS
EGFR	STAT3
SMAD3	JUNB
SMAD3	JUND
SMAD3	E2F4
GRB2	HSP90AA1
HSP90AA1	NFIC
CBL	YWHAZ
YWHAZ	TP53
CBL	HSPA8
HSPA8	RELA
CTNNB1	PPARG
SMAD3	CEBPA
EP300	EGR1
CBL	HSPA4
HSPA4	NFKB1
HSP90AA1	PPARA
SMAD3	YAP1
CBL	YWHAQ
YWHAQ	E2F1
GRB2	BCAR1
BCAR1	E2F2
CTNNB1	HDAC1
HDAC1	E2F3
CTNNB1	PPARD
CTNNB1	ESR1
CBL	SRC
SRC	RXRA
PPARG	RXRB
PPARG	RXRG
CBL	MAPK8
MAPK8	MYC
EP300	USF2
EP300	ATF4
MAPK8	SPI1
EP300	SP3
YWHAZ	WWTR1
MAPK8	IRF3
CTNNB1	LEF1
CBL	UBC
UBC	DAZAP2
DAZAP2	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
CTNNB1	SOX2
SOX2	TEAD1
GRB2	TRIM27
TRIM27	TEAD4
GRB2	AP4S1
AP4S1	TEAD3
KCNH2	HSP90AA1
HSP90AA1	HIF1A
KCNH2	YWHAE
YWHAE	NPM1
NPM1	TFAP2A
YWHAE	ABL1
HSP90AA1	SP1
ABL1	JUN
YWHAE	FOXO3
FOXO3	CREBBP
YWHAE	TP53BP2
TP53BP2	EP300
HSP90AA1	ARNT
KCNH2	HSPA8
HSPA8	TP53
TP53	ETS1
KCNH2	NEDD4L
NEDD4L	SMAD3
HSPA8	HTT
YWHAE	NCBP1
NCBP1	SMAD4
YWHAE	XPO1
XPO1	STAT1
ABL1	FOS
HSP90AA1	STAT3
NPM1	JUNB
HSP90AA1	MDM2
MDM2	JUND
XPO1	E2F4
XPO1	PPARG
YWHAE	C1QBP
C1QBP	CEBPA
RELA	EGR1
YWHAE	HDAC4
HDAC4	NFKB1
YWHAE	YWHAQ
YWHAQ	YAP1
YWHAE	BCAR1
HSP90AA1	BCL6
BCL6	E2F3
HSP90AA1	PPARD
HSPA8	ESR1
RELA	RXRA
HSPA8	FLYWCH2
FLYWCH2	RXRB
PPARA	RXRG
HSP90AA1	MYC
RELA	USF2
YWHAE	SHMT2
SHMT2	ATF4
KCNH2	CDC73
CDC73	DEP1
DEP1	SPI1
ESR1	SP3
YWHAE	WWTR1
HSP90AA1	IRF3
CDC73	CTNNB1
YWHAE	MAP3K7
MAP3K7	DAZAP2
WWTR1	TEAD1
YWHAE	EIF3E
EIF3E	TRIM27
WWTR1	TEAD3
TP53	GADD45G
TP53	SFN
FOS	MMP9
NFKB1	MMP9
RELA	MMP9
TP53	CDKN1B
CREBBP	CDKN1B
CREBBP	HK3
CREBBP	LTBR
CREBBP	SERPINE1
CREBBP	TIMP1
EP300	CDKN1B
EP300	HK3
EP300	LTBR
EP300	SERPINE1
EP300	TIMP1
HIF1A	CDKN1B
HIF1A	HK3
HIF1A	LTBR
HIF1A	SERPINE1
HIF1A	TIMP1
ARNT	CDKN1B
ARNT	HK3
ARNT	LTBR
ARNT	SERPINE1
ARNT	TIMP1
YAP1	ITGB2
YAP1	SERPINE1
YAP1	AXIN1
WWTR1	ITGB2
WWTR1	SERPINE1
SMAD3	SERPINE1
SMAD4	SERPINE1
LEF1	AXIN1
TCF7	AXIN1
TCF7L2	AXIN1
TEAD1	AXIN1
TEAD4	AXIN1
TEAD3	AXIN1
TCF7L1	AXIN1
STAT1	SOCS2
STAT3	SOCS2
TP53	SERPINE1
ETS1	MMP9
JUN	MMP9
MYC	MMP9
PPARA	ACAA1
PPARD	FABP3
PPARG	CYP27A1
RXRA	CYP27A1
RXRA	FABP3
RXRA	ACAA1
RXRB	CYP27A1
RXRB	FABP3
RXRB	ACAA1
RXRG	CYP27A1
RXRG	FABP3
RXRG	ACAA1
IRF3	CXCL10
IRF3	CXCL11
STAT1	CXCL10
STAT1	CXCL11
SPI1	CD14
CREB1	TINAGL1
NFIC	TINAGL1
SP1	CDK1
CEBPA	ABCB1
EGR1	ABCB1
ETS1	ABCB1
HIF1A	ABCB1
JUN	ABCB1
NFKB1	ABCB1
SP1	ABCB1
TP53	ABCB1
HIF1A	ADM
TFAP2A	ADM
CREB1	ADRB2
SP1	AGT
SP1	APEX1
ATF4	ASNS
HIF1A	BNIP3
SP1	CD14
SP3	CD14
E2F4	CDC45
E2F2	CDC45
E2F3	CDC45
E2F1	CDC45
E2F4	CDK1
TP53	CHEK1
MYC	EIF4E
CREB1	ERBB2
ETV4	ERBB2
TFAP2A	ERBB2
TP53	ERBB2
NFKB1	FBP1
USF2	FBP1
CEBPA	FN1
CREB1	FN1
EGR1	FN1
NFKB1	FN1
RELA	FN1
JUN	GJA1
SP1	GJA1
NFIC	HSPA1A
TFAP2A	HSPA1A
HIF1A	ITGB2
SPI1	ITGB2
SP1	KRT5
TFAP2A	KRT5
ETS1	LYZ
ETV4	MMP9
PPARA	MMP9
PPARG	MMP9
SMAD3	MMP9
SP1	MMP9
TP53	PLK1
ATF4	PPP1R15A
RELA	S100A6
EGR1	SERPINE1
ESR1	SERPINE1
PPARA	SERPINE1
PPARD	SERPINE1
PPARG	SERPINE1
SP1	SERPINE1
USF2	SERPINE1
CREB1	TIMP1
ETS1	TIMP1
ETV4	TIMP1
FOS	TIMP1
JUN	TIMP1
JUNB	TIMP1
JUND	TIMP1
SMAD3	TIMP1
SMAD4	TIMP1
SP1	TIMP1
STAT1	TIMP1
STAT3	TIMP1
TFAP2A	TIMP1
E2F4	TK1
CEBPA	TK1
CEBPA	UBE2L3
ESR1	UBE2L3
SP1	UBE2L3
