GABRA1	PRKCD
PRKCD	SP1
PRKCD	STAT3
STAT3	NCOA1
NCOA1	RARB
PRKCD	EP300
EP300	RARA
NCOA1	RARG
GABRA3	SDCBP2
SDCBP2	ZCCHC10
ZCCHC10	TP53
TP53	SP1
SDCBP2	BEND7
BEND7	C1QBP
C1QBP	CEBPA
CEBPA	RARB
ZCCHC10	PIN1
PIN1	RARA
SDCBP2	PRR13
PRR13	LNX1
LNX1	ACY3
ACY3	RARG
GABRA4	APP
APP	MAPK8
MAPK8	SP1
MAPK8	CEBPA
APP	PHF8
PHF8	RARA
MAPK8	NCOA3
NCOA3	RARG
CHRNA4	YWHAH
YWHAH	YWHAZ
YWHAZ	CTNNB1
CTNNB1	SP1
YWHAH	PIK3CA
PIK3CA	SMAD2
SMAD2	RARB
YWHAZ	AJUBA
AJUBA	RARA
AJUBA	RARG
CHRNA7	FYN
FYN	CTNNB1
FYN	BCL3
BCL3	NCOA1
BCL3	EP300
GRIA2	GRIP1
GRIP1	CTNNB1
GRIA2	SDCBP
SDCBP	TDO2
TDO2	MEOX2
MEOX2	RARB
SDCBP	TRIM32
TRIM32	RARA
SDCBP	IKZF1
IKZF1	NCOR2
NCOR2	RARG
GRIK2	DLG1
DLG1	BTRC
BTRC	SP1
GRIK2	SDCBP
GABRB1	NOD1
NOD1	HSP90AA1
HSP90AA1	SP1
NOD1	CASP8
CASP8	CEBPB
CEBPB	RARB
NOD1	UBC
UBC	E2F1
E2F1	RARA
UBC	TNIP1
TNIP1	RARG
GABRB2	TRAK2
TRAK2	PRKAB2
PRKAB2	CRX
CRX	SP1
PRKAB2	MEOX2
TRAK2	GSK3B
GSK3B	MAPK1
MAPK1	RARA
GSK3B	NCOA3
GABRB3	MEOX2
MEOX2	RELA
RELA	SP1
MEOX2	PIN1
RELA	NCOR2
GABRD	UBQLN1
UBQLN1	APP
UBQLN1	UBE3A
UBE3A	MEOX2
UBE3A	RARA
UBE3A	NCOA3
GABRE	CUX1
CUX1	CCNA1
CCNA1	SP1
GABRE	HLA-A
HLA-A	MEOX2
GABRE	GPAA1
GPAA1	PIN1
GABRE	LSR
LSR	RARG
GABRG2	GABARAP
GABARAP	NEDD4
NEDD4	SMAD3
SMAD3	SP1
NEDD4	SMAD2
GABARAP	SQSTM1
SQSTM1	RARA
GABARAP	TAX1BP1
TAX1BP1	TNIP1
SP1	KRT18
RARA	MIF
RARB	MIF
RARG	MIF
