GABRA1	PRKCD
PRKCD	STAT3
STAT3	PML
PML	E2F4
PRKCD	EP300
EP300	E2F1
PRKCD	ELAVL1
ELAVL1	E2F2
ELAVL1	E2F3
PRKCD	SP1
EP300	IRF3
PRKCD	STAT1
ELAVL1	CEBPA
EP300	SP3
GABRG2	GABARAP
GABARAP	NEDD4
NEDD4	SMAD3
SMAD3	E2F4
NEDD4	CUL1
CUL1	E2F1
GABARAP	ATG7
ATG7	SHMT2
SHMT2	E2F2
GABARAP	TAX1BP1
TAX1BP1	EMILIN1
EMILIN1	FZR1
FZR1	E2F3
SMAD3	SP1
TAX1BP1	IKBKE
IKBKE	IRF3
ATG7	STAT1
SMAD3	CEBPA
ATG7	EP300
GABRA3	SDCBP2
SDCBP2	BEND7
BEND7	C1QBP
C1QBP	CEBPA
CEBPA	E2F4
SDCBP2	ZNF581
ZNF581	KDM1A
KDM1A	E2F1
BEND7	TRIM27
TRIM27	RB1
RB1	E2F2
RB1	E2F3
SDCBP2	ZCCHC10
ZCCHC10	TP53
TP53	SP1
ZCCHC10	PIN1
PIN1	IRF3
SDCBP2	TIFA
TIFA	IRAK1
IRAK1	STAT1
SDCBP2	PRPF40A
PRPF40A	SFPQ
SFPQ	SP3
GABRA4	APP
APP	EEF1D
EEF1D	HCFC1
HCFC1	E2F4
APP	KAT5
KAT5	E2F1
APP	PSEN2
PSEN2	ELAVL1
APP	MAPK8
MAPK8	SP1
MAPK8	IRF3
APP	HDAC4
HDAC4	STAT1
MAPK8	CEBPA
EEF1D	RELA
RELA	SP3
GABRB1	NOD1
NOD1	UBC
UBC	BRCA1
BRCA1	E2F4
UBC	E2F1
NOD1	CASP9
CASP9	RB1
NOD1	RNF34
RNF34	FZR1
NOD1	HSP90AA1
HSP90AA1	SP1
HSP90AA1	IRF3
BRCA1	STAT1
UBC	C1QBP
E2F1	SP3
GABRB2	TRAK2
TRAK2	GSK3B
GSK3B	SMAD3
GSK3B	AR
AR	E2F1
TRAK2	PRKAG1
PRKAG1	FAS
FAS	RB1
TRAK2	OGT
OGT	HCFC1
HCFC1	E2F3
TRAK2	PRKAB2
PRKAB2	CRX
CRX	SP1
GSK3B	EWSR1
EWSR1	IRF3
PRKAB2	GNB2L1
GNB2L1	STAT1
PRKAB2	YY1AP1
YY1AP1	CEBPA
CRX	SP3
GABRB3	PRKACA
PRKACA	HDAC1
HDAC1	E2F4
GABRB3	MEOX2
MEOX2	KAT5
GABRB3	PRKCA
PRKCA	ELAVL1
HDAC1	E2F3
MEOX2	RELA
RELA	SP1
MEOX2	PIN1
MEOX2	CIAPIN1
CIAPIN1	STAT1
KAT5	CEBPA
GABRD	UBQLN1
UBQLN1	UBE3A
UBE3A	PML
UBQLN1	UBC
UBQLN1	PSEN2
UBQLN1	APP
UBQLN1	MTOR
MTOR	STAT1
UBE3A	CEBPA
UBQLN1	RAD23A
RAD23A	CREBBP
CREBBP	SP3
GABRE	CUX1
CUX1	TLE4
TLE4	HDAC1
CUX1	CCNA1
CCNA1	E2F1
CCNA1	RB1
CCNA1	SP1
GABRE	GPAA1
GPAA1	PIN1
GABRE	ALG9
ALG9	RTF1
RTF1	STAT1
CUX1	BIN1
BIN1	MYC
MYC	CEBPA
HDAC1	SP3
IRF3	CXCL10
IRF3	CXCL11
STAT1	CXCL10
STAT1	CXCL11
E2F4	CDC45
E2F2	CDC45
E2F3	CDC45
E2F1	CDC45
SP1	MAT2B
SP3	MAT2B
CEBPA	UBE2L3
SP1	UBE2L3
