HPGDS	ARRDC3
ARRDC3	ARRB2
ARRB2	CSK
CSK	CREBBP
ARRB2	HSPA5
HSPA5	EP300
ARRB2	CAPN1
CAPN1	HIF1A
ARRDC3	ARRB1
ARRB1	HSP90AA1
HSP90AA1	ARNT
ARRDC3	ITCH
ITCH	JUN
ARRB2	AKT1
AKT1	CREB1
ARRB2	CDK3
CDK3	PPARA
ARRB2	MAPK1
MAPK1	SP1
ITCH	TP53
TP53	ETS1
ARRB2	HDAC2
HDAC2	PPARD
ARRB2	STAT1
STAT1	ATF3
CREBBP	SERPINE1
CREBBP	TFRC
EP300	SERPINE1
EP300	TFRC
HIF1A	SERPINE1
HIF1A	TFRC
ARNT	SERPINE1
ARNT	TFRC
TP53	SERPINE1
PPARD	ILK
ATF3	ASNS
ATF3	PENK
JUN	PENK
PPARA	SERPINE1
PPARD	SERPINE1
SP1	SERPINE1
CREB1	TFRC
ETS1	TFRC
JUN	TFRC
