HPGDS	ARRDC3
ARRDC3	ITCH
ITCH	TP53
ARRDC3	ARRB2
ARRB2	TRIM28
TRIM28	E2F4
ARRB2	AKT1
AKT1	CREB1
ARRB2	MAPK1
MAPK1	SP1
ARRB2	NPM1
NPM1	TFAP2A
ARRB2	NFKBIA
NFKBIA	ATF4
ARRB2	SFPQ
SFPQ	SP3
MAPK1	ATF2
ARRB2	C1QBP
C1QBP	PRKCD
PRKCD	FLI1
ITCH	JUN
JUN	CREB3
ITCH	PTCH1
PTCH1	ATF6B
ARRB2	RPA1
RPA1	ELAVL1
ELAVL1	CREB3L2
ARRDC3	ADRB2
ADRB2	PGRMC1
PGRMC1	CREB3L1
ARRDC3	NEDD4
NEDD4	KIFC3
KIFC3	CREB5
ARRB2	HSPA5
HSPA5	EP300
EP300	USF2
ARRDC3	ARRB1
ARRB1	HSP90AA1
HSP90AA1	NFIC
ARRB2	YWHAQ
YWHAQ	E2F1
ARRB2	HNRNPD
HNRNPD	MYC
ARRB2	CSNK2A1
CSNK2A1	ATF1
NFKBIA	NFKB1
ARRB2	PRMT5
PRMT5	RELA
ARRB2	CAPN1
CAPN1	HIF1A
ARRB2	POLR2E
POLR2E	FOS
NEDD4	SMAD2
SMAD2	ETV4
ARRB2	MAP2K4
MAP2K4	MAPK8
MAPK8	PAX2
ARRB2	TRAF6
TRAF6	MYD88
ARRB2	CDK3
CDK3	PPARA
MAPK1	RXRA
NEDD4	PPARG
PPARG	RXRB
PPARG	RXRG
TP53	ETS1
MAPK1	PAX5
NEDD4	ERBB3
ERBB3	EGR1
ARRB1	MAPK14
NEDD4	MAPKAPK3
MAPKAPK3	MAPK11
ARRB2	VCP
VCP	MAPK13
NFKBIA	NFKB2
JUN	GRIA2
MAPK14	CXCL1
JUN	CXCL1
NFKB1	CXCL1
MAPK11	CXCL1
MAPK13	CXCL1
RELA	CXCL1
CREB3	PCNA
CREB1	PCNA
ATF2	PCNA
ATF6B	PCNA
ATF4	PCNA
CREB3L2	PCNA
CREB3L1	PCNA
CREB5	PCNA
HIF1A	PFKL
MYD88	CXCL1
NFKB1	VCAM1
RELA	VCAM1
TP53	IGFBP3
PPARA	FADS2
RXRA	FADS2
RXRB	FADS2
RXRG	FADS2
SP1	CDK1
SP1	COL4A1
TP53	MKI67
CREB1	ARG1
NFIC	ARG1
ATF1	BRCA1
CREB1	BRCA1
USF2	BRCA1
MYC	CDC25A
E2F1	CDC25A
E2F4	CDC45
E2F1	CDC45
E2F4	CDC6
E2F4	CDK1
EGR1	COL2A1
SP1	COL2A1
SP3	COL2A1
E2F4	DHFR
ATF1	ERBB2
CREB1	ERBB2
ETV4	ERBB2
TFAP2A	ERBB2
TP53	ERBB2
EGR1	FCER2
PAX5	FCER2
RELA	HDAC1
ATF4	HPGD
CREB1	HPGD
ETS1	HPGD
ETV4	HPGD
FLI1	IGFBP3
SP1	IGFBP3
SP3	IGFBP3
TFAP2A	IGFBP3
HIF1A	MDK
ATF1	NTS
CREB1	NTS
FOS	NTS
JUN	NTS
E2F4	PCNA
TP53	PCNA
E2F4	POLE2
NFIC	POLE2
FLI1	POLR2G
PPARG	POU2F1
MYC	PTMA
E2F4	TK1
MYC	TP53
EGR1	TP53
FOS	TP53
HIF1A	TP53
JUN	TP53
NFIC	TP53
NFKB1	TP53
PAX2	TP53
PAX5	TP53
TP53	TP53
TP53	TYMS
USF2	TYMS
