HPGDS	ARRDC3
ARRDC3	ARRB2
ARRB2	TRIM28
TRIM28	E2F4
ARRB2	AKT1
AKT1	CREB1
ARRDC3	ITCH
ITCH	TP53
ARRB2	UBC
UBC	ATF6
ARRB2	MAPK1
MAPK1	ATF2
ARRB2	NFKBIA
NFKBIA	NFKB1
ARRB2	NPM1
NPM1	TFAP2A
ARRDC3	ARRB1
ARRB1	HSP90AA1
HSP90AA1	NFIC
MAPK1	SP1
ARRB2	POLR2E
POLR2E	FOS
ARRB2	PRMT5
PRMT5	RELA
ARRB2	PTGES3
PTGES3	NR3C2
ARRB2	HNRNPD
HNRNPD	MYC
ITCH	JUN
JUN	CREB3
ARRB2	RPA1
RPA1	ELAVL1
ELAVL1	CREB3L2
ARRDC3	ADRB2
ADRB2	PGRMC1
PGRMC1	CREB3L1
ITCH	PTCH1
PTCH1	ATF6B
NFKBIA	ATF4
ARRDC3	NEDD4
NEDD4	KIFC3
KIFC3	CREB5
ARRB2	CDK3
CDK3	PPARA
TP53	ETS1
NEDD4	SMAD7
ARRB2	CAPN1
CAPN1	HIF1A
TRIM28	MYB
ARRB2	XRCC5
XRCC5	BRCA1
NR3C2	ATP1B1
JUN	CCND3
CREB3	PCNA
CREB1	PCNA
ATF2	PCNA
ATF6B	PCNA
ATF4	PCNA
CREB3L2	PCNA
CREB3L1	PCNA
CREB5	PCNA
HIF1A	HMOX1
NFKB1	NFKBIA
RELA	NFKBIA
TP53	DDB2
TP53	PPM1D
ETS1	CDK4
FOS	CDK4
JUN	CDK4
MYC	CDK4
MYB	CDK1
SP1	CDK1
SP1	APEX1
HIF1A	BNIP3
E2F4	CDK1
NFKB1	ELF3
RELA	ELF3
NFKB1	FBP1
ATF2	HLA-E
CREB1	HMOX1
ETS1	HMOX1
NFIC	HMOX1
NFKB1	HMOX1
SMAD7	HMOX1
SP1	HMOX1
TFAP2A	HMOX1
NFIC	HSPA1A
TFAP2A	HSPA1A
PPARA	NFKBIA
FOS	NQO1
MYC	ODC1
CREB1	ODC1
SP1	ODC1
E2F4	PCNA
BRCA1	PCNA
TP53	PCNA
CREB1	POLD2
JUN	POLD2
NFIC	POLD2
TFAP2A	POLD2
SP1	TAF7
TFAP2A	TAF7
JUN	TFF1
ATF6	XBP1
