HTR2A	CBL
CBL	GRB2
GRB2	HSP90AA1
HSP90AA1	NFIC
CBL	SMAD3
SMAD3	E2F4
CBL	YWHAZ
YWHAZ	TP53
GRB2	EP300
EP300	TFAP2A
CBL	CTNNB1
CTNNB1	CREBBP
CTNNB1	HIF1A
EP300	ARNT
CBL	MAPK8
MAPK8	MYC
MAPK8	HSF1
SMAD3	JUN
SMAD3	YAP1
YWHAZ	WWTR1
CTNNB1	SP1
DRD2	CALM1
CALM1	HSP90AA1
CALM1	AR
AR	E2F4
DRD2	FLNA
FLNA	RANBP2
RANBP2	TP53
FLNA	LMNA
LMNA	RB1
RB1	TFAP2A
FLNA	REL
REL	CREBBP
REL	EP300
DRD2	EPB41L1
EPB41L1	COPS5
COPS5	HIF1A
HSP90AA1	ARNT
EPB41L1	APP
APP	MYC
FLNA	FILIP1
FILIP1	HSF1
FLNA	RBM39
RBM39	JUN
DRD2	PPP1R9B
PPP1R9B	PPP1CA
PPP1CA	YAP1
PPP1CA	WWTR1
PPP1R9B	CDKN2A
CDKN2A	SP1
HTR1A	S1PR1
S1PR1	GNAI3
GNAI3	YWHAQ
YWHAQ	SMURF1
SMURF1	NFIC
GNAI3	XPO1
XPO1	E2F4
S1PR1	TRIP6
TRIP6	PTK2
PTK2	TP53
GNAI3	GNAI2
GNAI2	NPM1
NPM1	TFAP2A
TRIP6	SRC
SRC	CREBBP
S1PR1	WWP2
WWP2	SMAD3
SMAD3	EP300
SMAD3	HIF1A
YWHAQ	NCOA1
NCOA1	ARNT
WWP2	SMAD7
SMAD7	MYC
YWHAQ	HSPB1
HSPB1	HSF1
TRIP6	CREB5
CREB5	JUN
YWHAQ	YAP1
YWHAQ	YWHAZ
SMAD3	SP1
HTR1B	MDFI
MDFI	VHL
VHL	HSP90AA1
MDFI	KAT5
KAT5	BRCA1
BRCA1	E2F4
KAT5	TP53
KAT5	EP300
MDFI	MYOD1
MYOD1	CREBBP
VHL	HIF1A
KAT5	MYC
KAT5	UBE2I
