HTR2A	CBL
UBE2I	HSF1
MDFI	PIN1
PIN1	JUN
MDFI	NAB2
NAB2	YAP1
KAT5	YWHAG
YWHAG	WWTR1
VHL	SP1
HTR1D	HTR1B
HTR1D	S1PR1
HTR1E	ATP5B
ATP5B	HSP90AA1
HTR1E	PSMC3
PSMC3	AR
PSMC3	TP53
TP53	TFAP2A
HTR1E	PSMC4
PSMC4	RBBP4
RBBP4	CREBBP
HTR1E	MEOX2
MEOX2	RELA
RELA	EP300
PSMC3	HIF1A
HIF1A	ARNT
PSMC4	PSMC5
PSMC5	MYC
PSMC3	STAT1
STAT1	HSF1
RELA	JUN
MEOX2	PIN1
PIN1	YAP1
HIF1A	WWTR1
PSMC5	SP1
HTR2C	CALM1
HTR2C	DLG4
DLG4	ERBB4
ERBB4	TP53
HTR2C	LIN7C
LIN7C	APC
APC	TFAP2A
CALM1	ESR1
ESR1	CREBBP
DLG4	MDM2
MDM2	EP300
MDM2	HIF1A
ESR1	MYC
CALM1	HSPA4
HSPA4	HSF1
MDM2	JUN
ERBB4	YAP1
DLG4	DLG1
DLG1	BTRC
BTRC	WWTR1
ESR1	SP1
HTR6	COPS5
COPS5	HSP90AA1
HTR6	ATM
ATM	BRCA1
ATM	TP53
HTR6	CLTC
CLTC	EP300
EP300	CREBBP
ATM	HIF1A
EP300	MYC
ATM	DAXX
DAXX	HSF1
COPS5	JUN
HTR6	TTI1
TTI1	YAP1
EP300	SP1
HTR7	CUL3
CUL3	HSP90AA1
CUL3	TRIM28
TRIM28	E2F4
CUL3	YWHAZ
CUL3	NPM1
CUL3	CTNNB1
CUL3	GRB2
CUL3	APP
CUL3	SMARCA4
SMARCA4	HSF1
CUL3	ATF2
ATF2	JUN
CUL3	YWHAQ
DRD1	RANBP9
RANBP9	ESR1
ESR1	SMURF1
RANBP9	AR
ESR1	TP53
RANBP9	APP
MYC	TFAP2A
ESR1	EP300
ESR1	HIF1A
RANBP9	UBE2I
RANBP9	NR3C1
NR3C1	JUN
RANBP9	TP73
TP73	YAP1
APP	YWHAG
DRD5	GNA12
GNA12	HSP90AA1
DRD5	GNA13
GNA13	RDX
RDX	ENO1
ENO1	E2F4
HSP90AA1	TP53
GNA13	MAP3K5
MAP3K5	EP300
MAP3K5	CREBBP
HSP90AA1	HIF1A
GNA12	APP
HSP90AA1	HSF1
GNA13	PTK2B
PTK2B	VAV1
VAV1	JUN
MAP3K5	USP9X
USP9X	YAP1
MAP3K5	YWHAZ
HSP90AA1	SP1
DRD3	EPB41L1
EPB41L1	COPS3
COPS3	HSP90AA1
DRD3	RDX
COPS5	TP53
DRD3	GIPC1
GIPC1	SH3BP4
SH3BP4	TFAP2A
GIPC1	MCM7
MCM7	HIF1A
HIF1A	CREBBP
RDX	CTTN
CTTN	EP300
MCM7	RB1
RB1	ARNT
RDX	HSPA4
ENO1	YAP1
RB1	SP1
DRD4	GRB2
DRD4	ARRB2
ARRB2	TRIM28
DRD4	STUB1
STUB1	TP53
ARRB2	NPM1
ARRB2	CSK
CSK	CREBBP
STUB1	HIF1A
STUB1	MYC
STUB1	HSF1
ARRB2	MAP2K4
MAP2K4	JUN
ARRB2	YWHAQ
ARRB2	YWHAE
YWHAE	WWTR1
ARRB2	MAPK1
MAPK1	SP1
ADRA1B	AP2M1
AP2M1	EEF1A1
EEF1A1	HSP90AA1
AP2M1	BCR
BCR	RB1
RB1	E2F4
BCR	TP53
AP2M1	EPS15
EPS15	TFAP2A
AP2M1	APC
APC	CREBBP
AP2M1	CLTC
EP300	HIF1A
AP2M1	CSNK2B
CSNK2B	MYC
EEF1A1	CBS
CBS	HSF1
AP2M1	AP1G1
AP1G1	JUN
AP2M1	RALBP1
RALBP1	AMOTL2
AMOTL2	YAP1
AP2M1	DVL2
DVL2	WWTR1
AP2M1	SFPQ
SFPQ	SP1
ADRA2A	UCHL1
UCHL1	HSP90AA1
ADRA2A	GNAI2
GNAI2	GNAI3
UCHL1	TP53
UCHL1	CTNNB1
CTNNB1	EP300
UCHL1	CDK4
CDK4	MYC
UCHL1	UBE2I
GNAI2	ITCH
ITCH	JUN
ADRA2A	GNAO1
GNAO1	CACNA1B
CACNA1B	UBE2L3
UBE2L3	YAP1
ITCH	DVL2
ADRA2B	UCHL1
CTNNB1	BRCA1
UBE2I	JUN
ADRA2B	EIF2B1
EIF2B1	GCD2
GCD2	TSA1
TSA1	YAP1
EIF2B1	HNRNPL
HNRNPL	YWHAE
ADRA2C	UCHL1
ADRA2C	EIF2B1
CHRM1	GPRASP2
GPRASP2	AGO2
AGO2	HSP90AA1
GPRASP2	AP1M1
AP1M1	BRCA1
GPRASP2	TXN
TXN	TP53
GPRASP2	RPS6KA5
RPS6KA5	CREBBP
RPS6KA5	EP300
CHRM1	GPRASP1
GPRASP1	OPRD1
OPRD1	HSPA4
HSPA4	HIF1A
BRCA1	ARNT
GPRASP2	EIF3E
EIF3E	FBXW7
FBXW7	MYC
GPRASP2	AP1G1
TXN	PRDX1
PRDX1	YAP1
AGO2	BTRC
TXN	NFKB1
NFKB1	SP1
CHRM2	SET
SET	NR3C1
NR3C1	HSP90AA1
SET	XPO1
SET	TP53
NR3C1	CREBBP
SET	CCNB1
CCNB1	EP300
TP53	HIF1A
SET	APP
CHRM2	GPRASP1
XPO1	YAP1
TP53	SP1
CHRM3	CSNK1A1
CSNK1A1	HSP90AA1
CHRM3	SET
CSNK1A1	HSPA4
CREBBP	ALDOA
EP300	ALDOA
HIF1A	ALDOA
ARNT	ALDOA
YAP1	FGF1
YAP1	BIRC5
WWTR1	FGF1
WWTR1	BIRC5
HSF1	HSPA1A
MYC	CKS1B
JUN	ALDOA
SP1	ALDOA
E2F4	CDC45
NFIC	HSPA1A
TFAP2A	HSPA1A
MYC	NME1
TP53	NME1
E2F4	PCNA
TP53	PCNA
TP53	PLK1
E2F4	POLE2
NFIC	POLE2
TP53	PTTG1
NFIC	VWF
