ACHE	COL1A1
COL1A1	UBL4A
UBL4A	NPM1
NPM1	TFAP2A
UBL4A	HSP90AA1
HSP90AA1	NFIC
COL1A1	IGFBP3
IGFBP3	IGF1R
IGF1R	ESR1
ESR1	SP3
UBL4A	TXN
TXN	NFKB1
UBL4A	KPNA2
KPNA2	RELA
COL1A1	ITGB1
ITGB1	PTK2
PTK2	SAE1
SAE1	ETV4
COL1A1	P4HB
P4HB	CALU
CALU	HSF1
UBL4A	SMN1
SMN1	RXRA
IGFBP3	FN1
FN1	RARA
RARA	RXRB
RARA	RXRG
UBL4A	NCL
NCL	SP1
UBL4A	RAB1A
RAB1A	CREB1
HSP90AA1	PPARA
IGF1R	TP53
TP53	EGR1
IGF1R	CSK
CSK	JUN
IGFBP3	CD44
CD44	EP300
EP300	USF2
HTR2A	CBL
CBL	GRB2
GRB2	EP300
EP300	TFAP2A
GRB2	HSP90AA1
EP300	SP3
CBL	HSPA4
HSPA4	NFKB1
CBL	HSPA8
HSPA8	RELA
GRB2	HTT
HTT	ETV4
CBL	MAPK8
MAPK8	HSF1
CBL	SRC
SRC	RXRA
CBL	CTNNB1
CTNNB1	PPARG
PPARG	RXRB
PPARG	RXRG
CTNNB1	SP1
CBL	ABL1
ABL1	CREB1
EP300	EGR1
CBL	SMAD3
SMAD3	JUN
HSF1	HSPA1A
NFKB1	IL1B
RELA	IL1B
PPARA	APOA1
PPARA	APOA2
RXRA	APOA1
RXRA	APOA2
RXRA	UBC
RXRB	APOA1
RXRB	APOA2
RXRB	UBC
RXRG	APOA1
RXRG	APOA2
RXRG	UBC
JUN	IL1B
EGR1	APOA1
SP3	APOA1
USF2	APOA2
NFKB1	CTSB
RELA	CTSB
SP3	CTSB
USF2	CTSB
CREB1	FN1
EGR1	FN1
NFKB1	FN1
RELA	FN1
NFIC	HSPA1A
TFAP2A	HSPA1A
CREB1	IL1B
SP1	IL1B
SP1	MAT2B
SP3	MAT2B
JUN	NPPA
ETV4	VIM
