GABRA1	PRKCD
PRKCD	SP1
PRKCD	TP53
PRKCD	EP300
EP300	RARA
PRKCD	STAT3
STAT3	NCOA1
NCOA1	RARB
NCOA1	RARG
PRKCD	APP
APP	MYC
EP300	TP63
TP63	ETV4
EP300	TFAP2A
EP300	CREB1
STAT3	JUN
EP300	CREBBP
STAT3	HIF1A
EP300	ARNT
EP300	ETS1
EP300	JUND
EP300	FOS
EP300	SMAD3
PRKCD	STAT1
EP300	SMAD4
EP300	JUNB
STAT3	PML
PML	E2F4
STAT3	RELA
STAT3	NFKB1
PRKCD	HSPA4
HSPA4	ERG
PRKCD	HSP90AA1
HSP90AA1	NFIC
EP300	ATF2
EP300	USF2
EP300	ATF4
EP300	E2F1
PRKCD	ELAVL1
ELAVL1	CEBPA
STAT3	COPS5
COPS5	CREB3
ELAVL1	CREB3L2
EP300	DDIT3
DDIT3	CREB3L1
TP53	NFYA
NFYA	ATF6B
EP300	BRCA1
BRCA1	CREB5
EP300	ETS2
PRKCD	FLI1
EP300	SP3
HSP90AA1	PPARA
EP300	EGR1
APP	ELK1
EP300	RXRA
APP	AKAP13
AKAP13	RXRB
EP300	PPARG
PPARG	RXRG
STAT3	HDAC1
HDAC1	CREM
HSP90AA1	PPARD
EP300	CEBPB
ELAVL1	E2F2
ELAVL1	E2F3
EP300	MYB
EP300	ESR1
PRKCD	YWHAG
YWHAG	YAP1
SP1	POU2F1
STAT3	SMAD1
SMAD1	LEF1
ELAVL1	DAZAP2
DAZAP2	TCF7
ELAVL1	TCF7L2
EP300	CTNNB1
CTNNB1	TCF7L1
PRKCD	INSR
INSR	TEAD1
EP300	GOLGA2
GOLGA2	TEAD4
E2F1	TEAD3
PRKCD	VHL
VHL	GLI1
HDAC1	GLI2
PRKCD	GSK3A
GSK3A	GLI3
YWHAG	WWTR1
PML	SPI1
E2F1	SP4
APP	MCM7
MCM7	SP2
EP300	STAT5A
INSR	STAT5B
PRKCD	TNFRSF1A
TNFRSF1A	SOS1
STAT3	EGFR
EGFR	SOS2
EP300	STAT2
STAT3	TRIM28
TRIM28	STAT4
STAT3	STAT6
HSP90AA1	NR3C2
ADRA2B	UCHL1
UCHL1	CTNNB1
CTNNB1	SP1
UCHL1	TP53
CTNNB1	EP300
UCHL1	UBE2I
UBE2I	NCOR2
NCOR2	RARB
ADRA2B	EIF2B1
EIF2B1	GORASP2
GORASP2	ACY3
ACY3	RARG
UCHL1	CDK4
CDK4	MYC
UBE2I	TP63
TP53	TFAP2A
TP53	CREB1
UBE2I	JUN
CTNNB1	CREBBP
CTNNB1	HIF1A
UCHL1	HSP90AA1
HSP90AA1	ARNT
UBE2I	ETS1
HSP90AA1	STAT3
UCHL1	COPS5
COPS5	JUND
UBE2I	FOS
TP53	SMAD3
UBE2I	STAT1
COPS5	SMAD4
CTNNB1	BRCA1
BRCA1	E2F4
TP53	RELA
COPS5	NFKB1
UCHL1	HSPA8
HSPA8	ERG
EIF2B1	HNRNPL
HNRNPL	HMGA1
HMGA1	ATF2
GORASP2	SHMT2
SHMT2	ATF4
UCHL1	UBC
UBC	E2F1
CDK4	CEBPA
CTNNB1	ELAVL1
COPS5	PGRMC1
PGRMC1	CREB3L1
UCHL1	CDK6
CDK6	ATF6B
TP53	ETS2
BRCA1	FLI1
HNRNPL	SFPQ
SFPQ	SP3
UBE2I	PPARA
TP53	EGR1
UBE2I	ELK1
UBE2I	RXRA
CTNNB1	PPARG
PPARG	RXRB
CREBBP	CREM
CTNNB1	PPARD
HNRNPL	HNRNPK
HNRNPK	CEBPB
SHMT2	E2F2
CTNNB1	HDAC1
HDAC1	E2F3
UBE2I	MYB
CTNNB1	ESR1
EIF2B1	GCD2
GCD2	TSA1
TSA1	YAP1
HSPA8	POU2F1
CTNNB1	LEF1
UBC	DAZAP2
CTNNB1	TCF7L2
CTNNB1	SOX2
SOX2	TEAD1
GORASP2	GOLGA2
UBE2I	SUMO2
SUMO2	TEAD3
CDK4	GLI1
CREBBP	GLI3
HNRNPL	YWHAE
YWHAE	WWTR1
GORASP2	NONO
NONO	SPI1
POU2F1	SP4
ESR1	SP2
UBE2I	NR3C1
NR3C1	STAT5B
UCHL1	TNFRSF1A
ESR1	SOS2
HSP90AA1	STAT2
UBE2I	TRIM28
TP53	STAT6
GABRA3	SDCBP2
SDCBP2	ZCCHC10
ZCCHC10	TP53
TP53	SP1
ZCCHC10	PIN1
PIN1	RARA
SDCBP2	BEND7
BEND7	C1QBP
C1QBP	CEBPA
CEBPA	RARB
SDCBP2	PRR13
PRR13	LNX1
LNX1	ACY3
SDCBP2	C1orf35
C1orf35	APP
SDCBP2	PRPF40A
PRPF40A	HTT
HTT	ETV4
PIN1	JUN
TP53	CREBBP
TP53	EP300
SDCBP2	TIFA
TIFA	TRAF6
TRAF6	HIF1A
HIF1A	ARNT
TP53	ETS1
TRAF6	STAT3
SDCBP2	SEC23A
SEC23A	TPM1
TPM1	JUND
PRPF40A	UBE2I
TIFA	IRAK1
IRAK1	STAT1
ZCCHC10	SNIP1
SNIP1	SMAD4
SDCBP2	LYAR
LYAR	NPM1
NPM1	JUNB
CEBPA	E2F4
SDCBP2	ZNF581
ZNF581	BANP
BANP	NFKB1
SEC23A	HSPA4
TRAF6	SMURF1
SMURF1	NFIC
SDCBP2	C11orf57
C11orf57	MAPK8
MAPK8	ATF2
IRAK1	BTRC
BTRC	ATF4
ZNF581	KDM1A
KDM1A	E2F1
IRAK1	EMD
EMD	CREB3
PRPF40A	HNRNPK
HNRNPK	ELAVL1
PRPF40A	UBQLN4
UBQLN4	RUNX1T1
RUNX1T1	CREB3L1
BEND7	TRIM27
TRIM27	NFYC
NFYC	ATF6B
TRAF6	TRAF2
TRAF2	CREB5
TP53	BRCA1
PRPF40A	PIAS1
PIAS1	FLI1
PRPF40A	SFPQ
IRAK1	CUL1
CUL1	RXRG
TRIM27	HDAC1
IRAK1	HSP90AA1
TRIM27	RB1
RB1	E2F2
RB1	E2F3
PIN1	PPARG
TRAF6	MYB
TP53	ESR1
PIN1	YAP1
PRPF40A	XRCC6
XRCC6	POU2F1
TRIM27	PIAS4
PIAS4	LEF1
UBQLN4	DAZAP2
UBE2I	TCF7L2
ZNF581	SUV39H1
SUV39H1	CTNNB1
TRIM27	TEAD4
TEAD4	TEAD1
C1QBP	PHB2
PHB2	TEAD3
TRAF6	ITCH
ITCH	GLI1
TRAF6	KRAS
KRAS	GLI3
HIF1A	WWTR1
PRPF40A	NONO
PIN1	FOXP2
FOXP2	SP4
TRAF6	MCM7
SDCBP2	PRPF38A
PRPF38A	CSNK2B
CSNK2B	STAT5A
TRAF6	NTRK1
NTRK1	STAT5B
NTRK1	SOS1
NTRK1	SOS2
STAT1	STAT2
TRIM27	PIAS2
PIAS2	STAT4
ZCCHC10	EEF1A1
EEF1A1	STAT6
GABRA4	APP
APP	MAPK8
MAPK8	SP1
MAPK8	TP53
APP	PHF8
PHF8	RARA
MAPK8	CEBPA
MAPK8	NCOA3
NCOA3	RARG
APP	HSPA8
HSPA8	HTT
MYC	TFAP2A
APP	KAT5
KAT5	CREB1
MAPK8	JUN
APP	CDC20
CDC20	CREBBP
MAPK8	EP300
MCM7	HIF1A
APP	PSEN2
PSEN2	ELAVL1
ELAVL1	ARNT
APP	MAPK7
MAPK7	ETS1
MAPK8	STAT3
MAPK8	JUND
MAPK7	FOS
APP	GSK3B
GSK3B	SMAD3
APP	HDAC4
HDAC4	STAT1
APP	CSNK1D
CSNK1D	SMAD4
MAPK8	JUNB
APP	EEF1D
EEF1D	HCFC1
HCFC1	E2F4
EEF1D	RELA
GSK3B	NFKB1
ELAVL1	NFIC
RELA	USF2
PSEN2	APH1A
APH1A	ATF4
KAT5	E2F1
HCFC1	CREB3
APP	CUL3
CUL3	PGRMC1
CUL3	NXF1
NXF1	ATF6B
MAPK8	TRAF2
KAT5	BRCA1
APP	DDX54
DDX54	NR3C1
NR3C1	ETS2
ELK1	FLI1
RELA	SP3
AKAP13	PPARA
RELA	EGR1
GSK3B	RXRA
MAPK8	NR4A1
NR4A1	RXRG
PSEN2	KCNIP3
KCNIP3	CREM
MAPK8	CTNNB1
GSK3B	CEBPB
APP	RFX5
RFX5	PPARG
KAT5	MYB
DDX54	ESR1
APP	TAF6
TAF6	YAP1
APP	HGS
HGS	DAZAP2
DAZAP2	LEF1
APP	FBLN1
FBLN1	TCF7L2
DAZAP2	TCF7L1
HGS	INSR
MCM7	TRIM27
MYC	GLI1
APP	APBB1
APBB1	HDAC1
HDAC1	GLI3
APP	YWHAG
MAPK8	SPI1
APP	SHC1
SHC1	STAT5A
SHC1	STAT5B
SHC1	SOS1
SHC1	SOS2
ELAVL1	STAT2
MAPK8	PIAS2
HGS	AHCYL1
AHCYL1	STAT6
APP	C9orf41
C9orf41	NR3C2
GABRB1	NOD1
NOD1	HSP90AA1
HSP90AA1	SP1
NOD1	RNF34
RNF34	TP53
NOD1	UBC
E2F1	RARA
