GABRA1	PRKCD
PRKCD	EP300
EP300	RARA
PRKCD	STAT3
STAT3	NCOA1
NCOA1	RARB
NCOA1	RARG
STAT3	JUN
PRKCD	APP
APP	SYVN1
SYVN1	ATF6
PRKCD	STAT1
PRKCD	YWHAG
YWHAG	YAP1
APP	ELK1
STAT3	TRIM28
TRIM28	STAT4
STAT3	SMAD1
SMAD1	LEF1
PRKCD	ELAVL1
ELAVL1	DAZAP2
DAZAP2	TCF7
ELAVL1	TCF7L2
EP300	CTNNB1
CTNNB1	TCF7L1
PRKCD	INSR
INSR	TEAD1
EP300	GOLGA2
GOLGA2	TEAD4
EP300	E2F1
E2F1	TEAD3
PRKCD	SP1
SP1	POU2F1
EP300	STAT5A
INSR	STAT5B
APP	MYC
EP300	STAT2
STAT3	STAT6
EP300	FOS
PRKCD	TNFRSF1A
TNFRSF1A	SOS1
STAT3	EGFR
EGFR	SOS2
EP300	CREB1
STAT3	NFKB1
PRKCD	TP53
GABRA3	SDCBP2
SDCBP2	ZCCHC10
ZCCHC10	PIN1
PIN1	RARA
SDCBP2	BEND7
BEND7	C1QBP
C1QBP	CEBPA
CEBPA	RARB
SDCBP2	PRR13
PRR13	LNX1
LNX1	ACY3
ACY3	RARG
PIN1	JUN
SDCBP2	TIFA
TIFA	TRAF6
TRAF6	UBC
UBC	ATF6
TIFA	IRAK1
IRAK1	STAT1
PIN1	YAP1
SDCBP2	C1orf35
C1orf35	APP
TRAF6	STAT3
BEND7	TRIM27
TRIM27	PIAS2
PIAS2	STAT4
TRIM27	PIAS4
PIAS4	LEF1
SDCBP2	PRPF40A
PRPF40A	UBQLN4
UBQLN4	DAZAP2
PRPF40A	UBE2I
UBE2I	TCF7L2
SDCBP2	ZNF581
ZNF581	SUV39H1
SUV39H1	CTNNB1
TRIM27	TEAD4
TEAD4	TEAD1
C1QBP	PHB2
PHB2	TEAD3
PRPF40A	XRCC6
XRCC6	POU2F1
SDCBP2	PRPF38A
PRPF38A	CSNK2B
CSNK2B	STAT5A
TRAF6	NTRK1
NTRK1	STAT5B
STAT1	STAT2
ZCCHC10	EEF1A1
EEF1A1	STAT6
UBE2I	FOS
NTRK1	SOS1
NTRK1	SOS2
ZCCHC10	TP53
TP53	SP1
TP53	CREB1
ZNF581	BANP
BANP	NFKB1
GABRA4	APP
APP	PHF8
PHF8	RARA
APP	MAPK8
MAPK8	CEBPA
MAPK8	NCOA3
NCOA3	RARG
MAPK8	JUN
APP	HDAC4
HDAC4	STAT1
APP	TAF6
TAF6	YAP1
MAPK8	STAT3
MAPK8	PIAS2
APP	HGS
HGS	DAZAP2
DAZAP2	LEF1
APP	FBLN1
