GABRA1	PRKCD
PRKCD	STAT3
STAT3	JUN
PRKCD	SP1
STAT3	NFKB1
STAT3	RELA
PRKCD	HSP90AA1
HSP90AA1	PPARA
PRKCD	EP300
EP300	PPARG
PRKCD	TP53
EP300	FOS
STAT3	HIF1A
EP300	ESR1
EP300	ETS1
EP300	CREBBP
EP300	ARNT
HSP90AA1	PPARD
PRKCD	STAT1
EP300	RARA
GABRG2	GABARAP
GABARAP	TAX1BP1
TAX1BP1	ITCH
ITCH	JUN
GABARAP	NEDD4
NEDD4	SMAD3
SMAD3	SP1
TAX1BP1	TNIP1
TNIP1	NFKB1
GABARAP	KEAP1
KEAP1	RELA
GABARAP	ATG7
ATG7	SIRT1
SIRT1	PPARA
NEDD4	PPARG
GABARAP	DVL2
DVL2	TP53
SMAD3	FOS
GABARAP	SQSTM1
SQSTM1	HIF1A
GABARAP	NCOA7
NCOA7	ESR1
ATG7	EP300
SMAD3	CREBBP
DVL2	CTNNB1
CTNNB1	PPARD
ATG7	STAT1
GABARAP	TBC1D15
TBC1D15	STAT3
SQSTM1	RARA
GABRA3	SDCBP2
SDCBP2	ZCCHC10
ZCCHC10	PIN1
PIN1	JUN
ZCCHC10	TP53
TP53	SP1
SDCBP2	ZNF581
ZNF581	BANP
BANP	NFKB1
TP53	RELA
SDCBP2	PRPF40A
PRPF40A	UBE2I
UBE2I	PPARA
PIN1	PPARG
UBE2I	FOS
SDCBP2	TIFA
TIFA	TRAF6
TRAF6	HIF1A
TP53	ESR1
TP53	ETS1
TP53	CREBBP
TP53	EP300
HIF1A	ARNT
TIFA	IRAK1
IRAK1	HSP90AA1
IRAK1	STAT1
TRAF6	STAT3
PIN1	RARA
GABRA4	APP
APP	MAPK8
MAPK8	JUN
MAPK8	SP1
APP	GSK3B
GSK3B	NFKB1
APP	EEF1D
EEF1D	RELA
APP	AKAP13
AKAP13	PPARA
APP	RFX5
RFX5	PPARG
MAPK8	TP53
APP	MAPK7
MAPK7	FOS
APP	MCM7
MCM7	HIF1A
APP	DDX54
DDX54	ESR1
MAPK7	ETS1
APP	CDC20
CDC20	CREBBP
MAPK8	EP300
APP	PSEN2
PSEN2	ELAVL1
ELAVL1	ARNT
MAPK8	CTNNB1
APP	HDAC4
HDAC4	STAT1
MAPK8	STAT3
APP	PHF8
PHF8	RARA
GABRB1	NOD1
NOD1	CASP9
CASP9	JUN
NOD1	HSP90AA1
HSP90AA1	SP1
NOD1	COPS6
COPS6	NFKB1
NOD1	RNF34
RNF34	TP53
NOD1	UBC
UBC	SFPQ
SFPQ	PPARG
UBC	ABL1
ABL1	FOS
NOD1	PSMA7
PSMA7	HIF1A
HSP90AA1	ESR1
HSP90AA1	ARNT
UBC	BRCA1
BRCA1	STAT1
HSP90AA1	STAT3
UBC	E2F1
E2F1	RARA
GABRB2	TRAK2
TRAK2	GSK3B
GSK3B	JUN
TRAK2	PRKAB2
PRKAB2	CRX
CRX	SP1
GSK3B	RELA
RELA	PPARA
GSK3B	CTNNB1
CTNNB1	PPARG
GSK3B	TP53
GSK3B	BCL3
BCL3	FOS
PRKAB2	GNB2L1
GNB2L1	HIF1A
PRKAB2	PIAS2
PIAS2	ESR1
PRKAB2	REL
REL	CREBBP
TRAK2	PRKAA1
PRKAA1	EP300
PIAS2	ARNT
GNB2L1	STAT1
BCL3	STAT3
GSK3B	MAPK1
MAPK1	RARA
GABRB3	MEOX2
MEOX2	RELA
RELA	JUN
RELA	SP1
RELA	NFKB1
GABRB3	PRKCA
PRKCA	PPARG
RELA	TP53
RELA	FOS
RELA	HIF1A
RELA	ESR1
PRKCA	EP300
RELA	CREBBP
GABRB3	PRKACA
PRKACA	HSP90AA1
PRKACA	HDAC1
HDAC1	PPARD
MEOX2	CIAPIN1
CIAPIN1	STAT1
RELA	STAT3
MEOX2	PIN1
GABRD	UBQLN1
UBQLN1	HCVgp1
HCVgp1	JUN
UBQLN1	APP
UBQLN1	RAD23A
RAD23A	TP53
UBQLN1	RAD23B
RAD23B	HIF1A
UBQLN1	UBE3A
UBE3A	ESR1
RAD23A	CREBBP
UBQLN1	GAPDH
GAPDH	EP300
UBQLN1	C1QTNF2
C1QTNF2	ARNT
UBQLN1	VCP
VCP	HSP90AA1
UBQLN1	MTOR
MTOR	STAT1
MTOR	STAT3
UBE3A	RARA
GABRE	HLA-A
HLA-A	STAT3
GABRE	CUX1
CUX1	CCNA1
CCNA1	SP1
CUX1	SATB1
SATB1	UBE2I
GABRE	GPAA1
GPAA1	PIN1
CUX1	EHMT2
EHMT2	TP53
GABRE	ALG9
ALG9	XBP1
XBP1	FOS
CUX1	CDK7
CDK7	ESR1
SATB1	EP300
GABRE	GP1BB
GP1BB	LYN
LYN	CREBBP
SATB1	PML
PML	ARNT
CUX1	TLE4
TLE4	HDAC1
ALG9	RTF1
RTF1	STAT1
TP53	GADD45B
CREBBP	VEGFA
EP300	VEGFA
HIF1A	VEGFA
ARNT	VEGFA
NFKB1	GADD45B
RELA	GADD45B
NFKB1	VEGFA
RELA	VEGFA
STAT1	VEGFA
STAT3	VEGFA
ETS1	VEGFA
FOS	VEGFA
JUN	VEGFA
PPARA	SCD
PPARG	SCD
ESR1	GADD45B
PPARA	GADD45B
PPARD	GADD45B
PPARG	GADD45B
RARA	GADD45B
JUN	GJA1
SP1	GJA1
FOS	NTS
JUN	NTS
