GABRA1	PRKCD
PRKCD	EP300
EP300	ETS1
PRKCD	STAT3
STAT3	NFKB1
PRKCD	SP1
STAT3	RELA
SP1	POU2F1
PRKCD	APP
APP	MYC
EP300	TP73
STAT3	JUN
PRKCD	TP53
EP300	EGR1
EP300	RARA
EP300	FOS
EP300	CREB1
EP300	CEBPB
PRKCD	YWHAG
YWHAG	YAP1
EP300	TFAP2A
EP300	ETS2
YWHAG	WWTR1
GABRA3	SDCBP2
SDCBP2	ZCCHC10
ZCCHC10	TP53
TP53	ETS1
SDCBP2	ZNF581
ZNF581	BANP
BANP	NFKB1
TP53	SP1
TP53	RELA
SDCBP2	PRPF40A
PRPF40A	XRCC6
XRCC6	POU2F1
SDCBP2	C1orf35
C1orf35	APP
ZCCHC10	PIN1
PIN1	TP73
PIN1	JUN
TP53	EGR1
PIN1	RARA
PRPF40A	UBE2I
UBE2I	FOS
TP53	CREB1
PRPF40A	HNRNPK
HNRNPK	CEBPB
PIN1	YAP1
TP53	TFAP2A
TP53	ETS2
SDCBP2	TIFA
TIFA	TRAF6
TRAF6	HIF1A
HIF1A	WWTR1
GABRA4	APP
APP	MAPK7
MAPK7	ETS1
APP	GSK3B
GSK3B	NFKB1
APP	MAPK8
MAPK8	SP1
APP	EEF1D
EEF1D	RELA
APP	HSPA8
HSPA8	POU2F1
APP	KAT5
KAT5	TP73
MAPK8	JUN
MAPK8	TP53
RELA	EGR1
APP	PHF8
PHF8	RARA
MAPK7	FOS
KAT5	CREB1
GSK3B	CEBPB
APP	TAF6
TAF6	YAP1
MYC	TFAP2A
APP	DDX54
DDX54	NR3C1
NR3C1	ETS2
APP	YWHAG
CHRNA4	YWHAH
YWHAH	YWHAZ
YWHAZ	TP53
YWHAZ	COPS5
COPS5	NFKB1
YWHAZ	CTNNB1
CTNNB1	SP1
YWHAZ	PRMT5
PRMT5	RELA
YWHAH	TLX2
TLX2	POU2F1
YWHAH	PAK2
PAK2	MYC
YWHAH	ABL1
ABL1	TP73
ABL1	JUN
YWHAZ	AJUBA
AJUBA	RARA
ABL1	FOS
ABL1	CREB1
YWHAH	HNRNPK
ABL1	YAP1
YWHAZ	WWTR1
CHRNA7	FYN
FYN	BCL3
BCL3	EP300
BCL3	NFKB1
FYN	CTNNB1
FYN	NR3C1
NR3C1	RELA
NR3C1	POU2F1
FYN	HSP90AA1
HSP90AA1	MYC
FYN	GNB2L1
GNB2L1	TP73
BCL3	JUN
NR3C1	TP53
FYN	IL1B
IL1B	EGR1
BCL3	FOS
NR3C1	CREB1
FYN	ENO1
ENO1	YAP1
CTNNB1	YWHAZ
GRIA2	RAB11A
RAB11A	TDP2
TDP2	ETS1
GRIA2	GRIP1
GRIP1	HDAC1
HDAC1	NFKB1
GRIP1	CTNNB1
GRIP1	CREBBP
CREBBP	RELA
GRIA2	SDCBP
SDCBP	EPRS
EPRS	POU2F1
GRIA2	PICK1
PICK1	EFNB1
EFNB1	MYC
SDCBP	TRIM32
TRIM32	TP73
SDCBP	MBD3
MBD3	JUN
TRIM32	TP53
CREBBP	EGR1
TRIM32	RARA
CREBBP	FOS
CREBBP	CREB1
SDCBP	SMARCA2
SMARCA2	CEBPB
RAB11A	YWHAG
SDCBP	KCTD1
KCTD1	TFAP2A
CREBBP	ETS2
GRIK2	GRIP1
CREBBP	ETS1
GRIK2	DLG1
DLG1	BTRC
BTRC	NFKB1
BTRC	SP1
BTRC	RELA
GRIK2	SDCBP
GRIK2	PICK1
GRIK2	DLG3
DLG3	RPS6KA4
RPS6KA4	FOS
DLG3	CAMK2A
CAMK2A	CREB1
BTRC	YAP1
BTRC	WWTR1
GABRB1	NOD1
NOD1	RNF34
RNF34	TP53
NOD1	COPS6
COPS6	NFKB1
NOD1	HSP90AA1
