HTR2A	CBL
CBL	CTNNB1
CTNNB1	SP1
CBL	YWHAZ
YWHAZ	TP53
DRD2	PPP1R9B
PPP1R9B	CDKN2A
CDKN2A	SP1
DRD2	FLNA
FLNA	RANBP2
RANBP2	TP53
HTR1A	S1PR1
S1PR1	WWP2
WWP2	SMAD3
SMAD3	SP1
S1PR1	TRIP6
TRIP6	PTK2
PTK2	TP53
HTR1B	MDFI
MDFI	VHL
VHL	SP1
MDFI	KAT5
KAT5	TP53
HTR1D	HTR1B
HTR1E	PSMC4
PSMC4	PSMC5
PSMC5	SP1
HTR1E	PSMC3
PSMC3	TP53
HTR2C	CALM1
CALM1	ESR1
ESR1	SP1
HTR2C	DLG4
DLG4	ERBB4
ERBB4	TP53
HTR6	CLTC
CLTC	EP300
EP300	SP1
HTR6	ATM
ATM	TP53
HTR7	CUL3
CUL3	CTNNB1
CUL3	YWHAZ
DRD1	RANBP9
RANBP9	ESR1
ESR1	TP53
DRD5	GNA12
GNA12	HSP90AA1
HSP90AA1	SP1
HSP90AA1	TP53
DRD3	GIPC1
GIPC1	MCM7
MCM7	RB1
RB1	SP1
DRD3	EPB41L1
EPB41L1	COPS5
COPS5	TP53
DRD4	ARRB2
ARRB2	MAPK1
MAPK1	SP1
DRD4	STUB1
STUB1	TP53
ADRA1B	AP2M1
AP2M1	SFPQ
SFPQ	SP1
AP2M1	BCR
BCR	TP53
ADRA1D	DTNA
DTNA	NUP62
NUP62	SP1
DTNA	NMT1
NMT1	TP53
ADRA2A	UCHL1
UCHL1	CTNNB1
UCHL1	TP53
ADRA2B	UCHL1
ADRA2C	UCHL1
CHRM1	GPRASP2
GPRASP2	TXN
TXN	NFKB1
NFKB1	SP1
TXN	TP53
CHRM2	SET
SET	TP53
TP53	SP1
CHRM3	SET
TP53	DDB2
SP1	ALDH3A1
SP1	FOSL1
SP1	KRT5
TP53	S100B
