HPGDS	ARRDC3
RXRB	FABP1
RXRB	APOA1
RXRB	APOA2
RXRB	APOC3
RXRB	PCK1
RXRG	FABP1
RXRG	APOA1
RXRG	APOA2
RXRG	APOC3
RXRG	PCK1
FOS	IL12A
JUN	IL12A
NFKB1	IL12A
RELA	IL12A
STAT1	CXCL11
MAPK14	IL12A
MAPK14	NOS2
MAPK1	IL12A
MAPK1	NOS2
MAPK3	IL12A
MAPK3	NOS2
MAPK8	IL12A
MAPK8	NOS2
MAPK11	IL12A
MAPK11	NOS2
MAPK9	IL12A
MAPK9	NOS2
MAPK10	IL12A
MAPK10	NOS2
MAPK13	IL12A
MAPK13	NOS2
STAT1	NOS2
PDX1	INS
CEBPA	ABCB1
CEBPB	ABCB1
EGR1	ABCB1
ETS1	ABCB1
HIF1A	ABCB1
JUN	ABCB1
NFKB1	ABCB1
SP1	ABCB1
TP53	ABCB1
SP1	ADH6
SP1	AGT
CEBPA	ALB
CEBPB	ALB
SP1	ALB
EGR1	APOA1
USF2	APOA2
CEBPA	APOB
PPARA	APOB
ATF2	APOC3
USF2	APOC3
NFIC	C4BPB
E2F4	CDC45
E2F2	CDC45
E2F3	CDC45
E2F1	CDC45
E2F4	CDC6
ETS1	CSNK2B
SP1	CTGF
NFKB1	FBP1
USF2	FBP1
E2F1	HIST1H2AM
CREB1	HMOX1
ETS1	HMOX1
FLI1	HMOX1
NFIC	HMOX1
NFKB1	HMOX1
SMAD7	HMOX1
SP1	HMOX1
TFAP2A	HMOX1
USF2	HMOX1
NFIC	HSPA1A
TFAP2A	HSPA1A
ATF2	INS
HIF1A	MDK
JUN	MGP
ETS1	MMP3
FLI1	MMP3
FOS	MMP3
JUN	MMP3
NFKB1	MMP3
RELA	MMP3
MYC	NRAS
CREB1	NRAS
JUN	NRAS
MYB	NRAS
TFAP2A	NRAS
CREB1	NTS
FOS	NTS
JUN	NTS
FLI1	POLR2G
RELA	S100A6
CEBPA	SERPINC1
EGR1	SERPINE1
ESR1	SERPINE1
PPARA	SERPINE1
PPARG	SERPINE1
SP1	SERPINE1
USF2	SERPINE1
E2F4	TK1
CEBPA	TK1
SP1	TTR
