GABRA1	PRKCD
PRKCD	STAT3
STAT3	JUN
STAT3	NFKB1
STAT3	RELA
PRKCD	SP1
PRKCD	EP300
EP300	CREBBP
STAT3	HIF1A
EP300	ARNT
PRKCD	TP53
SP1	POU2F1
EP300	EGR1
EP300	FOS
GABRG2	GABARAP
GABARAP	TAX1BP1
TAX1BP1	ITCH
ITCH	JUN
TAX1BP1	TNIP1
TNIP1	NFKB1
GABARAP	KEAP1
KEAP1	RELA
GABARAP	NEDD4
NEDD4	SMAD3
SMAD3	SP1
SMAD3	CREBBP
GABARAP	ATG7
ATG7	EP300
GABARAP	SQSTM1
SQSTM1	HIF1A
GABARAP	DVL2
DVL2	TP53
NEDD4	EPRS
EPRS	POU2F1
NEDD4	ERBB3
ERBB3	EGR1
SMAD3	FOS
GABRA3	SDCBP2
SDCBP2	ZCCHC10
ZCCHC10	PIN1
PIN1	JUN
SDCBP2	ZNF581
ZNF581	BANP
BANP	NFKB1
ZCCHC10	TP53
TP53	RELA
TP53	SP1
TP53	CREBBP
TP53	EP300
SDCBP2	TIFA
TIFA	TRAF6
TRAF6	HIF1A
HIF1A	ARNT
SDCBP2	PRPF40A
PRPF40A	XRCC6
XRCC6	POU2F1
TP53	EGR1
PRPF40A	UBE2I
UBE2I	FOS
GABRA4	APP
APP	MAPK8
MAPK8	JUN
APP	GSK3B
GSK3B	NFKB1
APP	EEF1D
EEF1D	RELA
MAPK8	SP1
APP	CDC20
CDC20	CREBBP
MAPK8	EP300
APP	MCM7
MCM7	HIF1A
APP	PSEN2
PSEN2	ELAVL1
ELAVL1	ARNT
MAPK8	TP53
APP	HSPA8
HSPA8	POU2F1
RELA	EGR1
APP	MAPK7
MAPK7	FOS
GABRB1	NOD1
NOD1	CASP9
CASP9	JUN
NOD1	COPS6
COPS6	NFKB1
NOD1	RNF34
RNF34	TP53
NOD1	HSP90AA1
HSP90AA1	SP1
NOD1	PSMA7
PSMA7	HIF1A
HSP90AA1	ARNT
NOD1	UBC
UBC	BRCA1
BRCA1	POU2F1
UBC	ABL1
ABL1	FOS
GABRB2	TRAK2
TRAK2	GSK3B
GSK3B	JUN
GSK3B	RELA
TRAK2	PRKAB2
PRKAB2	CRX
CRX	SP1
PRKAB2	REL
REL	CREBBP
TRAK2	PRKAA1
PRKAA1	EP300
PRKAB2	GNB2L1
GNB2L1	HIF1A
PRKAB2	PIAS2
PIAS2	ARNT
GSK3B	TP53
PRKAB2	PRKDC
PRKDC	POU2F1
GSK3B	BCL3
BCL3	FOS
GABRB3	MEOX2
MEOX2	RELA
RELA	JUN
RELA	NFKB1
RELA	SP1
RELA	CREBBP
GABRB3	PRKCA
PRKCA	EP300
RELA	HIF1A
GABRB3	PRKACA
PRKACA	HSP90AA1
RELA	TP53
PRKACA	POU2F1
RELA	FOS
GABRD	UBQLN1
UBQLN1	HCVgp1
HCVgp1	JUN
UBQLN1	APP
UBQLN1	RAD23A
RAD23A	CREBBP
UBQLN1	GAPDH
GAPDH	EP300
UBQLN1	RAD23B
RAD23B	HIF1A
UBQLN1	C1QTNF2
C1QTNF2	ARNT
RAD23A	TP53
GAPDH	POU2F1
CREBBP	EGR1
GABRE	HLA-A
HLA-A	STAT3
GABRE	CUX1
CUX1	CCNA1
CCNA1	SP1
GABRE	GP1BB
GP1BB	LYN
LYN	CREBBP
CUX1	SATB1
SATB1	EP300
SATB1	PML
PML	ARNT
CUX1	EHMT2
EHMT2	TP53
GABRE	FAM189B
FAM189B	HSPA8
GABRE	ALG9
ALG9	XBP1
XBP1	FOS
NFKB1	BIRC7
RELA	BIRC7
CREBBP	EDN1
EP300	EDN1
HIF1A	EDN1
ARNT	EDN1
NFKB1	CCL4
RELA	CCL4
TP53	CD82
FOS	CCL4
JUN	CCL4
NFKB1	CEBPB
RELA	CEBPB
POU2F1	ALDOC
EGR1	FCER2
JUN	GJA1
SP1	GJA1
