GABRA1	PRKCD
PRKCD	STAT3
STAT3	NFKB1
STAT3	RELA
GABRA3	SDCBP2
SDCBP2	ZNF581
ZNF581	BANP
BANP	NFKB1
SDCBP2	ZCCHC10
ZCCHC10	TP53
TP53	RELA
GABRB1	NOD1
NOD1	COPS6
COPS6	NFKB1
NOD1	RNF34
RNF34	TP53
GABRB2	TRAK2
TRAK2	GSK3B
GSK3B	NFKB1
GSK3B	RELA
GABRB3	MEOX2
MEOX2	RELA
RELA	NFKB1
GABRG2	GABARAP
GABARAP	TAX1BP1
TAX1BP1	TNIP1
TNIP1	NFKB1
GABARAP	KEAP1
KEAP1	RELA
GABRD	UBQLN1
UBQLN1	APP
APP	GSK3B
APP	EEF1D
EEF1D	RELA
GABRE	HLA-A
HLA-A	STAT3
GABRR1	BCR
BCR	HSPA4
HSPA4	NFKB1
BCR	TP53
TSPO	ATP5F1
ATP5F1	HNRNPA1
HNRNPA1	NFKBIA
NFKBIA	NFKB1
NFKBIA	RELA
GABRA4	APP
NFKB1	CEBPB
RELA	CEBPB
