HPGDS	ARRDC3
ARRDC3	ARRB2
ARRB2	TRIM28
TRIM28	E2F4
ARRB2	AKT1
AKT1	CREB1
ARRDC3	ITCH
ITCH	TP53
ARRB2	NFKBIA
NFKBIA	ATF4
ARRB2	MAPK1
MAPK1	ATF2
ITCH	JUN
JUN	CREB3
ARRB2	RPA1
RPA1	ELAVL1
ELAVL1	CREB3L2
ARRDC3	ADRB2
ADRB2	PGRMC1
PGRMC1	CREB3L1
ITCH	PTCH1
PTCH1	ATF6B
ARRDC3	NEDD4
NEDD4	KIFC3
KIFC3	CREB5
ARRB2	XRCC5
XRCC5	BRCA1
ARRB2	YWHAQ
YWHAQ	E2F1
ARRDC3	ARRB1
ARRB1	HSP90AA1
HSP90AA1	NFIC
ADRB2	SHMT2
SHMT2	E2F2
TRIM28	E2F3
NFKBIA	NFKB1
ARRB2	MAP2K4
MAP2K4	MAPK8
MAPK8	PAX2
ARRB2	STAT1
ARRB2	CDK3
CDK3	PPARA
MAPK1	RXRA
NEDD4	PPARG
PPARG	RXRB
PPARG	RXRG
MAPK1	SP1
E2F1	TFDP2
ARRB2	SFPQ
SFPQ	SP3
MAPK1	CEBPB
ARRB2	PRMT5
PRMT5	RELA
ADRB2	STAT3
MAPK1	ELK1
ARRB2	C1QBP
C1QBP	PRKCD
PRKCD	FLI1
NEDD4	MYCN
MYCN	ZBTB17
AKT1	PIAS2
MAPK1	STAT5A
ARRDC3	HGS
HGS	INSR
INSR	STAT5B
ADRB2	STAT4
ARRB2	HNRNPA1
HNRNPA1	BCL2L1
BCL2L1	BBC3
ARRB2	HSPA5
HSPA5	EP300
EP300	USF2
ARRB2	MAPK3
MAPK3	CREM
ARRB2	CSNK2A1
CSNK2A1	ATF1
TP53	ETS1
NEDD4	SMAD2
SMAD2	ETV4
ARRB2	HNRNPD
HNRNPD	MYC
ADRB2	REL
NEDD4	ERBB3
ERBB3	EGR1
ARRB2	NPM1
NPM1	TFAP2A
ARRB2	CAPN1
CAPN1	HIF1A
YWHAQ	YAP1
INSR	TEAD1
ARRDC3	OTUB2
OTUB2	TRIM27
TRIM27	TEAD4
ADRB2	PHB2
PHB2	TEAD3
ARRB2	POLR2E
POLR2E	FOS
NFKBIA	NFKB2
STAT1	STAT2
ARRB2	EEF1A1
EEF1A1	STAT6
ARRB2	ALYREF
ALYREF	LEF1
HGS	DAZAP2
DAZAP2	TCF7
DAZAP2	TCF7L2
DAZAP2	TCF7L1
ARRB2	NONO
NONO	SPI1
HGS	EGFR
EGFR	SOS1
EGFR	SOS2
E2F1	CCNE1
E2F1	CCNE2
E2F2	CCNE1
E2F2	CCNE2
E2F3	CCNE1
E2F3	CCNE2
TFDP2	CCNE1
TFDP2	CCNE2
TP53	GADD45G
ZBTB17	CDKN2B
ELK1	CCND2
JUN	CCND2
CREB3	PCNA
CREB1	PCNA
ATF2	PCNA
ATF6B	PCNA
ATF4	PCNA
CREB3L2	PCNA
CREB3L1	PCNA
CREB5	PCNA
YAP1	CCND2
LEF1	CCND2
TCF7	CCND2
TCF7L2	CCND2
TEAD1	CCND2
TEAD4	CCND2
TEAD3	CCND2
TCF7L1	CCND2
SOS1	CCND2
SOS2	CCND2
STAT1	CCND2
STAT2	CCND2
STAT3	CCND2
STAT4	CCND2
STAT5A	CCND2
STAT5B	CCND2
STAT6	CCND2
NFKB1	VCAM1
NFKB2	ICAM1
RELA	VCAM1
BBC3	TP53
TP53	IGFBP3
PIAS2	CDKN2B
PPARA	EHHADH
PPARA	SCP2
PPARA	SCD5
PPARG	GK
PPARG	SCD5
RXRA	EHHADH
RXRA	GK
RXRA	SCP2
RXRA	SCD5
RXRB	EHHADH
RXRB	GK
RXRB	SCP2
RXRB	SCD5
RXRG	EHHADH
RXRG	GK
RXRG	SCP2
RXRG	SCD5
SP1	CDKN2B
FLI1	POLR2A
SP1	COL4A2
TP53	MKI67
ATF1	BRCA1
CREB1	BRCA1
USF2	BRCA1
MYC	CDC25A
E2F1	CDC25A
E2F4	CDC45
E2F2	CDC45
E2F3	CDC45
E2F1	CDC45
E2F4	CDC6
E2F4	DHFR
CEBPB	F8
NFKB1	F8
RELA	HDAC1
ATF4	HPGD
CREB1	HPGD
ETS1	HPGD
ETV4	HPGD
CEBPB	ICAM1
CREB1	ICAM1
CREM	ICAM1
JUN	ICAM1
NFKB1	ICAM1
REL	ICAM1
RELA	ICAM1
SPI1	ICAM1
FLI1	IGFBP3
SP1	IGFBP3
SP3	IGFBP3
TFAP2A	IGFBP3
CREM	LDHC
E2F4	MYCN
SP3	MYCN
E2F4	PCNA
BRCA1	PCNA
TP53	PCNA
E2F4	POLE2
NFIC	POLE2
NFIC	STMN1
REL	TNFSF10
MYC	TP53
EGR1	TP53
FOS	TP53
HIF1A	TP53
JUN	TP53
NFIC	TP53
NFKB1	TP53
PAX2	TP53
STAT1	TP53
TP53	TP53
