GABRA1	PRKCD
PRKCD	HSP90AA1
HSP90AA1	NR3C2
PRKCD	EP300
EP300	SP3
PRKCD	STAT3
STAT3	JUN
STAT3	NFKB1
STAT3	RELA
PRKCD	STAT1
STAT3	PML
PML	SPI1
STAT3	HIF1A
EP300	CREBBP
EP300	ARNT
EP300	ETS1
EP300	FOS
PRKCD	APP
APP	MYC
EP300	EPAS1
STAT3	SMAD1
SMAD1	LEF1
PRKCD	ELAVL1
ELAVL1	DAZAP2
DAZAP2	TCF7
ELAVL1	TCF7L2
EP300	CTNNB1
CTNNB1	TCF7L1
PRKCD	SP1
PRKCD	TP53
ELAVL1	CEBPA
ADRA2B	UCHL1
UCHL1	HSP90AA1
ADRA2B	EIF2B1
EIF2B1	HNRNPL
HNRNPL	SFPQ
SFPQ	SP3
UCHL1	UBE2I
UBE2I	JUN
UCHL1	COPS5
COPS5	NFKB1
UCHL1	TP53
TP53	RELA
UBE2I	STAT1
EIF2B1	GORASP2
GORASP2	NONO
NONO	SPI1
UCHL1	CTNNB1
CTNNB1	HIF1A
CTNNB1	CREBBP
CTNNB1	EP300
HSP90AA1	ARNT
UBE2I	ETS1
UBE2I	FOS
HSP90AA1	STAT3
UCHL1	CDK4
CDK4	MYC
HSP90AA1	EPAS1
CTNNB1	LEF1
UCHL1	UBC
UBC	DAZAP2
CTNNB1	TCF7L2
CTNNB1	SP1
CDK4	CEBPA
GABRA3	SDCBP2
SDCBP2	TIFA
TIFA	IRAK1
IRAK1	HSP90AA1
SDCBP2	PRPF40A
PRPF40A	SFPQ
SDCBP2	ZCCHC10
ZCCHC10	PIN1
PIN1	JUN
SDCBP2	ZNF581
ZNF581	BANP
BANP	NFKB1
ZCCHC10	TP53
IRAK1	STAT1
PRPF40A	NONO
TIFA	TRAF6
TRAF6	HIF1A
TP53	CREBBP
TP53	EP300
HIF1A	ARNT
TP53	ETS1
PRPF40A	UBE2I
TRAF6	STAT3
SDCBP2	C1orf35
C1orf35	APP
PRPF40A	TERF2IP
TERF2IP	EPAS1
SDCBP2	BEND7
BEND7	TRIM27
TRIM27	PIAS4
PIAS4	LEF1
PRPF40A	UBQLN4
UBQLN4	DAZAP2
UBE2I	TCF7L2
ZNF581	SUV39H1
SUV39H1	CTNNB1
TP53	SP1
BEND7	C1QBP
C1QBP	CEBPA
GABRA4	APP
APP	C9orf41
C9orf41	NR3C2
APP	EEF1D
EEF1D	RELA
RELA	SP3
APP	MAPK8
MAPK8	JUN
APP	GSK3B
GSK3B	NFKB1
APP	HDAC4
HDAC4	STAT1
MAPK8	SPI1
APP	MCM7
MCM7	HIF1A
APP	CDC20
CDC20	CREBBP
MAPK8	EP300
APP	PSEN2
PSEN2	ELAVL1
ELAVL1	ARNT
APP	MAPK7
MAPK7	ETS1
MAPK7	FOS
MAPK8	STAT3
MCM7	EPAS1
APP	HGS
HGS	DAZAP2
DAZAP2	LEF1
APP	FBLN1
FBLN1	TCF7L2
DAZAP2	TCF7L1
MAPK8	SP1
MAPK8	TP53
MAPK8	CEBPA
GABRB1	NOD1
NOD1	HSP90AA1
NOD1	UBC
UBC	E2F1
E2F1	SP3
NOD1	CASP9
CASP9	JUN
NOD1	COPS6
COPS6	NFKB1
NOD1	RNF34
RNF34	TP53
UBC	BRCA1
BRCA1	STAT1
UBC	ARF1
ARF1	SPI1
NOD1	PSMA7
PSMA7	HIF1A
UBC	ABL1
ABL1	FOS
HSP90AA1	MYC
UBC	PSMA3
PSMA3	TCF7L2
HSP90AA1	SP1
UBC	C1QBP
GABRB2	TRAK2
TRAK2	GSK3B
GSK3B	HSP90AA1
TRAK2	PRKAB2
PRKAB2	CRX
CRX	SP3
GSK3B	JUN
GSK3B	RELA
PRKAB2	GNB2L1
GNB2L1	STAT1
PRKAB2	GATA1
GATA1	SPI1
GNB2L1	HIF1A
PRKAB2	REL
REL	CREBBP
TRAK2	PRKAA1
PRKAA1	EP300
PRKAB2	PIAS2
PIAS2	ARNT
GSK3B	TP53
GSK3B	BCL3
BCL3	FOS
BCL3	STAT3
GSK3B	MYC
GSK3B	SMAD3
SMAD3	EPAS1
GSK3B	CTNNB1
GSK3B	SMURF2
SMURF2	DAZAP2
CRX	SP1
PRKAB2	YY1AP1
YY1AP1	CEBPA
GABRB3	PRKACA
PRKACA	HSP90AA1
GABRB3	MEOX2
MEOX2	RELA
RELA	JUN
RELA	NFKB1
MEOX2	CIAPIN1
CIAPIN1	STAT1
PRKACA	HDAC1
HDAC1	SPI1
RELA	HIF1A
RELA	CREBBP
GABRB3	PRKCA
PRKCA	EP300
RELA	FOS
RELA	STAT3
MEOX2	KAT5
KAT5	MYC
MEOX2	SPP1
SPP1	EPAS1
PRKCA	CTNNB1
PRKCA	ELAVL1
RELA	SP1
RELA	TP53
KAT5	CEBPA
GABRD	UBQLN1
UBQLN1	APP
UBQLN1	RAD23A
RAD23A	CREBBP
CREBBP	SP3
UBQLN1	HCVgp1
HCVgp1	JUN
UBQLN1	MTOR
MTOR	STAT1
UBQLN1	RAD23B
RAD23B	HIF1A
UBQLN1	GAPDH
GAPDH	EP300
UBQLN1	C1QTNF2
C1QTNF2	ARNT
MTOR	STAT3
UBQLN1	MAP1LC3A
MAP1LC3A	EPAS1
UBQLN1	HGS
RAD23A	TP53
UBQLN1	UBE3A
UBE3A	CEBPA
GABRE	CUX1
CUX1	CDK7
CDK7	HSP90AA1
CUX1	TLE4
TLE4	HDAC1
HDAC1	SP3
GABRE	HLA-A
HLA-A	STAT3
GABRE	ALG9
ALG9	RTF1
RTF1	STAT1
ALG9	DST1
DST1	SPI1
GABRE	GP1BB
GP1BB	LYN
LYN	CREBBP
CUX1	SATB1
SATB1	EP300
SATB1	PML
PML	ARNT
ALG9	XBP1
XBP1	FOS
CUX1	BIN1
BIN1	MYC
SATB1	CTNNB1
GABRE	BSCL2
BSCL2	ZDHHC17
ZDHHC17	LASP1
LASP1	DAZAP2
PML	TCF7L2
CUX1	CCNA1
CCNA1	SP1
CUX1	EHMT2
EHMT2	TP53
MYC	CEBPA
GABRG2	GABARAP
GABARAP	KEAP1
KEAP1	HSP90AA1
GABARAP	ATG7
ATG7	EP300
GABARAP	TAX1BP1
TAX1BP1	ITCH
ITCH	JUN
TAX1BP1	TNIP1
TNIP1	NFKB1
KEAP1	RELA
ATG7	STAT1
GABARAP	DVL2
DVL2	CSNK2A1
CSNK2A1	SPI1
GABARAP	SQSTM1
SQSTM1	HIF1A
GABARAP	NEDD4
NEDD4	SMAD3
SMAD3	CREBBP
SMAD3	FOS
GABARAP	TBC1D15
TBC1D15	STAT3
NEDD4	YY1
YY1	MYC
TAX1BP1	DAZAP2
DAZAP2	TCF7L2
SMAD3	SP1
DVL2	TP53
SMAD3	CEBPA
NR3C2	SGK1
JUN	CDK5
JUN	CCND3
STAT1	MYD88
CREBBP	PFKFB4
CREBBP	VEGFA
EP300	PFKFB4
EP300	VEGFA
HIF1A	PFKFB4
HIF1A	VEGFA
ARNT	PFKFB4
ARNT	VEGFA
LEF1	CCND3
TCF7	CCND3
TCF7L2	CCND3
TCF7L1	CCND3
STAT1	CCND3
STAT3	CCND3
TP53	IGFBP3
TP53	RRM2
NFKB1	VEGFA
RELA	VEGFA
STAT1	VEGFA
STAT3	VEGFA
EPAS1	VEGFA
ETS1	VEGFA
FOS	VEGFA
JUN	VEGFA
MYC	VEGFA
LEF1	MMP7
TCF7	MMP7
TCF7L2	MMP7
TCF7L1	MMP7
CEBPA	TWF2
CEBPA	ADH7
SP1	CAV1
TP53	CAV1
SP3	CHI3L1
SPI1	CHI3L1
NFKB1	CTSB
RELA	CTSB
SP3	CTSB
NFKB1	ELF3
RELA	ELF3
SP1	IGFBP3
SP3	IGFBP3
HIF1A	ITGB2
SPI1	ITGB2
JUN	MMP7
