GABRA1	PRKCD
PRKCD	STAT3
STAT3	JUN
PRKCD	SP1
STAT3	RELA
STAT3	NFKB1
PRKCD	APP
APP	MYC
STAT3	HIF1A
PRKCD	EP300
EP300	RARA
PRKCD	STAT1
EP300	CREBBP
EP300	ARNT
EP300	ETS1
STAT3	NCOA1
NCOA1	RARB
EP300	ESR1
EP300	FOS
EP300	EPAS1
NCOA1	RARG
EP300	TFAP2A
EP300	USF2
PRKCD	HSP90AA1
HSP90AA1	PPARA
EP300	PPARG
HSP90AA1	PPARD
PRKCD	YWHAG
YWHAG	YAP1
PRKCD	TP53
STAT3	SMAD1
SMAD1	LEF1
PRKCD	ELAVL1
ELAVL1	DAZAP2
DAZAP2	TCF7
ELAVL1	TCF7L2
EP300	CTNNB1
CTNNB1	TCF7L1
APP	ELK1
EP300	RXRA
APP	AKAP13
AKAP13	RXRB
PPARG	RXRG
PRKCD	INSR
INSR	TEAD1
EP300	GOLGA2
GOLGA2	TEAD4
EP300	E2F1
E2F1	TEAD3
EP300	SP3
ELAVL1	CEBPA
STAT3	NFKB2
HSP90AA1	NFIC
EP300	CREB1
EP300	ATF4
EP300	BRCA1
STAT3	PML
PML	SPI1
SP1	POU2F1
PML	E2F4
EP300	IRF3
EP300	SMAD4
EP300	SMAD3
STAT3	MAPK1
PRKCD	SNCA
SNCA	MAPK3
EP300	MAPK14
PML	MAPK11
PRKCD	VCP
VCP	MAPK13
STAT3	MAPK8
TP53	MAPK9
TP53	MAPK10
EP300	TP73
EP300	ATF2
EP300	STAT5A
INSR	STAT5B
EP300	STAT2
STAT3	TRIM28
TRIM28	STAT4
STAT3	STAT6
PRKCD	FLI1
EP300	SMAD7
STAT3	COPS5
COPS5	CREB3
TP53	NFYA
NFYA	ATF6B
ELAVL1	CREB3L2
EP300	DDIT3
DDIT3	CREB3L1
BRCA1	CREB5
EP300	FOXO1
EP300	FOXO3
PRKCD	TNFRSF1A
TNFRSF1A	SOS1
STAT3	EGFR
EGFR	SOS2
PRKCD	HSPA4
HSPA4	ERG
BRCA1	ATF1
EP300	MYB
PRKCD	VHL
VHL	GLI1
STAT3	HDAC1
HDAC1	GLI2
PRKCD	GSK3A
GSK3A	GLI3
EP300	CEBPB
YWHAG	WWTR1
EP300	CEBPD
STAT3	IL1RAP
IL1RAP	MYD88
EP300	VDR
EP300	ARNTL
EP300	NPAS2
EP300	CLOCK
EP300	ETS2
HSP90AA1	NR3C2
EP300	TP63
TP63	ETV4
SP1	HNF4A
EP300	REL
ELAVL1	HOXA5
INSR	IRF7
EP300	IRF5
EP300	EGR1
GABRA3	SDCBP2
SDCBP2	ZCCHC10
ZCCHC10	PIN1
PIN1	JUN
ZCCHC10	TP53
TP53	SP1
TP53	RELA
SDCBP2	ZNF581
ZNF581	BANP
BANP	NFKB1
SDCBP2	TIFA
TIFA	TRAF6
TRAF6	STAT3
SDCBP2	C1orf35
C1orf35	APP
TRAF6	HIF1A
PIN1	RARA
TIFA	IRAK1
IRAK1	STAT1
TP53	CREBBP
TP53	EP300
HIF1A	ARNT
TP53	ETS1
SDCBP2	BEND7
BEND7	C1QBP
C1QBP	CEBPA
CEBPA	RARB
TP53	ESR1
SDCBP2	PRPF40A
PRPF40A	UBE2I
UBE2I	FOS
PRPF40A	TERF2IP
TERF2IP	EPAS1
SDCBP2	PRR13
PRR13	LNX1
LNX1	ACY3
ACY3	RARG
TP53	TFAP2A
UBE2I	PPARA
PIN1	PPARG
IRAK1	HSP90AA1
PIN1	YAP1
BEND7	TRIM27
TRIM27	PIAS4
PIAS4	LEF1
PRPF40A	UBQLN4
UBQLN4	DAZAP2
UBE2I	TCF7L2
ZNF581	SUV39H1
SUV39H1	CTNNB1
UBE2I	RXRA
IRAK1	CUL1
CUL1	RXRG
TRIM27	TEAD4
TEAD4	TEAD1
C1QBP	PHB2
PHB2	TEAD3
PRPF40A	SFPQ
SFPQ	SP3
TRAF6	SMURF1
SMURF1	NFIC
TP53	CREB1
IRAK1	BTRC
BTRC	ATF4
TP53	BRCA1
PRPF40A	NONO
NONO	SPI1
PRPF40A	XRCC6
XRCC6	POU2F1
CEBPA	E2F4
PIN1	IRF3
ZCCHC10	SNIP1
SNIP1	SMAD4
TP53	SMAD3
TP53	MAPK1
TP53	MAPK3
TP53	MAPK14
IRAK1	BAG3
BAG3	MAPK11
TRAF6	VCP
SDCBP2	C11orf57
C11orf57	MAPK8
PIN1	TP73
MAPK8	ATF2
SDCBP2	PRPF38A
PRPF38A	CSNK2B
CSNK2B	STAT5A
TRAF6	NTRK1
NTRK1	STAT5B
STAT1	STAT2
TRIM27	PIAS2
PIAS2	STAT4
ZCCHC10	EEF1A1
EEF1A1	STAT6
PRPF40A	PIAS1
PIAS1	FLI1
TRAF6	TGFBR1
TGFBR1	SMAD7
IRAK1	EMD
EMD	CREB3
TRIM27	NFYC
NFYC	ATF6B
PRPF40A	HNRNPK
HNRNPK	ELAVL1
UBQLN4	RUNX1T1
RUNX1T1	CREB3L1
TRAF6	TRAF2
TRAF2	CREB5
SDCBP2	SEC23A
SEC23A	STUB1
STUB1	FOXO1
TRAF6	AKT1
AKT1	FOXO3
NTRK1	SOS1
NTRK1	SOS2
SEC23A	HSPA4
PRPF40A	CSNK2A2
CSNK2A2	ATF1
TRAF6	MYB
TRAF6	ITCH
ITCH	GLI1
TRIM27	HDAC1
TRAF6	KRAS
KRAS	GLI3
HNRNPK	CEBPB
HIF1A	WWTR1
UBE2I	CEBPD
TRAF6	MYD88
TP53	VDR
HSP90AA1	ARNTL
CSNK2B	NPAS2
CSNK2B	CLOCK
TP53	ETS2
PRPF40A	HTT
HTT	ETV4
UBE2I	HNF4A
HSPA4	REL
MAPK14	HOXA5
TRAF6	IRF7
TRAF6	IRF5
TP53	EGR1
GABRA4	APP
APP	MAPK8
MAPK8	JUN
MAPK8	SP1
APP	EEF1D
EEF1D	RELA
APP	GSK3B
GSK3B	NFKB1
MAPK8	STAT3
APP	MCM7
MCM7	HIF1A
APP	PHF8
PHF8	RARA
APP	HDAC4
HDAC4	STAT1
APP	CDC20
CDC20	CREBBP
MAPK8	EP300
APP	PSEN2
PSEN2	ELAVL1
ELAVL1	ARNT
APP	MAPK7
MAPK7	ETS1
MAPK8	CEBPA
APP	DDX54
DDX54	ESR1
MAPK7	FOS
MCM7	EPAS1
MAPK8	NCOA3
NCOA3	RARG
MYC	TFAP2A
RELA	USF2
AKAP13	PPARA
APP	RFX5
RFX5	PPARG
MAPK8	CTNNB1
CTNNB1	PPARD
APP	TAF6
TAF6	YAP1
MAPK8	TP53
APP	HGS
HGS	DAZAP2
DAZAP2	LEF1
APP	FBLN1
FBLN1	TCF7L2
DAZAP2	TCF7L1
GSK3B	RXRA
MAPK8	NR4A1
NR4A1	RXRG
HGS	INSR
MCM7	TRIM27
APP	KAT5
KAT5	E2F1
RELA	SP3
HGS	TSG101
TSG101	NFKB2
ELAVL1	NFIC
KAT5	CREB1
PSEN2	APH1A
APH1A	ATF4
KAT5	BRCA1
MAPK8	SPI1
APP	HSPA8
HSPA8	POU2F1
EEF1D	HCFC1
HCFC1	E2F4
MAPK8	IRF3
APP	CSNK1D
CSNK1D	SMAD4
GSK3B	SMAD3
APP	SNCA
SNCA	MAPK1
APP	PAK6
PAK6	MAPK14
APP	SHC1
SHC1	MAPKAPK2
MAPKAPK2	MAPK11
APP	MAPK8IP2
MAPK8IP2	MAPK13
MAPK8	MAPK9
MAPK8IP2	MAPK10
KAT5	TP73
SHC1	STAT5A
SHC1	STAT5B
ELAVL1	STAT2
MAPK8	PIAS2
HGS	AHCYL1
AHCYL1	STAT6
ELK1	FLI1
MYC	SMAD7
HCFC1	CREB3
APP	CUL3
CUL3	NXF1
NXF1	ATF6B
CUL3	PGRMC1
PGRMC1	CREB3L1
MAPK8	TRAF2
APP	STUB1
MYC	FOXO3
SHC1	SOS1
SHC1	SOS2
HSPA8	ERG
ATF2	ATF1
KAT5	MYB
MYC	GLI1
APP	APBB1
APBB1	HDAC1
HDAC1	GLI3
GSK3B	CEBPB
APP	YWHAG
RELA	CEBPD
APP	TIRAP
TIRAP	MYD88
MYC	VDR
APP	WDR5
WDR5	ARNTL
APP	CSNK1E
CSNK1E	CLOCK
DDX54	NR3C1
NR3C1	ETS2
APP	C9orf41
C9orf41	NR3C2
HSPA8	HTT
HDAC4	HNF4A
MAPK8	REL
PSEN2	TRAF6
RELA	EGR1
GABRB1	NOD1
NOD1	CASP9
CASP9	JUN
NOD1	HSP90AA1
HSP90AA1	SP1
NOD1	RNF34
RNF34	TP53
NOD1	COPS6
COPS6	NFKB1
HSP90AA1	STAT3
HSP90AA1	MYC
NOD1	PSMA7
PSMA7	HIF1A
NOD1	UBC
UBC	E2F1
E2F1	RARA
UBC	BRCA1
BRCA1	STAT1
HSP90AA1	ARNT
NOD1	CASP8
CASP8	CEBPB
CEBPB	RARB
HSP90AA1	ESR1
UBC	ABL1
ABL1	FOS
HSP90AA1	EPAS1
UBC	TNIP1
TNIP1	RARG
BRCA1	USF2
UBC	SFPQ
SFPQ	PPARG
ABL1	YAP1
UBC	DAZAP2
UBC	PSMA3
PSMA3	TCF7L2
RNF34	APP
NOD1	CASP2
CASP2	RXRA
HSP90AA1	NR3C1
NR3C1	RXRB
UBC	CUL1
TP53	NCOA1
NCOA1	TEAD1
UBC	TRIM27
E2F1	SP3
UBC	C1QBP
UBC	TSG101
UBC	BTRC
UBC	ARF1
ARF1	SPI1
BRCA1	POU2F1
BRCA1	E2F4
HSP90AA1	IRF3
UBC	FHL2
FHL2	SMAD4
NOD1	CFLAR
CFLAR	SMAD3
CASP8	MAPK1
HSP90AA1	PKN1
PKN1	MAPK11
UBC	VCP
RNF34	CDC20
CDC20	TP73
UBC	CUL3
CUL3	ATF2
BRCA1	STAT5A
UBC	HAX1
HAX1	STAT5B
HSP90AA1	STAT2
UBC	TRIM28
TP53	STAT6
BRCA1	FLI1
UBC	CBL
CBL	SMAD7
UBC	EMD
UBC	ATF6
ATF6	ATF6B
UBC	PSMB5
PSMB5	RND1
RND1	CREB3L2
UBC	VDAC1
VDAC1	TSPO
TSPO	CREB3L1
RNF34	TRIM23
TRIM23	CREB5
FHL2	FOXO1
BTRC	FOXO3
CBL	SOS1
UBC	BIN1
BIN1	SOS2
UBC	DNAJA1
DNAJA1	ERG
UBC	SUMO1
SUMO1	MYB
CFLAR	ITCH
TP53	HDAC1
HSP90AA1	FBXW11
FBXW11	GLI3
BTRC	WWTR1
E2F1	CEBPD
UBC	HDAC6
HDAC6	MYD88
HSP90AA1	NPAS2
UBC	PPP1CB
PPP1CB	CLOCK
UBC	UBA2
UBA2	ETV4
UBC	NCOA6
NCOA6	HNF4A
FHL2	REL
TP53	IRF7
NOD1	RIPK2
RIPK2	TRAF6
GABRB2	TRAK2
TRAK2	GSK3B
GSK3B	JUN
TRAK2	PRKAB2
PRKAB2	CRX
CRX	SP1
GSK3B	RELA
GSK3B	BCL3
BCL3	STAT3
GSK3B	MYC
PRKAB2	GNB2L1
GNB2L1	HIF1A
GSK3B	MAPK1
MAPK1	RARA
GNB2L1	STAT1
PRKAB2	REL
REL	CREBBP
TRAK2	PRKAA1
PRKAA1	EP300
PRKAB2	PIAS2
PIAS2	ARNT
GSK3B	TP53
PRKAB2	MEOX2
MEOX2	RARB
PIAS2	ESR1
BCL3	FOS
SMAD3	EPAS1
GSK3B	NCOA3
RELA	PPARA
GSK3B	CTNNB1
CTNNB1	PPARG
TRAK2	PRKAG1
PRKAG1	SIP2
SIP2	YAP1
CTNNB1	LEF1
GSK3B	SMURF2
SMURF2	DAZAP2
CTNNB1	TCF7L2
TRAK2	KLC1
KLC1	APP
PRKAB2	MDFI
MDFI	NR1H2
NR1H2	RXRG
YAP1	TEAD1
PRKAB2	GOLGA2
YAP1	TEAD3
CRX	SP3
PRKAB2	YY1AP1
YY1AP1	CEBPA
REL	NFKB2
GSK3B	HSP90AA1
GSK3B	CREB1
RELA	ATF4
TRAK2	PLK1
PLK1	BRCA1
PRKAB2	GATA1
GATA1	SPI1
PRKAB2	PRKDC
PRKDC	POU2F1
SMAD3	E2F4
GSK3B	EWSR1
EWSR1	IRF3
PIAS2	SMAD4
GSK3B	SNCA
PRKAB2	CSNK2B
CSNK2B	MAPK14
KLC1	KRT31
KRT31	PKN1
PRKAA1	VCP
PRKDC	MAPK9
GNB2L1	TP73
SMAD3	ATF2
GSK3B	PTPN11
PTPN11	STAT5B
GSK3B	EEF1A1
GATA1	FLI1
SMAD3	SMAD7
PRKAB2	CREB3L1
CREB3L1	CREB3
PRKAB2	TP53BP2
TP53BP2	NXF1
REL	CEP19
CEP19	CREB3L2
PRKAB2	TRAF2
SMAD3	FOXO1
CTNNB1	FOXO3
PTPN11	SOS1
PRKAA1	ABI2
ABI2	SOS2
GSK3B	HSPA4
TRAK2	OGT
OGT	CSNK2A1
CSNK2A1	ATF1
GSK3B	CHD3
CHD3	MYB
REL	HDAC1
TRAK2	GSK3A
GSK3B	PPP1CA
PPP1CA	WWTR1
SMAD3	CEBPD
GSK3B	MDM2
MDM2	MYD88
SMAD3	VDR
RXRA	ARNTL
PRKAG1	FKBP4
FKBP4	SAE1
SAE1	ETV4
