GABRA1	PRKCD
PRKCD	EP300
EP300	E2F1
PRKCD	SP1
PRKCD	STAT3
STAT3	PML
PML	E2F4
PRKCD	HSP90AA1
HSP90AA1	NFIC
EP300	EGR1
STAT3	JUN
STAT3	NFKB2
PRKCD	APP
APP	MYC
PRKCD	ELAVL1
ELAVL1	E2F2
ELAVL1	E2F3
EP300	ETS1
EP300	FOS
PRKCD	TP53
STAT3	RB1
RB1	TFDP2
STAT3	DAXX
DAXX	RELB
STAT3	HIF1A
STAT3	NFKB1
EP300	CREB1
STAT3	RELA
EP300	BRCA1
BRCA1	ATF1
RB1	PAX2
EP300	MYB
EP300	CREBBP
PRKCD	STAT1
GABRA3	SDCBP2
SDCBP2	ZNF581
ZNF581	KDM1A
KDM1A	E2F1
SDCBP2	ZCCHC10
ZCCHC10	TP53
TP53	SP1
SDCBP2	BEND7
BEND7	C1QBP
C1QBP	CEBPA
CEBPA	E2F4
SDCBP2	TIFA
TIFA	TRAF6
TRAF6	SMURF1
SMURF1	NFIC
TP53	EGR1
ZCCHC10	PIN1
PIN1	JUN
TRAF6	STAT3
SDCBP2	C1orf35
C1orf35	APP
BEND7	TRIM27
TRIM27	RB1
RB1	E2F2
RB1	E2F3
TP53	ETS1
SDCBP2	PRPF40A
PRPF40A	UBE2I
UBE2I	FOS
TRAF6	MALT1
MALT1	RELB
TRAF6	HIF1A
ZNF581	BANP
BANP	NFKB1
TP53	CREB1
TP53	RELA
PRPF40A	CSNK2A2
CSNK2A2	ATF1
SDCBP2	C11orf57
C11orf57	MAPK8
MAPK8	PAX2
TRAF6	MYB
TP53	CREBBP
TP53	EP300
TIFA	IRAK1
IRAK1	STAT1
GABRA4	APP
APP	KAT5
KAT5	E2F1
APP	MAPK8
MAPK8	SP1
APP	EEF1D
EEF1D	HCFC1
HCFC1	E2F4
APP	PSEN2
PSEN2	ELAVL1
ELAVL1	NFIC
EEF1D	RELA
RELA	EGR1
MAPK8	JUN
APP	HGS
HGS	TSG101
TSG101	NFKB2
APP	MAPK7
MAPK7	ETS1
MAPK7	FOS
MAPK8	TP53
APP	MCM7
MCM7	RB1
APP	GSK3B
GSK3B	RELB
MCM7	HIF1A
GSK3B	NFKB1
KAT5	CREB1
MAPK8	ATF2
ATF2	ATF1
KAT5	MYB
APP	CDC20
CDC20	CREBBP
MAPK8	EP300
APP	HDAC4
HDAC4	STAT1
GABRB1	NOD1
NOD1	UBC
UBC	E2F1
NOD1	HSP90AA1
HSP90AA1	SP1
UBC	BRCA1
BRCA1	E2F4
NOD1	RNF34
RNF34	TP53
NOD1	CASP9
CASP9	JUN
UBC	TSG101
HSP90AA1	MYC
CASP9	RB1
RNF34	FZR1
FZR1	E2F3
UBC	ABL1
ABL1	FOS
E2F1	TFDP2
NOD1	CFLAR
CFLAR	DAXX
NOD1	PSMA7
PSMA7	HIF1A
NOD1	COPS6
COPS6	NFKB1
BRCA1	PAX2
UBC	SUMO1
SUMO1	MYB
BRCA1	STAT1
GABRB2	TRAK2
TRAK2	GSK3B
GSK3B	AR
AR	E2F1
TRAK2	PRKAB2
PRKAB2	CRX
CRX	SP1
GSK3B	SMAD3
SMAD3	E2F4
GSK3B	HSP90AA1
GSK3B	RELA
GSK3B	JUN
PRKAB2	REL
REL	NFKB2
GSK3B	MYC
TRAK2	PRKAG1
PRKAG1	FAS
FAS	RB1
TRAK2	OGT
OGT	HCFC1
HCFC1	E2F3
GSK3B	TP53
GSK3B	BCL3
BCL3	FOS
TRAK2	KLC1
KLC1	KRT31
KRT31	LIN37
LIN37	TFDP2
PRKAB2	GNB2L1
GNB2L1	HIF1A
GSK3B	CREB1
OGT	CSNK2A1
CSNK2A1	ATF1
TRAK2	PLK1
PLK1	BRCA1
GSK3B	CHD3
CHD3	MYB
REL	CREBBP
TRAK2	PRKAA1
PRKAA1	EP300
GNB2L1	STAT1
GABRB3	MEOX2
MEOX2	KAT5
MEOX2	RELA
RELA	SP1
GABRB3	PRKACA
PRKACA	HDAC1
HDAC1	E2F4
PRKACA	HSP90AA1
RELA	JUN
RELA	NFKB2
KAT5	MYC
