GABRA1	PRKCD
PRKCD	EP300
EP300	CREBBP
PRKCD	STAT3
STAT3	HIF1A
EP300	ARNT
EP300	PPARG
EP300	RXRA
PRKCD	APP
APP	AKAP13
AKAP13	RXRB
PPARG	RXRG
STAT3	NFKB1
GABRA3	SDCBP2
SDCBP2	ZCCHC10
ZCCHC10	TP53
TP53	CREBBP
TP53	EP300
SDCBP2	TIFA
TIFA	TRAF6
TRAF6	HIF1A
HIF1A	ARNT
ZCCHC10	PIN1
PIN1	PPARG
SDCBP2	PRPF40A
PRPF40A	UBE2I
UBE2I	RXRA
SDCBP2	C1orf35
C1orf35	APP
TIFA	IRAK1
IRAK1	CUL1
CUL1	RXRG
SDCBP2	ZNF581
ZNF581	BANP
BANP	NFKB1
GABRB1	NOD1
NOD1	RNF34
RNF34	TP53
NOD1	PSMA7
PSMA7	HIF1A
NOD1	HSP90AA1
HSP90AA1	ARNT
NOD1	UBC
UBC	SFPQ
SFPQ	PPARG
NOD1	CASP2
CASP2	RXRA
HSP90AA1	NR3C1
NR3C1	RXRB
UBC	CUL1
NOD1	COPS6
COPS6	NFKB1
GABRB2	TRAK2
TRAK2	PRKAB2
PRKAB2	REL
REL	CREBBP
TRAK2	PRKAA1
PRKAA1	EP300
PRKAB2	GNB2L1
GNB2L1	HIF1A
PRKAB2	PIAS2
PIAS2	ARNT
TRAK2	GSK3B
GSK3B	CTNNB1
CTNNB1	PPARG
GSK3B	RXRA
TRAK2	KLC1
KLC1	APP
PRKAB2	MDFI
MDFI	NR1H2
NR1H2	RXRG
GSK3B	NFKB1
GABRB3	MEOX2
MEOX2	RELA
RELA	CREBBP
GABRB3	PRKCA
PRKCA	EP300
RELA	HIF1A
GABRB3	PRKACA
PRKACA	HSP90AA1
PRKCA	PPARG
RELA	RXRA
MEOX2	RARB
RARB	RXRB
RARB	RXRG
RELA	NFKB1
GABRG2	GABARAP
GABARAP	NEDD4
NEDD4	SMAD3
SMAD3	CREBBP
GABARAP	ATG7
ATG7	EP300
GABARAP	SQSTM1
SQSTM1	HIF1A
NEDD4	PPARG
NEDD4	SRC
SRC	RXRA
PPARG	RXRB
GABARAP	TAX1BP1
TAX1BP1	TNIP1
TNIP1	NFKB1
GABRD	UBQLN1
UBQLN1	RAD23A
RAD23A	CREBBP
UBQLN1	GAPDH
GAPDH	EP300
UBQLN1	RAD23B
RAD23B	HIF1A
UBQLN1	C1QTNF2
C1QTNF2	ARNT
UBQLN1	APP
APP	RFX5
RFX5	PPARG
UBQLN1	UBQLN4
UBQLN4	RXRA
UBQLN1	UBE3A
UBE3A	RARA
RARA	RXRG
APP	GSK3B
GABRE	GP1BB
GP1BB	LYN
LYN	CREBBP
GABRE	CUX1
CUX1	SATB1
SATB1	EP300
GABRE	HLA-A
HLA-A	STAT3
SATB1	PML
PML	ARNT
GABRE	GPAA1
GPAA1	PIN1
GABRE	LSR
LSR	RARG
RARG	RXRA
RARG	RXRB
RARG	RXRG
GABRR1	BCR
BCR	TP53
BCR	GRB2
GRB2	EP300
TP53	HIF1A
BCR	RB1
RB1	ARNT
RB1	PPARG
GABRR1	DNM1L
DNM1L	GSK3B
BCR	HSPA4
HSPA4	NFKB1
TSPO	ATP5F1
ATP5F1	HNRNPA1
HNRNPA1	XRCC6
XRCC6	CREBBP
ATP5F1	KDM1A
KDM1A	EP300
TSPO	ARF4
ARF4	GNB2L1
HNRNPA1	ELAVL1
ELAVL1	ARNT
HNRNPA1	DNTTIP2
DNTTIP2	PPARG
HNRNPA1	GADD45A
GADD45A	RXRA
KDM1A	NR2C2
NR2C2	RXRB
HNRNPA1	NR0B2
NR0B2	RXRG
HNRNPA1	NFKBIA
NFKBIA	NFKB1
GABRA4	APP
APP	CDC20
CDC20	CREBBP
APP	MAPK8
MAPK8	EP300
APP	MCM7
MCM7	HIF1A
APP	PSEN2
PSEN2	ELAVL1
MAPK8	NR4A1
NR4A1	RXRG
CREBBP	EDN1
EP300	EDN1
HIF1A	EDN1
ARNT	EDN1
NFKB1	HIF1A
NFKB1	TRAF1
PPARG	FABP4
PPARG	PLIN1
PPARG	ADIPOQ
RXRA	FABP4
RXRA	PLIN1
RXRA	ADIPOQ
RXRB	FABP4
RXRB	PLIN1
RXRB	ADIPOQ
RXRG	FABP4
RXRG	PLIN1
RXRG	ADIPOQ
