HPGDS	ARRDC3
ARRDC3	ARRB2
ARRB2	MAPK1
MAPK1	SP1
ARRB2	CAPN1
CAPN1	HIF1A
ARRB2	NPM1
NPM1	TFAP2A
ARRDC3	ITCH
ITCH	TP53
ITCH	JUN
ARRB2	CSK
CSK	CREBBP
ARRB2	HSPA5
HSPA5	EP300
ARRDC3	ARRB1
ARRB1	HSP90AA1
HSP90AA1	ARNT
TP53	ETS1
MAPK1	ATF2
ARRDC3	ADRB2
ADRB2	STAT3
ARRDC3	NEDD4
NEDD4	PPARG
ARRB2	C1QBP
C1QBP	CEBPA
C1QBP	PRKCD
PRKCD	FLI1
MAPK1	JUND
ARRB2	IGF1R
IGF1R	ESR1
ARRB2	SFPQ
SFPQ	SP3
ARRDC3	WWP1
WWP1	SMAD4
NEDD4	SMAD3
ARRB2	MAPK9
MAPK9	JUNB
NEDD4	SMAD2
NEDD4	ERBB3
ERBB3	EGR1
ARRB2	AKT1
AKT1	CREB1
ARRB2	CSNK2A1
CSNK2A1	ATF1
ARRB2	TRIM28
TRIM28	E2F4
ARRB2	NFKBIA
NFKBIA	ATF4
TP53	TFDP1
CREB1	BDNF
ATF2	BDNF
ATF4	BDNF
SMAD2	CDKN1A
SMAD3	CDKN1A
SMAD4	CDKN1A
TP53	CDKN1A
CREBBP	CDKN1A
CREBBP	TFRC
CREBBP	VEGFC
EP300	CDKN1A
EP300	TFRC
EP300	VEGFC
HIF1A	CDKN1A
HIF1A	TFRC
HIF1A	VEGFC
ARNT	CDKN1A
ARNT	TFRC
ARNT	VEGFC
STAT3	VEGFC
ETS1	VEGFC
JUN	VEGFC
HIF1A	ADM
TFAP2A	ADM
TFDP1	CAV1
E2F4	CAV1
SP1	CAV1
TP53	CAV1
EGR1	CD44
SP1	CD44
ATF2	CDKN1A
CEBPA	CDKN1A
ESR1	CDKN1A
ETS1	CDKN1A
FLI1	CDKN1A
JUN	CDKN1A
JUNB	CDKN1A
JUND	CDKN1A
PPARG	CDKN1A
SP1	CDKN1A
SP3	CDKN1A
STAT3	CDKN1A
TFAP2A	CDKN1A
ATF1	TFRC
CREB1	TFRC
ETS1	TFRC
JUN	TFRC
