HTR2A	CBL
CBL	YWHAZ
YWHAZ	TP53
CBL	HSPA4
HSPA4	NFKB1
CBL	CTNNB1
CTNNB1	PPARG
DRD2	FLNA
FLNA	RANBP2
RANBP2	TP53
FLNA	REL
REL	NFKB1
FLNA	ITGB1
ITGB1	PRKCA
PRKCA	PPARG
DRD3	EPB41L1
EPB41L1	COPS5
COPS5	TP53
COPS5	NFKB1
DRD3	GIPC1
GIPC1	MCM7
MCM7	RB1
RB1	PPARG
DRD4	STUB1
STUB1	TP53
DRD4	ARRB2
ARRB2	NFKBIA
NFKBIA	NFKB1
ARRB2	XRCC6
XRCC6	PPARG
ADRA1B	AP2M1
AP2M1	BCR
BCR	TP53
AP2M1	CLTC
CLTC	EP300
EP300	NFKB1
AP2M1	SFPQ
SFPQ	PPARG
HTR1D	HTR1B
HTR1B	MDFI
MDFI	KAT5
KAT5	TP53
KAT5	EP300
MDFI	PIN1
PIN1	PPARG
ADRA2A	UCHL1
UCHL1	TP53
UCHL1	COPS5
UCHL1	CTNNB1
ADRA2B	UCHL1
ADRA2C	UCHL1
HTR2C	DLG4
DLG4	ERBB4
ERBB4	TP53
HTR2C	CALM1
CALM1	DCUN1D1
DCUN1D1	NFKB1
DLG4	PRKCA
HTR1A	S1PR1
S1PR1	TRIP6
TRIP6	PTK2
PTK2	TP53
S1PR1	GNAI3
GNAI3	YWHAQ
YWHAQ	E2F1
E2F1	NFKB1
GNAI3	XPO1
XPO1	PPARG
DRD1	RANBP9
RANBP9	ESR1
ESR1	TP53
RANBP9	NR3C1
NR3C1	NFKB1
NR3C1	PPARG
TP53	GADD45A
TP53	SERPINB5
NFKB1	VEGFA
PPARG	ACSL1
NFKB1	GADD45A
PPARG	GADD45A
