HPGDS	ARRDC3
ARRDC3	ARRB2
ARRB2	MAPK1
MAPK1	SP1
ARRB2	CAPN1
CAPN1	HIF1A
ARRDC3	ITCH
ITCH	TP53
TP53	ETS2
ARRB2	NPM1
NPM1	TFAP2A
ARRB2	AKT1
AKT1	RARA
ARRB2	TRIM28
TRIM28	E2F4
ARRDC3	ADRB2
ADRB2	STAT3
MAPK1	STAT5A
ARRDC3	HGS
HGS	INSR
INSR	STAT5B
ARRB2	STAT1
ADRB2	STAT4
TRIM28	MYB
ARRB2	NFKBIA
NFKBIA	NFKB1
ARRB2	PRMT5
PRMT5	RELA
ARRDC3	NEDD4
NEDD4	SMAD2
SMAD2	RARB
NEDD4	ARID1A
ARID1A	RARG
STAT1	SOCS2
STAT3	SOCS2
STAT4	SOCS2
STAT5A	SOCS2
STAT5B	SOCS2
NFKB1	GADD45B
RELA	GADD45B
MYB	CDK1
SP1	CDK1
HIF1A	ADM
TFAP2A	ADM
E2F4	CDK1
ETS2	CDK1
SP1	CTGF
RARA	GADD45B
NFKB1	IL2RA
RELA	IL2RA
STAT1	IL2RA
STAT3	IL2RA
STAT4	IL2RA
STAT5A	IL2RA
STAT5B	IL2RA
RARA	S100A8
RARB	S100A8
RARG	S100A8
RARA	S100A9
RARB	S100A9
RARG	S100A9
