GABRA1	PRKCD
PRKCD	TP53
PRKCD	EP300
EP300	CREB1
PRKCD	STAT3
STAT3	COPS5
COPS5	CREB3
PRKCD	ELAVL1
ELAVL1	CREB3L2
EP300	DDIT3
DDIT3	CREB3L1
EP300	ATF2
TP53	NFYA
NFYA	ATF6B
EP300	ATF4
EP300	BRCA1
BRCA1	CREB5
STAT3	PML
PML	E2F4
GABRG2	GABARAP
GABARAP	DVL2
DVL2	TP53
GABARAP	NEDD4
NEDD4	AKT1
AKT1	CREB1
GABARAP	ATG7
ATG7	SHMT2
SHMT2	CREB3
NEDD4	SNCA
SNCA	Dynll1
Dynll1	CREB3L2
GABARAP	ULK1
ULK1	PRKAB2
PRKAB2	CREB3L1
NEDD4	SMAD3
SMAD3	ATF2
GABARAP	TAX1BP1
TAX1BP1	ITCH
ITCH	PTCH1
PTCH1	ATF6B
NEDD4	BTRC
BTRC	ATF4
NEDD4	KIFC3
KIFC3	CREB5
SMAD3	E2F4
TAX1BP1	RAD18
RAD18	BRCA1
GABRA3	SDCBP2
SDCBP2	ZCCHC10
ZCCHC10	TP53
TP53	CREB1
SDCBP2	TIFA
TIFA	IRAK1
IRAK1	EMD
EMD	CREB3
SDCBP2	PRPF40A
PRPF40A	HNRNPK
HNRNPK	ELAVL1
PRPF40A	UBQLN4
UBQLN4	RUNX1T1
RUNX1T1	CREB3L1
SDCBP2	C11orf57
C11orf57	MAPK8
MAPK8	ATF2
SDCBP2	BEND7
BEND7	TRIM27
TRIM27	NFYC
NFYC	ATF6B
IRAK1	BTRC
TIFA	TRAF6
TRAF6	TRAF2
TRAF2	CREB5
BEND7	C1QBP
C1QBP	CEBPA
CEBPA	E2F4
TP53	BRCA1
GABRA4	APP
APP	MAPK8
MAPK8	TP53
APP	KAT5
KAT5	CREB1
APP	EEF1D
EEF1D	HCFC1
HCFC1	CREB3
APP	PSEN2
PSEN2	ELAVL1
APP	CUL3
CUL3	PGRMC1
PGRMC1	CREB3L1
CUL3	NXF1
NXF1	ATF6B
PSEN2	APH1A
APH1A	ATF4
MAPK8	TRAF2
HCFC1	E2F4
KAT5	BRCA1
GABRB1	NOD1
NOD1	RNF34
RNF34	TP53
NOD1	UBC
UBC	EMD
UBC	PSMB5
PSMB5	RND1
RND1	CREB3L2
UBC	VDAC1
VDAC1	TSPO
TSPO	CREB3L1
UBC	CUL3
CUL3	ATF2
UBC	ATF6
ATF6	ATF6B
UBC	BTRC
RNF34	TRIM23
TRIM23	CREB5
UBC	BRCA1
BRCA1	E2F4
GABRB2	TRAK2
TRAK2	GSK3B
GSK3B	TP53
GSK3B	CREB1
TRAK2	PRKAB2
CREB3L1	CREB3
PRKAB2	REL
REL	CEP19
CEP19	CREB3L2
GSK3B	SMAD3
PRKAB2	TP53BP2
TP53BP2	NXF1
GSK3B	RELA
RELA	ATF4
PRKAB2	TRAF2
TRAK2	PLK1
PLK1	BRCA1
GABRB3	MEOX2
MEOX2	RELA
RELA	TP53
GABRB3	PRKACA
PRKACA	CREB1
RELA	HDAC3
HDAC3	CREB3
GABRB3	PRKCA
PRKCA	ELAVL1
MEOX2	PRKAB2
PRKCA	EP300
MEOX2	HP1BP3
HP1BP3	NXF1
RELA	BRCA1
PRKACA	HDAC1
HDAC1	E2F4
GABRD	UBQLN1
UBQLN1	RAD23A
RAD23A	TP53
UBQLN1	ATXN3
ATXN3	CREB1
UBQLN1	UBC
UBQLN1	PSEN2
UBQLN1	UBQLN4
UBQLN1	APP
UBQLN4	NXF1
RAD23A	TRAF2
UBQLN1	UBE3A
UBE3A	PML
UBQLN1	RAD23B
RAD23B	BRCA1
GABRE	CUX1
CUX1	EHMT2
EHMT2	TP53
CUX1	RECQL5
RECQL5	CREB1
GABRE	ALG9
ALG9	CDC42
CDC42	BNIP2
BNIP2	CREB3
GABRE	FAM189B
FAM189B	WWOX
WWOX	ELAVL1
GABRE	BSCL2
BSCL2	SCAMP2
SCAMP2	JAGN1
JAGN1	CREB3L1
BSCL2	ZDHHC17
ZDHHC17	ATF2
ALG9	XBP1
XBP1	ATF6B
CUX1	SATB1
SATB1	EP300
CUX1	CDK7
CDK7	BRCA1
CUX1	TLE4
TLE4	HDAC1
CREB3	PCNA
CREB1	PCNA
ATF2	PCNA
ATF6B	PCNA
ATF4	PCNA
CREB3L2	PCNA
CREB3L1	PCNA
CREB5	PCNA
TP53	PPM1D
E2F4	PCNA
BRCA1	PCNA
TP53	PCNA
TP53	TYMS
