HTR2A	CBL
CBL	GRB2
GRB2	EP300
EP300	TFAP2A
CBL	MAPK8
MAPK8	HSF1
GRB2	HSP90AA1
HSP90AA1	NFIC
CBL	SMAD3
SMAD3	JUN
SMAD3	JUND
SMAD3	JUNB
SMAD3	CEBPA
CBL	HSPA4
HSPA4	NFKB1
CBL	HSPA8
HSPA8	RELA
GRB2	TSG101
TSG101	NFKB2
DRD2	FLNA
FLNA	LMNA
LMNA	RB1
RB1	TFAP2A
FLNA	FILIP1
FILIP1	HSF1
DRD2	CALM1
CALM1	HSP90AA1
FLNA	RBM39
RBM39	JUN
DRD2	EPB41L1
EPB41L1	COPS5
COPS5	JUND
FLNA	REL
REL	EP300
EP300	JUNB
LMNA	KAT5
KAT5	CEBPA
REL	NFKB1
REL	RELA
REL	NFKB2
HSF1	HSPA1A
HSF1	HSPA6
NFKB2	ICAM1
NFKB2	CXCL12
NFKB1	CEBPB
RELA	CEBPB
NFIC	HSPA1A
TFAP2A	HSPA1A
CEBPA	ICAM1
JUN	ICAM1
NFKB1	ICAM1
RELA	ICAM1
CEBPA	IVL
JUN	IVL
JUNB	IVL
JUND	IVL
