HPGDS	ARRDC3
ARRDC3	ARRB2
ARRB2	PRMT5
PRMT5	RELA
ARRB2	MAPK1
MAPK1	SP1
ARRDC3	NEDD4
NEDD4	ERBB3
ERBB3	EGR1
NEDD4	SMAD3
ARRB2	YWHAQ
YWHAQ	YAP1
ARRDC3	ITCH
ITCH	TP53
ARRB2	HDAC2
HDAC2	PPARD
ARRB2	IGF1R
IGF1R	ESR1
NEDD4	SMAD2
ARRDC3	WWP1
WWP1	SMAD4
ARRDC3	ADRB2
ADRB2	STAT3
ARRB2	HSPA5
HSPA5	EP300
EP300	USF2
ARRB2	YWHAE
YWHAE	WWTR1
ARRB2	CDK3
CDK3	PPARA
NEDD4	PPARG
ARRB2	CSK
CSK	CREBBP
ARRB2	CAPN1
CAPN1	HIF1A
ARRDC3	ARRB1
ARRB1	HSP90AA1
HSP90AA1	ARNT
MAPK1	CEBPB
ARRB2	POLR2E
POLR2E	FOS
ARRB2	HNRNPD
HNRNPD	MYC
ARRB2	AKT1
AKT1	CREB1
TP53	ETS1
ITCH	JUN
ARRB2	MAPK3
SMAD2	RARB
AKT1	RARA
ARRDC3	HGS
HGS	INSR
INSR	TEAD1
ARRDC3	OTUB2
OTUB2	TRIM27
TRIM27	TEAD4
ADRB2	PHB2
PHB2	TEAD3
ARRB2	MCM3
MCM3	EPAS1
ARRB2	NFKBIA
NFKBIA	NFKB1
WWP1	ESR2
ARRB2	DYNC1H1
DYNC1H1	MAX
ARRB2	XRCC6
XRCC6	POU2F1
ARRB2	NPM1
NPM1	TFAP2A
YWHAQ	E2F1
E2F1	SP4
ARRB2	SFPQ
SFPQ	SP3
ADRB2	REL
MAPK1	RXRA
PPARG	RXRB
PPARG	RXRG
MAPK1	ATF2
ARRB2	STAT1
CREB1	FOSB
ATF2	FOSB
FOS	CCND1
JUN	CCND1
MYC	CCND1
SMAD3	MYC
CREBBP	SERPINE1
EP300	SERPINE1
HIF1A	SERPINE1
ARNT	SERPINE1
YAP1	CTGF
YAP1	MYC
YAP1	SERPINE1
YAP1	CCND1
WWTR1	CTGF
WWTR1	SERPINE1
SMAD2	CTGF
SMAD2	SERPINE1
SMAD3	CTGF
SMAD3	SERPINE1
SMAD4	CTGF
SMAD4	SERPINE1
TEAD1	CTGF
TEAD1	MYC
TEAD1	CCND1
TEAD4	CTGF
TEAD4	MYC
TEAD4	CCND1
TEAD3	CTGF
TEAD3	MYC
TEAD3	CCND1
STAT1	MYC
STAT1	CCND1
STAT3	MYC
STAT3	CCND1
MAPK1	CDK4
MAPK1	CCND1
MAPK3	CDK4
MAPK3	CCND1
TP53	IGFBP3
TP53	SERPINE1
ETS1	CDK4
ETS1	CCND1
FOS	CDK4
JUN	CDK4
MYC	CDK4
NFKB1	CCND1
RELA	CCND1
PPARD	ILK
RXRA	ILK
RXRB	ILK
RXRG	ILK
MAX	CDK4
MAX	CCND1
POU2F1	AKR1C2
POU2F1	AKR1C3
NFKB1	B2M
USF2	B2M
ATF2	CCND1
CREB1	CCND1
ESR1	CCND1
POU2F1	CCND1
SP1	CCND1
SP3	CCND1
SP4	CCND1
TP53	CCND1
CEBPB	CSRP1
REL	CSRP1
STAT3	CSRP1
MYC	CSTB
SP1	CTGF
TFAP2A	GPX4
CREB1	GSTP1
FOS	GSTP1
RARB	HDAC1
RELA	HDAC1
RELA	HDAC2
NFKB1	IER3
SP1	IGFBP3
SP3	IGFBP3
TFAP2A	IGFBP3
RARA	MIF
RARB	MIF
MYC	MYC
ESR1	MYC
JUN	MYC
NFKB1	MYC
POU2F1	MYC
RELA	MYC
SP1	MYC
TFAP2A	MYC
TP53	MYC
CEBPB	PRL
ETS1	PRL
POU2F1	PRL
RELA	S100A6
EGR1	SERPINE1
EPAS1	SERPINE1
ESR1	SERPINE1
ESR2	SERPINE1
PPARA	SERPINE1
PPARD	SERPINE1
PPARG	SERPINE1
SP1	SERPINE1
USF2	SERPINE1
EGR1	SOD1
SP1	SOD1
