HTR2A	CBL
CBL	SMAD3
SMAD3	PAX6
CBL	MAPK8
MAPK8	ELK4
CBL	SMAD7
SMAD7	SRF
CBL	CTNNB1
CTNNB1	TCF3
TCF3	ELK3
CBL	ABL1
ABL1	CREB1
SMAD3	ATF2
CTNNB1	COPS5
COPS5	CREB3
CBL	GRB2
GRB2	RBM33
RBM33	ATF6B
GRB2	EP300
EP300	ATF4
CTNNB1	ELAVL1
ELAVL1	CREB3L2
CBL	MAPK14
MAPK14	DDIT3
DDIT3	CREB3L1
GRB2	KRT15
KRT15	CREB5
KCNH2	HSP90AA1
HSP90AA1	AR
AR	PAX6
KCNH2	CDC73
CDC73	MUS81
MUS81	ELK4
KCNH2	YWHAE
YWHAE	HDAC4
HDAC4	SRF
YWHAE	SNRPD1
SNRPD1	TOP1
TOP1	ELK3
YWHAE	ABL1
YWHAE	MAPK14
MAPK14	ATF2
YWHAE	SHMT2
SHMT2	CREB3
HSP90AA1	CDK6
CDK6	ATF6B
SHMT2	ATF4
YWHAE	HNRNPA1
HNRNPA1	ELAVL1
KCNH2	FKBP8
FKBP8	PGRMC1
PGRMC1	CREB3L1
HSP90AA1	BRCA1
BRCA1	CREB5
CREB3	FOSB
CREB1	FOSB
ATF2	FOSB
ATF6B	FOSB
ATF4	FOSB
CREB3L2	FOSB
CREB3L1	FOSB
CREB5	FOSB
CREB3	FOS
CREB1	FOS
ATF2	FOS
ATF6B	FOS
ATF4	FOS
CREB3L2	FOS
CREB3L1	FOS
CREB5	FOS
ELK4	FOS
SRF	FOS
CREB1	CD55
ELK3	FOS
PAX6	PDHX
