GABRA1	PRKCD
PRKCD	STAT3
STAT3	NCOA1
NCOA1	RARB
PRKCD	EP300
EP300	RARA
EP300	REL
NCOA1	RARG
STAT3	JUN
EP300	FOS
PRKCD	APP
APP	MYC
PRKCD	TP53
EP300	CEBPB
EP300	ETS1
EP300	CREB1
STAT3	COPS5
COPS5	CREB3
PRKCD	ELAVL1
ELAVL1	CREB3L2
EP300	DDIT3
DDIT3	CREB3L1
STAT3	MAPK1
PRKCD	SNCA
SNCA	MAPK3
EP300	ATF2
GABRA3	SDCBP2
SDCBP2	TIFA
TIFA	TRAF6
TRAF6	STAT3
SDCBP2	BEND7
BEND7	C1QBP
C1QBP	CEBPA
CEBPA	RARB
SDCBP2	ZCCHC10
ZCCHC10	PIN1
PIN1	RARA
SDCBP2	SEC23A
SEC23A	HSPA4
HSPA4	REL
SDCBP2	PRR13
PRR13	LNX1
LNX1	ACY3
ACY3	RARG
PIN1	JUN
SDCBP2	PRPF40A
PRPF40A	UBE2I
UBE2I	FOS
SDCBP2	C1orf35
C1orf35	APP
ZCCHC10	TP53
PRPF40A	HNRNPK
HNRNPK	CEBPB
TP53	ETS1
TP53	CREB1
TIFA	IRAK1
IRAK1	EMD
EMD	CREB3
HNRNPK	ELAVL1
PRPF40A	UBQLN4
UBQLN4	RUNX1T1
RUNX1T1	CREB3L1
TP53	MAPK1
TP53	MAPK3
SDCBP2	C11orf57
C11orf57	MAPK8
MAPK8	ATF2
GABRA4	APP
APP	MAPK8
MAPK8	STAT3
MAPK8	CEBPA
APP	PHF8
PHF8	RARA
MAPK8	REL
MAPK8	NCOA3
NCOA3	RARG
MAPK8	JUN
APP	MAPK7
MAPK7	FOS
MAPK8	TP53
APP	GSK3B
GSK3B	CEBPB
MAPK7	ETS1
APP	KAT5
KAT5	CREB1
APP	EEF1D
EEF1D	HCFC1
HCFC1	CREB3
APP	PSEN2
PSEN2	ELAVL1
APP	CUL3
CUL3	PGRMC1
PGRMC1	CREB3L1
APP	SNCA
SNCA	MAPK1
GABRB1	NOD1
NOD1	HSP90AA1
HSP90AA1	STAT3
NOD1	CASP8
CASP8	CEBPB
CEBPB	RARB
NOD1	UBC
UBC	E2F1
E2F1	RARA
UBC	FHL2
FHL2	REL
UBC	TNIP1
TNIP1	RARG
NOD1	CASP9
CASP9	JUN
UBC	ABL1
ABL1	FOS
HSP90AA1	MYC
NOD1	RNF34
RNF34	TP53
UBC	EMD
UBC	PSMB5
PSMB5	RND1
RND1	CREB3L2
UBC	VDAC1
VDAC1	TSPO
TSPO	CREB3L1
CASP8	MAPK1
UBC	CUL3
CUL3	ATF2
GABRB2	TRAK2
TRAK2	GSK3B
GSK3B	BCL3
BCL3	STAT3
TRAK2	PRKAB2
PRKAB2	MEOX2
MEOX2	RARB
GSK3B	MAPK1
MAPK1	RARA
PRKAB2	REL
GSK3B	NCOA3
GSK3B	JUN
BCL3	FOS
GSK3B	MYC
GSK3B	TP53
GSK3B	CREB1
PRKAB2	CREB3L1
CREB3L1	CREB3
REL	CEP19
CEP19	CREB3L2
GSK3B	SNCA
GSK3B	SMAD3
SMAD3	ATF2
GABRB3	MEOX2
MEOX2	RELA
RELA	STAT3
MEOX2	PIN1
RELA	REL
RELA	NCOR2
NCOR2	RARG
RELA	JUN
RELA	FOS
MEOX2	KAT5
KAT5	MYC
RELA	TP53
RELA	CEBPB
GABRB3	PRKCA
PRKCA	EP300
GABRB3	PRKACA
PRKACA	CREB1
RELA	HDAC3
HDAC3	CREB3
PRKCA	ELAVL1
MEOX2	PRKAB2
MEOX2	TP53BP1
TP53BP1	MAPK1
TP53BP1	MAPK3
GABRD	UBQLN1
UBQLN1	MTOR
MTOR	STAT3
UBQLN1	UBE3A
UBE3A	MEOX2
UBE3A	RARA
UBQLN1	APP
UBE3A	NCOA3
UBQLN1	HCVgp1
HCVgp1	JUN
UBQLN1	RAD23A
RAD23A	TP53
UBQLN1	ATXN3
ATXN3	CREB1
UBQLN1	UBC
UBQLN1	PSEN2
UBQLN1	UBQLN4
UBQLN1	VCP
VCP	MAPK1
VCP	MAPK3
GABRE	HLA-A
HLA-A	STAT3
HLA-A	MEOX2
GABRE	GPAA1
GPAA1	PIN1
GABRE	CUX1
CUX1	SATB1
SATB1	EP300
GABRE	LSR
LSR	RARG
GABRE	ALG9
ALG9	XBP1
XBP1	FOS
CUX1	BIN1
BIN1	MYC
CUX1	EHMT2
EHMT2	TP53
MYC	CEBPB
CUX1	RECQL5
RECQL5	CREB1
ALG9	CDC42
CDC42	BNIP2
BNIP2	CREB3
GABRE	FAM189B
FAM189B	WWOX
WWOX	ELAVL1
GABRE	BSCL2
BSCL2	SCAMP2
SCAMP2	JAGN1
JAGN1	CREB3L1
MYC	MAPK3
BSCL2	ZDHHC17
ZDHHC17	ATF2
GABRG2	GABARAP
GABARAP	TBC1D15
TBC1D15	STAT3
GABARAP	NEDD4
NEDD4	SMAD2
SMAD2	RARB
GABARAP	SQSTM1
SQSTM1	RARA
GABARAP	TAX1BP1
TAX1BP1	TBK1
TBK1	REL
TAX1BP1	TNIP1
TAX1BP1	ITCH
ITCH	JUN
NEDD4	SMAD3
SMAD3	FOS
NEDD4	YY1
YY1	MYC
GABARAP	DVL2
DVL2	TP53
SMAD3	CEBPB
GABARAP	ATG7
ATG7	EP300
NEDD4	AKT1
AKT1	CREB1
ATG7	SHMT2
SHMT2	CREB3
NEDD4	SNCA
SNCA	Dynll1
Dynll1	CREB3L2
GABARAP	ULK1
ULK1	PRKAB2
SQSTM1	MAPK1
TSPO	ATP5F1
ATP5F1	KDM1A
KDM1A	STAT3
TSPO	ARF4
ARF4	FUBP1
FUBP1	CCNH
CCNH	RARB
ATP5F1	HNRNPA1
HNRNPA1	GADD45A
GADD45A	RARA
HNRNPA1	FLNA
FLNA	REL
ATP5F1	TPM3
TPM3	OIP5
OIP5	RARG
HNRNPA1	HMGA1
HMGA1	JUN
HNRNPA1	UBR1
UBR1	FOS
HNRNPA1	APP
KDM1A	TP53
HNRNPA1	HNRNPK
HNRNPA1	ELAVL1
ELAVL1	ETS1
TSPO	NAC089
NAC089	RAB1A
RAB1A	CREB1
CREB3	CREB3L2
GADD45A	MAPK1
HNRNPA1	CSTF1
CSTF1	MAPK3
HMGA1	ATF2
CREB3	PCNA
CREB1	PCNA
ATF2	PCNA
CREB3L2	PCNA
TP53	CDKN1B
CREB3L1	PCNA
MAPK1	CDK4
MAPK3	CDK4
ETS1	CDK4
FOS	CDK4
JUN	CDK4
MYC	CDK4
CEBPB	CSRP1
REL	CSRP1
STAT3	CSRP1
RARA	MIF
RARB	MIF
RARG	MIF
TP53	PCNA
