HPGDS	ARRDC3
ARRDC3	ARRB2
ARRB2	TRIM28
TRIM28	E2F4
ARRDC3	ITCH
ITCH	TP53
ARRB2	RPA1
RPA1	TRIP12
TRIP12	PTF1A
PTF1A	RBPJL
ITCH	NOTCH1
NOTCH1	RBPJ
ARRB2	AKT1
AKT1	CREB1
ARRB2	MAPK1
MAPK1	ATF2
ARRB2	NFKBIA
NFKBIA	ATF4
ARRB2	CAPN1
CAPN1	HIF1A
NFKBIA	NFKB1
ITCH	JUN
JUN	CREB3
ITCH	PTCH1
PTCH1	ATF6B
RPA1	ELAVL1
ELAVL1	CREB3L2
ARRDC3	ADRB2
ADRB2	PGRMC1
PGRMC1	CREB3L1
ARRDC3	NEDD4
NEDD4	KIFC3
KIFC3	CREB5
ARRB2	MCM3
MCM3	EPAS1
ARRB2	PRMT5
PRMT5	RELA
ARRB2	PTGES3
PTGES3	NR3C2
ARRB2	STAT1
MAPK1	SP1
NR3C2	ATP1B1
NR3C2	ATP1B2
CREB3	PCNA
CREB1	PCNA
ATF2	PCNA
ATF6B	PCNA
ATF4	PCNA
CREB3L2	PCNA
CREB3L1	PCNA
CREB5	PCNA
NFKB1	NFKBIA
RELA	NFKBIA
RBPJL	HES1
RBPJ	HES1
TP53	PPM1D
EPAS1	TGFB3
HIF1A	TGFB3
STAT1	CXCL11
E2F4	CDC45
NFKB1	IRF1
STAT1	IRF1
E2F4	PCNA
TP53	PCNA
SP1	SPP1
