HTR2A	CBL
CBL	CTNNB1
CTNNB1	SP1
CBL	YWHAZ
YWHAZ	TP53
CBL	GRB2
GRB2	EP300
EP300	TFAP2A
CBL	SMAD3
SMAD3	CEBPA
SMAD3	JUN
CTNNB1	BRCA1
BRCA1	FLI1
SMAD3	FOS
GRB2	HTT
HTT	ETV4
EP300	ETS1
CBL	MAPK8
MAPK8	SPI1
GRB2	HSP90AA1
HSP90AA1	NFIC
CBL	HSPA4
HSPA4	NFKB1
CBL	HSPA8
HSPA8	RELA
HSPA8	ERG
MAPK8	MYC
ADRA2A	UCHL1
UCHL1	CTNNB1
UCHL1	TP53
ADRA2A	GNAI2
GNAI2	NPM1
NPM1	TFAP2A
UCHL1	CDK4
CDK4	CEBPA
GNAI2	ITCH
ITCH	JUN
GNAI2	SRSF1
SRSF1	PIAS1
PIAS1	FLI1
UCHL1	UBE2I
UBE2I	FOS
ITCH	HTT
UBE2I	ETS1
ADRA2A	GNAO1
GNAO1	OPRM1
OPRM1	ARF1
ARF1	SPI1
UCHL1	HSP90AA1
UCHL1	COPS5
COPS5	NFKB1
NPM1	RELA
UCHL1	HSPA8
CDK4	MYC
HTR2C	CALM1
CALM1	ESR1
ESR1	SP1
HTR2C	DLG4
DLG4	ERBB4
ERBB4	TP53
HTR2C	LIN7C
LIN7C	APC
APC	TFAP2A
DLG4	MDM2
MDM2	CDKN1A
CDKN1A	CEBPA
MDM2	JUN
CALM1	ITPR1
ITPR1	BRCA1
DLG4	KCNA4
KCNA4	SIRT1
SIRT1	FOS
MDM2	RFWD2
RFWD2	ETV4
DLG4	ACTN2
ACTN2	SP100
SP100	ETS1
DLG4	PTK2B
PTK2B	VAV1
VAV1	SPI1
CALM1	HSP90AA1
CALM1	DCUN1D1
DCUN1D1	NFKB1
MDM2	RELA
CALM1	HSPA4
HSPA4	ERG
ESR1	MYC
OPRK1	SIAH1
SIAH1	STAT3
STAT3	SP1
SIAH1	TXN
TXN	TP53
SIAH1	NPM1
OPRK1	SIAH2
SIAH2	KAT5
KAT5	CEBPA
STAT3	JUN
SIAH1	PIAS2
PIAS2	FLI1
SIAH1	UBE2I
UBE2I	TP63
TP63	ETV4
SIAH1	VAV1
SIAH1	CTNNB1
CTNNB1	SMURF1
SMURF1	NFIC
STAT3	NFKB1
STAT3	RELA
OPRK1	GPRASP1
GPRASP1	OPRD1
OPRD1	HSPA4
PIAS2	MYC
ADRA2C	UCHL1
TP53	TFAP2A
UBE2I	JUN
ADRA2C	EIF2B1
EIF2B1	GORASP2
GORASP2	NONO
NONO	SPI1
TP53	RELA
HTR7	CUL3
CUL3	CTNNB1
CUL3	YWHAZ
CUL3	NPM1
CUL3	ATF2
ATF2	CEBPA
ATF2	JUN
CUL3	APP
APP	ELK1
ELK1	FLI1
ATF2	FOS
CUL3	RFWD2
CUL3	DAXX
DAXX	ETS1
CUL3	NONO
CUL3	HSP90AA1
CUL3	NFKB1
CUL3	KPNA2
KPNA2	RELA
CUL3	HSPA8
APP	MYC
ADRA1B	AP2M1
AP2M1	SFPQ
SFPQ	SP1
AP2M1	BCR
BCR	TP53
AP2M1	EPS15
EPS15	TFAP2A
AP2M1	HSPA8
HSPA8	UBE3A
UBE3A	CEBPA
AP2M1	AP1G1
AP1G1	JUN
AP2M1	CSNK2B
CSNK2B	BRCA1
AP2M1	CLTC
CLTC	EP300
EP300	FOS
HSPA8	HTT
AP2M1	EEF1A1
EEF1A1	FUS
