HTR2A	CBL
CBL	HSPA8
HSPA8	POU2F1
CBL	BAG1
BAG1	RARA
CBL	SMAD3
SMAD3	JUN
CBL	MAPK8
MAPK8	MYC
SMAD3	NCOA1
NCOA1	RARB
CBL	YWHAZ
YWHAZ	TP53
CBL	HSPA4
HSPA4	NFKB1
HSPA8	RELA
SMAD3	MAX
DRD2	FLNA
FLNA	LMNA
LMNA	LMNB1
LMNB1	POU2F1
DRD2	PAWR
PAWR	SQSTM1
SQSTM1	RARA
FLNA	RBM39
RBM39	JUN
DRD2	EPB41L1
EPB41L1	APP
APP	MYC
EPB41L1	COPS5
COPS5	NCOA1
FLNA	RANBP2
RANBP2	TP53
FLNA	REL
REL	NFKB1
REL	RELA
FLNA	DYNC1H1
DYNC1H1	MAX
TP53	CDKN1B
NFKB1	VCAM1
RELA	VCAM1
JUN	CDK4
MYC	CDK4
MAX	CDK4
POU2F1	AKR1C2
RARA	MIF
RARB	MIF
MYC	MYC
JUN	MYC
NFKB1	MYC
POU2F1	MYC
RELA	MYC
TP53	MYC
TP53	PCNA
POU2F1	TXNRD1
