GABRA1	PRKCD
PRKCD	APP
APP	SYVN1
SYVN1	ATF6
PRKCD	EP300
EP300	CREBBP
PRKCD	STAT3
STAT3	HIF1A
EP300	ARNT
EP300	RXRA
APP	AKAP13
AKAP13	RXRB
EP300	PPARG
PPARG	RXRG
GRIK1	SDCBP
SDCBP	TRIM32
TRIM32	UBC
UBC	ATF6
GRIK1	GRIP1
GRIP1	CREBBP
SDCBP	ZBTB8A
ZBTB8A	EP300
SDCBP	TRAF6
TRAF6	HIF1A
SDCBP	SIAH1
SIAH1	PIAS2
PIAS2	ARNT
TRIM32	RXRA
GRIP1	PPARG
PPARG	RXRB
CA2	SLC4A1
SLC4A1	CDKN2A
CDKN2A	YY1
YY1	ATF6
CA2	NONO
NONO	SMARCA4
SMARCA4	CREBBP
NONO	CTTN
CTTN	EP300
CDKN2A	HIF1A
CDKN2A	BRCA1
BRCA1	ARNT
NONO	TRIM24
TRIM24	RXRA
SMARCA4	NR3C1
NR3C1	RXRB
TRIM24	RARA
RARA	RXRG
CA4	PIH1D1
PIH1D1	PPP1CA
PPP1CA	CREB1
CREB1	ATF6
PIH1D1	KMT2A
KMT2A	CREBBP
PIH1D1	POLR2A
POLR2A	EP300
PIH1D1	POLR2L
POLR2L	ESR1
ESR1	HIF1A
PPP1CA	BRCA1
POLR2L	SRC
SRC	RXRA
PIH1D1	RUVBL1
RUVBL1	RARA
RARA	RXRB
PIH1D1	RPAP2
RPAP2	RXRG
GABRA3	SDCBP2
SDCBP2	TIFA
TIFA	TRAF6
TRAF6	UBC
SDCBP2	ZCCHC10
ZCCHC10	TP53
TP53	CREBBP
TP53	EP300
HIF1A	ARNT
SDCBP2	PRPF40A
PRPF40A	UBE2I
UBE2I	RXRA
SDCBP2	C1orf35
C1orf35	APP
TIFA	IRAK1
IRAK1	CUL1
CUL1	RXRG
GABRA4	APP
APP	CDC20
CDC20	CREBBP
APP	MAPK8
MAPK8	EP300
APP	MCM7
MCM7	HIF1A
APP	PSEN2
PSEN2	ELAVL1
ELAVL1	ARNT
APP	GSK3B
GSK3B	RXRA
MAPK8	NR4A1
NR4A1	RXRG
GABRB1	NOD1
NOD1	UBC
NOD1	RNF34
RNF34	TP53
NOD1	PSMA7
PSMA7	HIF1A
NOD1	HSP90AA1
HSP90AA1	ARNT
NOD1	CASP2
CASP2	RXRA
HSP90AA1	NR3C1
UBC	CUL1
GABRB2	TRAK2
TRAK2	GSK3B
GSK3B	CREB1
TRAK2	PRKAB2
PRKAB2	REL
REL	CREBBP
TRAK2	PRKAA1
PRKAA1	EP300
PRKAB2	GNB2L1
GNB2L1	HIF1A
PRKAB2	PIAS2
TRAK2	KLC1
KLC1	APP
PRKAB2	MDFI
MDFI	NR1H2
NR1H2	RXRG
GABRB3	PRKACA
PRKACA	CREB1
GABRB3	MEOX2
MEOX2	RELA
RELA	CREBBP
GABRB3	PRKCA
PRKCA	EP300
RELA	HIF1A
PRKACA	HSP90AA1
RELA	RXRA
MEOX2	RARB
RARB	RXRB
RARB	RXRG
GABRD	UBQLN1
UBQLN1	UBC
UBQLN1	RAD23A
RAD23A	CREBBP
UBQLN1	GAPDH
GAPDH	EP300
UBQLN1	RAD23B
RAD23B	HIF1A
UBQLN1	C1QTNF2
C1QTNF2	ARNT
UBQLN1	UBQLN4
UBQLN4	RXRA
UBQLN1	APP
UBQLN1	UBE3A
UBE3A	RARA
GABRE	ALG9
ALG9	XBP1
XBP1	ATF6
GABRE	GP1BB
GP1BB	LYN
LYN	CREBBP
GABRE	CUX1
CUX1	SATB1
SATB1	EP300
GABRE	HLA-A
HLA-A	STAT3
SATB1	PML
PML	ARNT
GABRE	LSR
LSR	RARG
RARG	RXRA
RARG	RXRB
RARG	RXRG
GABRG2	GABARAP
GABARAP	NEDD4
NEDD4	YY1
NEDD4	SMAD3
SMAD3	CREBBP
GABARAP	ATG7
ATG7	EP300
GABARAP	SQSTM1
SQSTM1	HIF1A
NEDD4	SRC
NEDD4	PPARG
CREBBP	EDN1
EP300	EDN1
HIF1A	EDN1
ARNT	EDN1
RXRA	PCK2
RXRA	ACOX2
RXRB	PCK2
RXRB	ACOX2
RXRG	PCK2
RXRG	ACOX2
ATF6	XBP1
