HPGDS	ARRDC3
ARRDC3	ARRB2
ARRB2	MAPK1
MAPK1	SP1
ARRB2	IGF1R
IGF1R	ESR1
MAPK1	ELK1
ARRDC3	ITCH
ITCH	JUN
ARRDC3	ADRB2
ADRB2	STAT3
ARRB2	STAT1
ADRB2	STAT4
ARRB2	ALYREF
ALYREF	LEF1
ARRDC3	HGS
HGS	DAZAP2
DAZAP2	TCF7
DAZAP2	TCF7L2
DAZAP2	TCF7L1
ARRB2	YWHAQ
YWHAQ	YAP1
ARRB2	PRMT5
PRMT5	RELA
MAPK1	STAT5A
HGS	INSR
INSR	STAT5B
STAT1	STAT2
ARRB2	EEF1A1
EEF1A1	STAT6
INSR	TEAD1
ARRDC3	OTUB2
OTUB2	TRIM27
TRIM27	TEAD4
ADRB2	PHB2
PHB2	TEAD3
HGS	EGFR
EGFR	SOS1
EGFR	SOS2
ARRB2	NFKBIA
NFKBIA	NFKB1
ARRB2	AKT1
AKT1	CREB1
ITCH	TP53
TP53	ETS1
AKT1	RARA
ARRB2	C1QBP
C1QBP	CEBPA
ARRDC3	NEDD4
NEDD4	ERG
NEDD4	ERBB3
ERBB3	EGR1
ARRB2	NPM1
NPM1	TFAP2A
ARRB2	CSK
CSK	CREBBP
ARRB2	HSPA5
HSPA5	EP300
ARRB2	CAPN1
CAPN1	HIF1A
ARRDC3	ARRB1
ARRB1	HSP90AA1
HSP90AA1	ARNT
ARRB2	PTGES3
PTGES3	NR3C2
ARRB2	XRCC6
XRCC6	POU2F1
ARRB2	POLR2E
POLR2E	FOS
RARA	CCNA1
NR3C2	ATP1A1
NR3C2	ATP1B3
ELK1	CCND3
JUN	CCND3
CREBBP	ALDOA
CREBBP	HK1
EP300	ALDOA
EP300	HK1
HIF1A	ALDOA
HIF1A	HK1
ARNT	ALDOA
ARNT	HK1
YAP1	CCND3
LEF1	CCND3
TCF7	CCND3
TCF7L2	CCND3
TEAD1	CCND3
TEAD4	CCND3
TEAD3	CCND3
TCF7L1	CCND3
SOS1	CCND3
SOS2	CCND3
STAT1	CCND3
STAT2	CCND3
STAT3	CCND3
STAT4	CCND3
STAT5A	CCND3
STAT5B	CCND3
STAT6	CCND3
ETS1	CDK4
FOS	CDK4
JUN	CDK4
CEBPA	TWF2
CREB1	TWF2
ELK1	TWF2
SP1	COL4A1
EGR1	AKR1B1
NFKB1	AKR1B1
RARA	AKR1B1
RELA	AKR1B1
SP1	AKR1B1
JUN	ALDOA
SP1	ALDOA
CREB1	ATP1A1
STAT3	CSRP1
CEBPA	GPX4
TFAP2A	GPX4
CREB1	GSTP1
FOS	GSTP1
RELA	HDAC1
SP1	HSPA8
ESR1	HSPB1
SP1	HSPB1
ETS1	PPP2R4
NFKB1	PPP2R4
ETS1	PRL
POU2F1	PRL
RELA	S100A6
TFAP2A	TNPO1
ERG	VIM
