GABRA1	PRKCD
PRKCD	STAT3
STAT3	JUN
PRKCD	SP1
PRKCD	EP300
EP300	TP63
TP63	ETV4
STAT3	NFKB1
PRKCD	HSPA4
HSPA4	ERG
SP1	POU2F1
STAT3	RELA
EP300	EGR1
PRKCD	STAT1
PRKCD	HSP90AA1
HSP90AA1	NFIC
EP300	SMAD3
EP300	TFAP2A
STAT3	HIF1A
STAT3	SMAD1
SMAD1	LEF1
PRKCD	ELAVL1
ELAVL1	DAZAP2
DAZAP2	TCF7
ELAVL1	TCF7L2
EP300	CTNNB1
CTNNB1	TCF7L1
PRKCD	YWHAG
YWHAG	YAP1
PRKCD	INSR
INSR	TEAD1
EP300	GOLGA2
GOLGA2	TEAD4
EP300	E2F1
E2F1	TEAD3
EP300	CREBBP
EP300	ARNT
EP300	CREB1
EP300	SMAD4
EP300	ETS1
EP300	JUND
EP300	ESR1
PRKCD	APP
APP	ELK1
EP300	FOS
PRKCD	TP53
EP300	JUNB
APP	MYC
EP300	STAT5A
INSR	STAT5B
PRKCD	TNFRSF1A
TNFRSF1A	SOS1
STAT3	EGFR
EGFR	SOS2
HSP90AA1	PPARD
STAT3	PML
PML	E2F4
EP300	PPARG
EP300	MYB
STAT3	NFKB2
STAT3	TRIM28
TRIM28	STAT4
HSP90AA1	PPARA
EP300	USF2
EP300	STAT2
STAT3	STAT6
ELAVL1	CEBPA
EP300	RXRA
APP	AKAP13
AKAP13	RXRB
PPARG	RXRG
EP300	RARA
STAT3	NCOA1
NCOA1	RARB
EP300	SMAD7
PRKCD	FLI1
EP300	ATF2
NCOA1	RARG
EP300	EPAS1
EP300	REL
HSP90AA1	CEBPE
EP300	SP3
EP300	CEBPB
EP300	SMAD2
EP300	ETS2
YWHAG	WWTR1
SP1	HNF4A
STAT3	PGR
EP300	MYBL2
APP	HMGA1
HMGA1	POU2F2
PML	SPI1
EP300	KAT2B
KAT2B	PTF1A
PTF1A	RBPJL
PRKCD	HSPB1
HSPB1	RBPJ
EP300	ATF4
APP	LTV1
LTV1	FPR1
FPR1	PIK3R5
PRKCD	IRS1
IRS1	PIK3CA
IRS1	PIK3CB
IRS1	PIK3R2
PIK3R2	PIK3CD
STAT3	LYN
LYN	PIK3CG
IRS1	PIK3R1
IRS1	PIK3R3
TP53	WT1
EP300	IRF3
EP300	BRCA1
EP300	MAX
BRCA1	ATF1
STAT3	HDAC1
HDAC1	CREM
GABRA3	SDCBP2
SDCBP2	ZCCHC10
ZCCHC10	PIN1
PIN1	JUN
ZCCHC10	TP53
TP53	SP1
SDCBP2	PRPF40A
PRPF40A	HTT
HTT	ETV4
SDCBP2	ZNF581
ZNF581	BANP
BANP	NFKB1
SDCBP2	SEC23A
SEC23A	HSPA4
SDCBP2	TIFA
TIFA	TRAF6
TRAF6	STAT3
PRPF40A	XRCC6
XRCC6	POU2F1
TP53	RELA
TP53	EGR1
TIFA	IRAK1
IRAK1	STAT1
TRAF6	SMURF1
SMURF1	NFIC
TP53	SMAD3
TP53	TFAP2A
TRAF6	HIF1A
SDCBP2	BEND7
BEND7	TRIM27
TRIM27	PIAS4
PIAS4	LEF1
PRPF40A	UBQLN4
UBQLN4	DAZAP2
PRPF40A	UBE2I
UBE2I	TCF7L2
ZNF581	SUV39H1
SUV39H1	CTNNB1
PIN1	YAP1
TRIM27	TEAD4
TEAD4	TEAD1
BEND7	C1QBP
C1QBP	PHB2
PHB2	TEAD3
TP53	CREBBP
TP53	EP300
HIF1A	ARNT
TP53	CREB1
ZCCHC10	SNIP1
SNIP1	SMAD4
TP53	ETS1
SEC23A	TPM1
TPM1	JUND
TP53	ESR1
SDCBP2	C1orf35
C1orf35	APP
UBE2I	FOS
SDCBP2	LYAR
LYAR	NPM1
NPM1	JUNB
SDCBP2	PRPF38A
PRPF38A	CSNK2B
CSNK2B	STAT5A
TRAF6	NTRK1
NTRK1	STAT5B
NTRK1	SOS1
NTRK1	SOS2
IRAK1	HSP90AA1
C1QBP	CEBPA
CEBPA	E2F4
PIN1	PPARG
TRAF6	MYB
TRIM27	PIAS2
PIAS2	STAT4
UBE2I	PPARA
STAT1	STAT2
ZCCHC10	EEF1A1
EEF1A1	STAT6
UBE2I	RXRA
IRAK1	CUL1
CUL1	RXRG
PIN1	RARA
CEBPA	RARB
TRAF6	TGFBR1
TGFBR1	SMAD7
PRPF40A	PIAS1
PIAS1	FLI1
SDCBP2	C11orf57
C11orf57	MAPK8
MAPK8	ATF2
SDCBP2	PRR13
PRR13	LNX1
LNX1	ACY3
ACY3	RARG
PRPF40A	TERF2IP
TERF2IP	EPAS1
HSPA4	REL
PIAS1	CEBPE
PRPF40A	SFPQ
SFPQ	SP3
PRPF40A	HNRNPK
HNRNPK	CEBPB
TP53	SMAD2
TP53	ETS2
HIF1A	WWTR1
UBE2I	HNF4A
ZCCHC10	RBM39
RBM39	PGR
APP	ZNF622
ZNF622	MYBL2
XRCC6	POU2F2
PRPF40A	NONO
NONO	SPI1
TP53	KAT2B
ZNF581	KDM1A
KDM1A	RBPJ
IRAK1	BTRC
BTRC	ATF4
PRR13	VAC14
VAC14	BCK1
BCK1	FPR1
ZCCHC10	PCBP1
PCBP1	PIK3CA
PCBP1	PIK3CB
PIN1	TNIP1
TNIP1	PIK3CD
TRAF6	BECN1
BECN1	PIK3CG
PCBP1	PIK3R1
PRPF40A	LTBP3
LTBP3	PIK3R2
TRAF6	TGFBR2
TGFBR2	PIK3R3
PIN1	IRF3
TP53	BRCA1
SNIP1	MAX
PRPF40A	CSNK2A2
CSNK2A2	ATF1
TRIM27	HDAC1
GABRA4	APP
APP	MAPK8
MAPK8	JUN
MAPK8	SP1
APP	HSPA8
HSPA8	HTT
APP	GSK3B
GSK3B	NFKB1
HSPA8	ERG
MAPK8	STAT3
HSPA8	POU2F1
APP	EEF1D
EEF1D	RELA
RELA	EGR1
APP	HDAC4
HDAC4	STAT1
APP	PSEN2
PSEN2	ELAVL1
ELAVL1	NFIC
GSK3B	SMAD3
MYC	TFAP2A
APP	MCM7
MCM7	HIF1A
APP	HGS
HGS	DAZAP2
DAZAP2	LEF1
APP	FBLN1
FBLN1	TCF7L2
DAZAP2	TCF7L1
APP	TAF6
TAF6	YAP1
HGS	INSR
MCM7	TRIM27
APP	KAT5
KAT5	E2F1
APP	CDC20
CDC20	CREBBP
MAPK8	EP300
ELAVL1	ARNT
KAT5	CREB1
APP	CSNK1D
CSNK1D	SMAD4
APP	MAPK7
MAPK7	ETS1
MAPK8	JUND
APP	DDX54
DDX54	ESR1
MAPK7	FOS
MAPK8	TP53
MAPK8	JUNB
APP	SHC1
SHC1	STAT5A
SHC1	STAT5B
SHC1	SOS1
SHC1	SOS2
MAPK8	CTNNB1
CTNNB1	PPARD
EEF1D	HCFC1
HCFC1	E2F4
APP	RFX5
RFX5	PPARG
KAT5	MYB
HGS	TSG101
TSG101	NFKB2
MAPK8	PIAS2
AKAP13	PPARA
RELA	USF2
ELAVL1	STAT2
HGS	AHCYL1
AHCYL1	STAT6
MAPK8	CEBPA
GSK3B	RXRA
MAPK8	NR4A1
NR4A1	RXRG
APP	PHF8
PHF8	RARA
MYC	SMAD7
ELK1	FLI1
MAPK8	NCOA3
NCOA3	RARG
MCM7	EPAS1
MAPK8	REL
CEBPA	CEBPE
RELA	SP3
GSK3B	CEBPB
CSNK1D	SMAD2
DDX54	NR3C1
NR3C1	ETS2
APP	YWHAG
HDAC4	HNF4A
DDX54	PGR
MAPK8	SPI1
APP	CLSTN1
CLSTN1	TRIP12
TRIP12	PTF1A
KAT5	RBPJ
PSEN2	APH1A
APH1A	ATF4
APP	WDR5
WDR5	PIK3CA
APP	TGFBR2
TGFBR2	PIK3CB
MAPK8	CRK
CRK	PIK3CD
APP	SNCA
SNCA	GABARAPL1
GABARAPL1	PIK3CG
SHC1	PIK3R1
SHC1	PIK3R2
MAPK8	IRF3
KAT5	BRCA1
KAT5	MAX
ATF2	ATF1
PSEN2	KCNIP3
KCNIP3	CREM
GABRB1	NOD1
NOD1	CASP9
CASP9	JUN
NOD1	HSP90AA1
HSP90AA1	SP1
NOD1	UBC
UBC	UBA2
UBA2	ETV4
NOD1	COPS6
COPS6	NFKB1
UBC	DNAJA1
DNAJA1	ERG
HSP90AA1	STAT3
UBC	BRCA1
BRCA1	POU2F1
NOD1	RNF34
RNF34	TP53
BRCA1	STAT1
NOD1	CFLAR
CFLAR	SMAD3
NOD1	PSMA7
PSMA7	HIF1A
UBC	DAZAP2
UBC	PSMA3
PSMA3	TCF7L2
UBC	ABL1
ABL1	YAP1
TP53	NCOA1
NCOA1	TEAD1
UBC	TRIM27
UBC	E2F1
HSP90AA1	ARNT
UBC	FHL2
FHL2	SMAD4
UBC	TPM1
HSP90AA1	ESR1
RNF34	APP
ABL1	FOS
BRCA1	JUNB
HSP90AA1	MYC
BRCA1	STAT5A
UBC	HAX1
HAX1	STAT5B
UBC	CBL
CBL	SOS1
UBC	BIN1
BIN1	SOS2
BRCA1	E2F4
UBC	SFPQ
SFPQ	PPARG
UBC	SUMO1
SUMO1	MYB
UBC	TSG101
UBC	TRIM28
BRCA1	USF2
HSP90AA1	STAT2
TP53	STAT6
UBC	C1QBP
NOD1	CASP2
CASP2	RXRA
HSP90AA1	NR3C1
NR3C1	RXRB
UBC	CUL1
E2F1	RARA
NOD1	CASP8
CASP8	CEBPB
CEBPB	RARB
CBL	SMAD7
BRCA1	FLI1
UBC	CUL3
CUL3	ATF2
UBC	TNIP1
TNIP1	RARG
HSP90AA1	EPAS1
FHL2	REL
E2F1	SP3
UBC	BTRC
BTRC	WWTR1
UBC	NCOA6
NCOA6	HNF4A
BRCA1	PGR
E2F1	MYBL2
CFLAR	XRCC6
UBC	ARF1
ARF1	SPI1
UBC	HSPB1
UBC	TOM1
TOM1	FPR1
CBL	PIK3CA
CBL	PIK3CB
UBC	BCR
BCR	PIK3CG
CBL	PIK3R1
RNF34	TRIM23
TRIM23	PIK3R2
CASP9	RB1
RB1	PIK3R3
HSP90AA1	IRF3
HSP90AA1	MAX
CREBBP	CREM
GABRB2	TRAK2
TRAK2	GSK3B
GSK3B	JUN
TRAK2	PRKAB2
PRKAB2	CRX
CRX	SP1
TRAK2	PRKAG1
PRKAG1	FKBP4
FKBP4	SAE1
SAE1	ETV4
GSK3B	HSPA4
GSK3B	BCL3
BCL3	STAT3
PRKAB2	PRKDC
PRKDC	POU2F1
GSK3B	RELA
PRKAB2	GNB2L1
GNB2L1	STAT1
GSK3B	HSP90AA1
GSK3B	TP53
GNB2L1	HIF1A
GSK3B	CTNNB1
CTNNB1	LEF1
GSK3B	SMURF2
SMURF2	DAZAP2
CTNNB1	TCF7L2
PRKAG1	SIP2
SIP2	YAP1
YAP1	TEAD1
PRKAB2	GOLGA2
YAP1	TEAD3
PRKAB2	REL
REL	CREBBP
TRAK2	PRKAA1
PRKAA1	EP300
PRKAB2	PIAS2
PIAS2	ARNT
GSK3B	CREB1
PIAS2	SMAD4
SMAD3	JUND
PIAS2	ESR1
TRAK2	KLC1
KLC1	APP
BCL3	FOS
SMAD3	JUNB
GSK3B	MYC
PRKAB2	CSNK2B
GSK3B	PTPN11
PTPN11	STAT5B
PTPN11	SOS1
PRKAA1	ABI2
ABI2	SOS2
SMAD3	E2F4
CTNNB1	PPARG
GSK3B	CHD3
CHD3	MYB
REL	NFKB2
RELA	PPARA
GSK3B	EEF1A1
PRKAB2	YY1AP1
YY1AP1	CEBPA
PRKAB2	MDFI
MDFI	NR1H2
NR1H2	RXRG
GSK3B	MAPK1
MAPK1	RARA
PRKAB2	MEOX2
MEOX2	RARB
SMAD3	SMAD7
PRKAB2	GATA1
GATA1	FLI1
SMAD3	ATF2
GSK3B	NCOA3
SMAD3	EPAS1
GATA1	CEBPE
CRX	SP3
SMAD3	SMAD2
GSK3B	PPP1CA
PPP1CA	WWTR1
PRKAB2	TADA2A
TADA2A	HNF4A
PIAS2	PGR
GSK3B	CCNE1
CCNE1	MYBL2
GATA1	SPI1
CRX	KAT2A
KAT2A	PTF1A
GSK3B	RBPJ
RELA	ATF4
TRAK2	KLC2
KLC2	ZPR1
ZPR1	FPR1
GSK3B	NOTCH1
NOTCH1	PIK3CA
GSK3B	AKT2
AKT2	PIK3CB
AKT2	PIK3CD
PRKAG1	PRKAA2
PRKAA2	PIK3CG
PRKAB2	MAP3K5
MAP3K5	PIK3R1
GOLGA2	PIK3R2
TRAK2	NEDD1
NEDD1	IRS4
IRS4	PIK3R3
GSK3B	EWSR1
EWSR1	IRF3
TRAK2	PLK1
PLK1	BRCA1
SMAD3	MAX
TRAK2	OGT
OGT	CSNK2A1
CSNK2A1	ATF1
CREB1	CREM
GABRB3	MEOX2
MEOX2	RELA
RELA	JUN
RELA	SP1
MEOX2	TGFB1
TGFB1	SMAD2
SMAD2	ETV4
RELA	NFKB1
RELA	HSPA8
RELA	STAT3
GABRB3	PRKACA
PRKACA	POU2F1
MEOX2	CIAPIN1
CIAPIN1	STAT1
PRKACA	HSP90AA1
TGFB1	SMAD3
GABRB3	PRKCA
PRKCA	EP300
RELA	HIF1A
PRKCA	CTNNB1
PRKCA	ELAVL1
MEOX2	PIN1
MEOX2	PRKAB2
MEOX2	KAT5
