HPGDS	ARRDC3
ARRDC3	ARRB2
ARRB2	NPM1
NPM1	TFAP2A
ARRB2	AKT1
AKT1	CREB1
ARRB2	MAPK1
MAPK1	ATF2
ARRDC3	ARRB1
ARRB1	HSP90AA1
HSP90AA1	NFIC
ARRB2	NFKBIA
NFKBIA	ATF4
ARRB2	TRIM28
TRIM28	E2F4
ARRDC3	ITCH
ITCH	TP53
MAPK1	HSF1
ITCH	JUN
JUN	CREB3
ITCH	PTCH1
PTCH1	ATF6B
ARRB2	RPA1
RPA1	ELAVL1
ELAVL1	CREB3L2
ARRDC3	ADRB2
ADRB2	PGRMC1
PGRMC1	CREB3L1
ARRDC3	NEDD4
NEDD4	KIFC3
KIFC3	CREB5
ARRB2	HSPA5
HSPA5	EP300
EP300	USF2
MAPK1	SP1
NFKBIA	NFKB1
NEDD4	SMAD7
ARRB2	PRMT5
PRMT5	RELA
ARRB2	CAPN1
CAPN1	HIF1A
ADRB2	REL
ARRB2	PTGES3
PTGES3	NR3C2
NEDD4	PPARG
ARRB2	MAP2K4
MAP2K4	MAPK8
MAPK8	PAX2
ADRB2	STAT3
ARRB2	XRCC5
XRCC5	BRCA1
ARRB2	CSNK2A1
CSNK2A1	ATF1
TP53	ETS1
TP53	ETS2
NEDD4	SMAD2
SMAD2	ETV4
MAPK1	CEBPB
ARRB2	CSK
CSK	CREBBP
HSP90AA1	ARNT
NR3C2	ATP1B1
JUN	CCND3
CREB3	PCNA
CREB1	PCNA
ATF2	PCNA
ATF6B	PCNA
ATF4	PCNA
CREB3L2	PCNA
CREB3L1	PCNA
CREB5	PCNA
CREBBP	HMOX1
EP300	HMOX1
HIF1A	HMOX1
ARNT	HMOX1
STAT3	CCND3
HSF1	HSPA1A
NFKB1	PTGS2
RELA	PTGS2
CREB1	HLA-DMB
SP1	CDK1
NFKB1	AKR1B1
RELA	AKR1B1
SP1	AKR1B1
E2F4	CDK1
ETS2	CDK1
CREB1	HMOX1
ETS1	HMOX1
NFIC	HMOX1
NFKB1	HMOX1
SMAD7	HMOX1
SP1	HMOX1
STAT3	HMOX1
TFAP2A	HMOX1
USF2	HMOX1
NFIC	HSPA1A
TFAP2A	HSPA1A
SP1	MAT2B
HIF1A	MDK
E2F4	PCNA
BRCA1	PCNA
TP53	PCNA
ATF2	PLAT
CREB1	PLAT
JUN	PLAT
NFIC	PLAT
TFAP2A	PLAT
ATF1	PTGS2
ATF2	PTGS2
ATF4	PTGS2
CEBPB	PTGS2
CREB1	PTGS2
ETV4	PTGS2
PPARG	PTGS2
REL	PTGS2
TFAP2A	PTGS2
USF2	PTGS2
USF2	PTPN6
ETS1	SPP1
ETS2	SPP1
ETV4	SPP1
JUN	SPP1
SP1	SPP1
HIF1A	TP53
JUN	TP53
NFIC	TP53
NFKB1	TP53
PAX2	TP53
TP53	TP53
JUN	TXN
TP53	TYMS
USF2	TYMS
