HPGDS	ARRDC3
ARRDC3	ARRB2
ARRB2	MAP2K4
MAP2K4	MAPK8
MAPK8	PAX2
ARRDC3	ITCH
ITCH	JUN
ARRB2	MAPK1
MAPK1	SP1
ARRDC3	ARRB1
ARRB1	HSP90AA1
HSP90AA1	NFIC
ARRB2	POLR2E
POLR2E	FOS
ARRB2	NPM1
NPM1	TFAP2A
ARRB2	NFKBIA
NFKBIA	NFKB1
ITCH	TP53
ARRB2	HSPA5
HSPA5	EP300
EP300	USF2
ARRDC3	NEDD4
NEDD4	SMAD7
ARRB2	AKT1
AKT1	CREB1
ARRB2	TRIM28
TRIM28	E2F4
ARRB2	CAPN1
CAPN1	HIF1A
ARRB2	STAT1
ARRDC3	ADRB2
ADRB2	STAT3
TP53	ETS2
ARRB2	PTGES3
PTGES3	NR3C2
ARRB2	ALYREF
ALYREF	LEF1
ARRB2	YWHAQ
YWHAQ	YAP1
ARRB2	CSK
CSK	CREBBP
HSP90AA1	ARNT
TP53	ETS1
NEDD4	ERBB3
ERBB3	EGR1
MAPK1	ATF2
ARRB2	HNRNPD
HNRNPD	MYC
ARRB2	MDM2
MDM2	WT1
ARRB2	CDK3
CDK3	PPARA
NFKBIA	ATF4
MAPK1	ELK1
ARRB2	CHUK
CHUK	PAX8
TRIM28	MYB
MAPK1	JUND
NR3C2	ATP1B1
TP53	GADD45G
TP53	GADD45B
ELK1	CCND3
JUN	CCND3
CREB1	PCNA
ATF2	PCNA
ATF4	PCNA
CREBBP	HMOX1
CREBBP	PFKL
CREBBP	PGK1
EP300	HMOX1
EP300	PFKL
EP300	PGK1
HIF1A	HMOX1
HIF1A	PFKL
HIF1A	PGK1
ARNT	HMOX1
ARNT	PFKL
ARNT	PGK1
YAP1	ITGB2
YAP1	CCND3
LEF1	CCND3
STAT1	CCND3
STAT3	CCND3
NFKB1	GADD45B
NFKB1	NFKBIA
PPARA	DBI
MYB	CDK1
SP1	CDK1
SP1	AGT
E2F4	CDK1
ETS2	CDK1
CREB1	CYP11A1
JUN	CYP11A1
NFIC	CYP11A1
NFKB1	CYP11A1
SP1	CYP11A1
TFAP2A	CYP11A1
PPARA	GADD45B
CREB1	HMOX1
ETS1	HMOX1
NFIC	HMOX1
NFKB1	HMOX1
SMAD7	HMOX1
SP1	HMOX1
STAT3	HMOX1
TFAP2A	HMOX1
USF2	HMOX1
NFIC	HSPA1A
TFAP2A	HSPA1A
HIF1A	ITGB2
SP1	MAT2B
PPARA	NFKBIA
FOS	NQO1
JUND	NQO1
E2F4	PCNA
TP53	PCNA
USF2	PTPN6
ETS1	SPP1
ETS2	SPP1
JUN	SPP1
LEF1	SPP1
SP1	SPP1
MYC	TP53
EGR1	TP53
FOS	TP53
HIF1A	TP53
JUN	TP53
NFIC	TP53
NFKB1	TP53
PAX2	TP53
PAX8	TP53
STAT1	TP53
TP53	TP53
WT1	TP53
JUN	TXN
TP53	TYMS
USF2	TYMS
