GABRA1	PRKCD
PRKCD	STAT3
STAT3	JUN
PRKCD	SP1
PRKCD	TP53
STAT3	NFKB1
PRKCD	APP
APP	MYC
PRKCD	EP300
EP300	CREB1
SP1	POU2F1
EP300	FOS
EP300	E2F1
E2F1	SP4
STAT3	HIF1A
STAT3	RELA
EP300	CREBBP
EP300	ARNT
EP300	ESR1
EP300	EGR1
STAT3	HDAC1
HDAC1	CREM
EP300	ATF2
GABRA3	SDCBP2
SDCBP2	ZCCHC10
ZCCHC10	PIN1
PIN1	JUN
ZCCHC10	TP53
TP53	SP1
SDCBP2	ZNF581
ZNF581	BANP
BANP	NFKB1
SDCBP2	C1orf35
C1orf35	APP
TP53	CREB1
SDCBP2	PRPF40A
PRPF40A	XRCC6
XRCC6	POU2F1
PRPF40A	UBE2I
UBE2I	FOS
PIN1	FOXP2
FOXP2	SP4
SDCBP2	TIFA
TIFA	TRAF6
TRAF6	HIF1A
TP53	RELA
TP53	CREBBP
TP53	EP300
HIF1A	ARNT
TP53	ESR1
TP53	EGR1
SDCBP2	BEND7
BEND7	TRIM27
TRIM27	HDAC1
TRAF6	STAT3
SDCBP2	C11orf57
C11orf57	MAPK8
MAPK8	ATF2
GABRA4	APP
APP	MAPK8
MAPK8	JUN
MAPK8	SP1
MAPK8	TP53
APP	GSK3B
GSK3B	NFKB1
APP	KAT5
KAT5	CREB1
APP	HSPA8
HSPA8	POU2F1
APP	MAPK7
MAPK7	FOS
KAT5	E2F1
APP	MCM7
MCM7	HIF1A
APP	EEF1D
EEF1D	RELA
APP	CDC20
CDC20	CREBBP
MAPK8	EP300
APP	PSEN2
PSEN2	ELAVL1
ELAVL1	ARNT
APP	DDX54
DDX54	ESR1
RELA	EGR1
PSEN2	KCNIP3
KCNIP3	CREM
MAPK8	STAT3
GABRB1	NOD1
NOD1	CASP9
CASP9	JUN
NOD1	HSP90AA1
HSP90AA1	SP1
NOD1	RNF34
RNF34	TP53
NOD1	COPS6
COPS6	NFKB1
HSP90AA1	MYC
NOD1	UBC
UBC	BRCA1
BRCA1	POU2F1
UBC	ABL1
ABL1	FOS
UBC	E2F1
NOD1	PSMA7
PSMA7	HIF1A
HSP90AA1	ARNT
HSP90AA1	ESR1
CREBBP	CREM
HSP90AA1	STAT3
UBC	CUL3
CUL3	ATF2
GABRB2	TRAK2
TRAK2	GSK3B
GSK3B	JUN
TRAK2	PRKAB2
PRKAB2	CRX
CRX	SP1
GSK3B	TP53
GSK3B	MYC
GSK3B	CREB1
PRKAB2	PRKDC
PRKDC	POU2F1
GSK3B	BCL3
BCL3	FOS
CRX	SP4
PRKAB2	GNB2L1
GNB2L1	HIF1A
GSK3B	RELA
PRKAB2	REL
REL	CREBBP
TRAK2	PRKAA1
PRKAA1	EP300
PRKAB2	PIAS2
PIAS2	ARNT
PIAS2	ESR1
CREB1	CREM
BCL3	STAT3
GSK3B	SMAD3
SMAD3	ATF2
GABRB3	MEOX2
MEOX2	RELA
RELA	JUN
RELA	SP1
RELA	TP53
RELA	NFKB1
MEOX2	KAT5
KAT5	MYC
GABRB3	PRKACA
PRKACA	CREB1
PRKACA	POU2F1
RELA	FOS
POU2F1	SP4
RELA	HIF1A
RELA	CREBBP
GABRB3	PRKCA
PRKCA	EP300
PRKACA	HSP90AA1
RELA	ESR1
PRKACA	HDAC1
RELA	STAT3
GABRD	UBQLN1
UBQLN1	HCVgp1
HCVgp1	JUN
UBQLN1	APP
UBQLN1	RAD23A
RAD23A	TP53
UBQLN1	ATXN3
ATXN3	CREB1
UBQLN1	GAPDH
GAPDH	POU2F1
UBQLN1	UBQLN4
UBQLN4	COL8A1
COL8A1	SP4
UBQLN1	RAD23B
RAD23B	HIF1A
RAD23A	CREBBP
GAPDH	EP300
UBQLN1	C1QTNF2
C1QTNF2	ARNT
UBQLN1	UBE3A
UBE3A	ESR1
CREBBP	EGR1
UBQLN1	PSEN2
UBQLN1	MTOR
MTOR	STAT3
GABRE	HLA-A
HLA-A	STAT3
GABRE	CUX1
CUX1	CCNA1
CCNA1	SP1
CUX1	EHMT2
EHMT2	TP53
CUX1	BIN1
BIN1	MYC
CUX1	RECQL5
RECQL5	CREB1
GABRE	FAM189B
FAM189B	HSPA8
GABRE	ALG9
ALG9	XBP1
XBP1	FOS
CCNA1	E2F1
GABRE	GP1BB
GP1BB	LYN
LYN	CREBBP
CUX1	SATB1
SATB1	EP300
SATB1	PML
PML	ARNT
CUX1	CDK7
CDK7	ESR1
CUX1	TLE4
TLE4	HDAC1
GABRE	BSCL2
BSCL2	ZDHHC17
ZDHHC17	ATF2
GABRG2	GABARAP
GABARAP	TAX1BP1
TAX1BP1	ITCH
ITCH	JUN
GABARAP	NEDD4
NEDD4	SMAD3
SMAD3	SP1
GABARAP	DVL2
DVL2	TP53
TAX1BP1	TNIP1
TNIP1	NFKB1
NEDD4	YY1
YY1	MYC
NEDD4	AKT1
AKT1	CREB1
NEDD4	EPRS
EPRS	POU2F1
SMAD3	FOS
NEDD4	CUL1
CUL1	E2F1
GABARAP	SQSTM1
SQSTM1	HIF1A
GABARAP	KEAP1
KEAP1	RELA
SMAD3	CREBBP
GABARAP	ATG7
ATG7	EP300
GABARAP	NCOA7
NCOA7	ESR1
NEDD4	ERBB3
ERBB3	EGR1
GABARAP	TBC1D15
TBC1D15	STAT3
TSPO	ATP5F1
ATP5F1	HNRNPA1
HNRNPA1	HMGA1
HMGA1	JUN
HNRNPA1	SFPQ
SFPQ	SP1
ATP5F1	KDM1A
KDM1A	TP53
HNRNPA1	NFKBIA
NFKBIA	NFKB1
HNRNPA1	APP
TSPO	NAC089
NAC089	RAB1A
RAB1A	CREB1
HNRNPA1	LMNB1
LMNB1	POU2F1
HNRNPA1	UBR1
UBR1	FOS
KDM1A	E2F1
TSPO	ARF4
ARF4	GNB2L1
NFKBIA	RELA
HNRNPA1	XRCC6
XRCC6	CREBBP
KDM1A	EP300
HNRNPA1	ELAVL1
KDM1A	ESR1
HNRNPA1	NFATC1
NFATC1	EGR1
KDM1A	HDAC1
KDM1A	STAT3
HMGA1	ATF2
TP53	SFN
FOS	CCND1
JUN	CCND1
MYC	CCND1
CREBBP	ENO1
CREBBP	PGK1
EP300	ENO1
EP300	PGK1
HIF1A	ENO1
HIF1A	PGK1
ARNT	ENO1
ARNT	PGK1
STAT3	CCND1
NFKB1	CCL4
NFKB1	TRAF1
RELA	CCL4
RELA	TRAF1
TP53	PTEN
NFKB1	CCND1
RELA	CCND1
FOS	CCL4
JUN	CCL4
SP1	CAV1
TP53	CAV1
ATF2	CCND1
CREB1	CCND1
CREM	CCND1
ESR1	CCND1
POU2F1	CCND1
SP1	CCND1
SP4	CCND1
TP53	CCND1
CREB1	IL2
CREM	IL2
EGR1	IL2
NFKB1	IL2
POU2F1	IL2
RELA	IL2
SP1	IL2
MYC	NME1
TP53	NME1
FOS	NQO1
MYC	NRAS
CREB1	NRAS
JUN	NRAS
MYC	PTMA
ESR1	PTMA
EGR1	TFPI2
JUN	TFPI2
NFKB1	TFPI2
POU2F1	TFPI2
SP1	TFPI2
JUN	TXN
