HPGDS	ARRDC3
ARRDC3	ITCH
ITCH	TP53
ARRDC3	ARRB2
ARRB2	TRIM28
TRIM28	E2F4
ARRB2	AKT1
AKT1	CREB1
ARRB2	MAPK1
MAPK1	ATF2
ARRB2	NFKBIA
NFKBIA	ATF4
ITCH	JUN
JUN	CREB3
ITCH	PTCH1
PTCH1	ATF6B
ARRB2	RPA1
RPA1	ELAVL1
ELAVL1	CREB3L2
ARRDC3	ADRB2
ADRB2	PGRMC1
PGRMC1	CREB3L1
ARRDC3	NEDD4
NEDD4	KIFC3
KIFC3	CREB5
ARRB2	XRCC5
XRCC5	BRCA1
ARRB2	NPM1
NPM1	TFAP2A
MAPK1	SP1
ARRB2	CSNK2A1
CSNK2A1	ATF1
NEDD4	SMAD2
SMAD2	ETV4
ARRB2	HSPA5
HSPA5	EP300
EP300	USF2
ARRDC3	ARRB1
ARRB1	HSP90AA1
HSP90AA1	NFIC
MAPK1	ELK1
TRIM28	MYB
ARRB2	CAPN1
CAPN1	HIF1A
ARRB2	C1QBP
C1QBP	PRKCD
PRKCD	FLI1
MAPK1	RXRA
NEDD4	PPARG
PPARG	RXRB
PPARG	RXRG
ARRB2	CSK
CSK	CREBBP
HSP90AA1	ARNT
CREB3	PCNA
CREB1	PCNA
ATF2	PCNA
ATF6B	PCNA
ATF4	PCNA
CREB3L2	PCNA
CREB3L1	PCNA
CREB5	PCNA
CREBBP	ANGPT1
EP300	ANGPT1
HIF1A	ANGPT1
ARNT	ANGPT1
TP53	IGFBP3
RXRA	EHHADH
RXRB	EHHADH
RXRG	EHHADH
HIF1A	HSP90B1
MYB	CDK1
SP1	CDK1
SP1	COL4A1
SP1	APEX1
ATF1	BRCA1
CREB1	BRCA1
USF2	BRCA1
NFIC	C4BPB
E2F4	CDC6
E2F4	CDK1
TP53	CHEK1
E2F4	DHFR
ATF1	ERBB2
CREB1	ERBB2
ELK1	ERBB2
ETV4	ERBB2
TFAP2A	ERBB2
TP53	ERBB2
E2F4	HSP90B1
FLI1	IGFBP3
SP1	IGFBP3
TFAP2A	IGFBP3
E2F4	PCNA
BRCA1	PCNA
TP53	PCNA
ATF2	PENK
JUN	PENK
TFAP2A	PENK
CREB1	POLD2
JUN	POLD2
NFIC	POLD2
TFAP2A	POLD2
E2F4	POLE2
NFIC	POLE2
FLI1	POLR2G
NFIC	STMN1
SP1	TAF7
TFAP2A	TAF7
TP53	TYMS
USF2	TYMS
