HTR2A	CBL
CBL	HSPA4
HSPA4	NFKB1
CBL	HSPA8
HSPA8	RELA
CBL	MAPK8
MAPK8	MYC
CBL	GRB2
GRB2	EP300
EP300	TFAP2A
CBL	YWHAZ
YWHAZ	TP53
EP300	USF2
CBL	CTNNB1
CTNNB1	SP1
CBL	MAPK14
MAPK14	ATF6
CTNNB1	HIF1A
CTNNB1	CREBBP
EP300	ARNT
CTNNB1	FOXO3
GRB2	HSP90AA1
HSP90AA1	PPARA
CTNNB1	PPARG
CBL	SMAD3
SMAD3	JUN
CBL	EGFR
EGFR	STAT3
EGFR	STAT5A
EGFR	STAT5B
EGFR	STAT1
EGFR	STAT2
SMAD3	FHL1
FHL1	STAT4
CBL	EEF1A1
EEF1A1	STAT6
EP300	ETS1
CBL	ABL1
ABL1	CREB1
HSP90AA1	NFIC
CTNNB1	ESR1
SMAD3	CEBPA
SMAD3	E2F4
CBL	BAG1
BAG1	RARA
SMAD3	FOS
SMAD3	RUNX1
CTNNB1	HDAC1
HDAC1	RUNX1T1
EP300	ATF4
HSPA8	POU2F1
CBL	SRC
SRC	RXRA
PPARG	RXRB
PPARG	RXRG
CTNNB1	BRCA1
BRCA1	FLI1
CTNNB1	PPARD
KCNH2	YWHAE
YWHAE	HDAC4
HDAC4	NFKB1
KCNH2	HSPA8
KCNH2	HSP90AA1
HSP90AA1	MYC
YWHAE	NPM1
NPM1	TFAP2A
HSPA8	TP53
RELA	USF2
HSP90AA1	SP1
YWHAE	MAPK14
HSP90AA1	HIF1A
YWHAE	FOXO3
FOXO3	CREBBP
YWHAE	TP53BP2
TP53BP2	EP300
HSP90AA1	ARNT
YWHAE	XPO1
XPO1	PPARG
YWHAE	ABL1
ABL1	JUN
HSP90AA1	STAT3
HSPA8	ESR1
ESR1	STAT5A
HSPA8	NMI
NMI	STAT5B
XPO1	STAT1
HSP90AA1	STAT2
YWHAE	YWHAQ
YWHAQ	TRIM28
TRIM28	STAT4
YWHAE	USP8
USP8	STAT6
TP53	ETS1
KCNH2	NEDD4L
NEDD4L	SMAD3
YWHAE	C1QBP
C1QBP	CEBPA
XPO1	E2F4
HSPA8	UBE3A
UBE3A	RARA
ABL1	FOS
KCNH2	STUB1
STUB1	RUNX1
YWHAE	KPNB1
KPNB1	RUNX1T1
YWHAE	SHMT2
SHMT2	ATF4
RELA	RXRA
HSPA8	FLYWCH2
FLYWCH2	RXRB
PPARA	RXRG
HSP90AA1	BRCA1
HSP90AA1	PPARD
RARA	JUP
STAT3	PIM1
STAT5A	PIM1
STAT5B	PIM1
RUNX1	JUP
RUNX1T1	JUP
TP53	GADD45A
ESR1	ATP2B1
JUN	CCND3
FOS	MMP9
NFKB1	MMP9
RELA	MMP9
TP53	CDKN1B
CREBBP	CDKN1B
CREBBP	HK2
CREBBP	TFRC
EP300	CDKN1B
EP300	HK2
EP300	TFRC
HIF1A	CDKN1B
HIF1A	HK2
HIF1A	TFRC
ARNT	CDKN1B
ARNT	HK2
ARNT	TFRC
STAT1	PIM1
STAT1	CCND3
STAT2	PIM1
STAT2	CCND3
STAT3	CCND3
STAT4	PIM1
STAT4	CCND3
STAT5A	CCND3
STAT5B	CCND3
STAT6	PIM1
STAT6	CCND3
NFKB1	VCAM1
RELA	VCAM1
TP53	PMAIP1
TP53	STEAP3
TP53	BAX
TP53	RRM2
ETS1	MMP9
JUN	MMP9
MYC	MMP9
FOXO3	CDKN1B
FOXO3	PCK2
PPARA	ACOX2
PPARD	ACOX2
PPARG	PCK2
RXRA	PCK2
RXRA	ACOX2
RXRB	PCK2
RXRB	ACOX2
RXRG	PCK2
RXRG	ACOX2
NFKB1	CEBPB
RELA	CEBPB
CEBPA	TSC22D3
TP53	HSP90AB1
CEBPA	ADH7
HIF1A	ADM
TFAP2A	ADM
CEBPA	APOB
PPARA	APOB
CREB1	AQP3
CREB1	ARG1
NFIC	ARG1
ATF4	ASNS
NFIC	C4BPB
MYC	CCNB1
TFAP2A	CCNB1
USF2	CCNB1
TP53	CHEK1
E2F4	DHFR
CEBPA	GADD45A
ESR1	GADD45A
NFKB1	GADD45A
POU2F1	GADD45A
PPARA	GADD45A
PPARD	GADD45A
PPARG	GADD45A
RARA	GADD45A
NFIC	GOT1
SP1	HSPA8
FLI1	MMP9
PPARA	MMP9
PPARG	MMP9
SMAD3	MMP9
SP1	MMP9
MYC	NME1
TP53	NME1
CEBPA	PCK2
NFIC	PCK2
FOS	PDHA1
JUN	PDHA1
SP1	PDHA1
TFAP2A	PDHA1
TP53	PTTG1
CREB1	TFRC
ETS1	TFRC
JUN	TFRC
ATF6	XBP1
