HTR2A	CBL
CBL	CTNNB1
CTNNB1	SP1
CBL	SMAD3
SMAD3	E2F4
CBL	GRB2
GRB2	HSP90AA1
HSP90AA1	NFIC
DRD2	PPP1R9B
PPP1R9B	CDKN2A
CDKN2A	SP1
DRD2	CALM1
CALM1	AR
AR	E2F4
CALM1	HSP90AA1
HTR1A	S1PR1
S1PR1	WWP2
WWP2	SMAD3
SMAD3	SP1
S1PR1	GNAI3
GNAI3	XPO1
XPO1	E2F4
GNAI3	YWHAQ
YWHAQ	SMURF1
SMURF1	NFIC
HTR1B	MDFI
MDFI	VHL
VHL	SP1
MDFI	KAT5
KAT5	BRCA1
BRCA1	E2F4
VHL	HSP90AA1
HTR1D	HTR1B
HTR1D	S1PR1
HTR1E	PSMC4
PSMC4	PSMC5
PSMC5	SP1
HTR1E	PSMC3
PSMC3	AR
HTR1E	ATP5B
ATP5B	HSP90AA1
HTR2C	CALM1
CALM1	ESR1
ESR1	SP1
HTR6	CLTC
CLTC	EP300
EP300	SP1
HTR6	ATM
ATM	BRCA1
HTR6	COPS5
COPS5	HSP90AA1
HTR7	CUL3
CUL3	CTNNB1
CUL3	TRIM28
TRIM28	E2F4
CUL3	HSP90AA1
DRD1	RANBP9
RANBP9	ESR1
RANBP9	AR
ESR1	SMURF1
DRD5	GNA12
GNA12	HSP90AA1
HSP90AA1	SP1
DRD5	GNA13
GNA13	RDX
RDX	ENO1
ENO1	E2F4
DRD3	GIPC1
GIPC1	MCM7
MCM7	RB1
RB1	SP1
DRD3	RDX
DRD3	EPB41L1
EPB41L1	COPS3
COPS3	HSP90AA1
DRD4	ARRB2
ARRB2	MAPK1
MAPK1	SP1
ARRB2	TRIM28
DRD4	GRB2
ADRA1B	AP2M1
AP2M1	SFPQ
SFPQ	SP1
AP2M1	BCR
BCR	RB1
RB1	E2F4
AP2M1	EEF1A1
EEF1A1	HSP90AA1
ADRA1D	DTNA
DTNA	NUP62
NUP62	SP1
ADRA1D	AMFR
AMFR	TRIM28
ADRA1D	GOPC
GOPC	TGFBR2
TGFBR2	HSP90AA1
ADRA2A	UCHL1
UCHL1	CTNNB1
ADRA2A	GNAI2
GNAI2	GNAI3
UCHL1	HSP90AA1
ADRA2B	UCHL1
CTNNB1	BRCA1
ADRA2C	UCHL1
CHRM1	GPRASP2
GPRASP2	TXN
TXN	NFKB1
NFKB1	SP1
GPRASP2	AP1M1
AP1M1	BRCA1
GPRASP2	AGO2
AGO2	HSP90AA1
CHRM2	SET
SET	TP53
TP53	SP1
SET	XPO1
SET	NR3C1
NR3C1	HSP90AA1
CHRM3	SET
CHRM3	CSNK1A1
CSNK1A1	HSP90AA1
SP1	KRT18
E2F4	POLE2
NFIC	POLE2
