GABRA1	PRKCD
PRKCD	APP
APP	MYC
PRKCD	STAT3
STAT3	JUN
PRKCD	EP300
EP300	MAX
STAT3	RELA
STAT3	NFKB1
STAT3	PML
PML	E2F4
EP300	TFAP2A
EP300	FOS
PRKCD	TP53
EP300	ETS1
EP300	CREB1
PRKCD	SP1
SP1	POU2F1
STAT3	PGR
EP300	E2F1
EP300	ATF2
PRKCD	HSP90AA1
HSP90AA1	NFIC
STAT3	HIF1A
PRKCD	YWHAG
YWHAG	YAP1
PRKCD	TNFRSF1A
TNFRSF1A	SOS1
STAT3	EGFR
EGFR	SOS2
EP300	CREBBP
EP300	ARNT
EP300	BRCA1
BRCA1	ATF1
EP300	ESR1
EP300	MYB
PRKCD	STAT1
STAT3	COPS5
COPS5	CREB3
TP53	NFYA
NFYA	ATF6B
EP300	ATF4
PRKCD	ELAVL1
ELAVL1	CREB3L2
EP300	DDIT3
DDIT3	CREB3L1
BRCA1	CREB5
HSP90AA1	CEBPE
STAT3	RB1
RB1	PAX2
STAT3	MAPK1
PRKCD	SNCA
SNCA	MAPK3
STAT3	NFKB2
GABRA3	SDCBP2
SDCBP2	C1orf35
C1orf35	APP
SDCBP2	ZCCHC10
ZCCHC10	PIN1
PIN1	JUN
ZCCHC10	SNIP1
SNIP1	MAX
ZCCHC10	TP53
TP53	RELA
SDCBP2	ZNF581
ZNF581	BANP
BANP	NFKB1
SDCBP2	BEND7
BEND7	C1QBP
C1QBP	CEBPA
CEBPA	E2F4
TP53	TFAP2A
SDCBP2	PRPF40A
PRPF40A	UBE2I
UBE2I	FOS
TP53	ETS1
TP53	CREB1
TP53	SP1
PRPF40A	XRCC6
XRCC6	POU2F1
ZCCHC10	RBM39
RBM39	PGR
ZNF581	KDM1A
KDM1A	E2F1
SDCBP2	C11orf57
C11orf57	MAPK8
MAPK8	ATF2
SDCBP2	TIFA
TIFA	TRAF6
TRAF6	STAT3
TRAF6	SMURF1
SMURF1	NFIC
TRAF6	HIF1A
PIN1	YAP1
TRAF6	NTRK1
NTRK1	SOS1
NTRK1	SOS2
TP53	CREBBP
TP53	EP300
HIF1A	ARNT
PRPF40A	CSNK2A2
CSNK2A2	ATF1
TP53	ESR1
TRAF6	MYB
TIFA	IRAK1
IRAK1	STAT1
IRAK1	EMD
EMD	CREB3
BEND7	TRIM27
TRIM27	NFYC
NFYC	ATF6B
IRAK1	BTRC
BTRC	ATF4
PRPF40A	HNRNPK
HNRNPK	ELAVL1
PRPF40A	UBQLN4
UBQLN4	RUNX1T1
RUNX1T1	CREB3L1
TRAF6	TRAF2
TRAF2	CREB5
PRPF40A	PIAS1
PIAS1	CEBPE
MAPK8	PAX2
TP53	MAPK1
TP53	MAPK3
GABRA4	APP
APP	MAPK8
MAPK8	JUN
APP	KAT5
KAT5	MAX
APP	EEF1D
EEF1D	RELA
APP	GSK3B
GSK3B	NFKB1
EEF1D	HCFC1
HCFC1	E2F4
MYC	TFAP2A
APP	MAPK7
MAPK7	FOS
MAPK8	TP53
MAPK7	ETS1
KAT5	CREB1
MAPK8	SP1
APP	HSPA8
HSPA8	POU2F1
APP	DDX54
DDX54	PGR
KAT5	E2F1
MAPK8	STAT3
APP	PSEN2
PSEN2	ELAVL1
ELAVL1	NFIC
APP	MCM7
MCM7	HIF1A
APP	TAF6
TAF6	YAP1
APP	SHC1
SHC1	SOS1
SHC1	SOS2
APP	CDC20
CDC20	CREBBP
MAPK8	EP300
ELAVL1	ARNT
ATF2	ATF1
DDX54	ESR1
KAT5	MYB
APP	HDAC4
HDAC4	STAT1
HCFC1	CREB3
APP	CUL3
CUL3	NXF1
NXF1	ATF6B
PSEN2	APH1A
APH1A	ATF4
CUL3	PGRMC1
PGRMC1	CREB3L1
MAPK8	TRAF2
MAPK8	CEBPA
CEBPA	CEBPE
APP	SNCA
SNCA	MAPK1
APP	HGS
HGS	TSG101
TSG101	NFKB2
GABRB1	NOD1
NOD1	HSP90AA1
HSP90AA1	MYC
NOD1	CASP9
CASP9	JUN
HSP90AA1	MAX
NOD1	RNF34
RNF34	TP53
NOD1	COPS6
COPS6	NFKB1
NOD1	UBC
UBC	BRCA1
BRCA1	E2F4
UBC	ABL1
ABL1	FOS
HSP90AA1	SP1
BRCA1	POU2F1
BRCA1	PGR
UBC	E2F1
UBC	CUL3
CUL3	ATF2
HSP90AA1	STAT3
NOD1	PSMA7
PSMA7	HIF1A
ABL1	YAP1
UBC	CBL
CBL	SOS1
UBC	BIN1
BIN1	SOS2
HSP90AA1	ARNT
HSP90AA1	ESR1
UBC	SUMO1
SUMO1	MYB
BRCA1	STAT1
UBC	EMD
UBC	ATF6
ATF6	ATF6B
UBC	BTRC
UBC	PSMB5
PSMB5	RND1
RND1	CREB3L2
UBC	VDAC1
VDAC1	TSPO
TSPO	CREB3L1
RNF34	TRIM23
TRIM23	CREB5
BRCA1	PAX2
NOD1	CASP8
CASP8	MAPK1
UBC	TSG101
GABRB2	TRAK2
TRAK2	GSK3B
GSK3B	MYC
GSK3B	JUN
GSK3B	SMAD3
SMAD3	MAX
GSK3B	RELA
SMAD3	E2F4
GSK3B	TP53
GSK3B	BCL3
BCL3	FOS
GSK3B	CREB1
TRAK2	PRKAB2
PRKAB2	CRX
CRX	SP1
PRKAB2	PRKDC
PRKDC	POU2F1
PRKAB2	PIAS2
PIAS2	PGR
GSK3B	AR
AR	E2F1
SMAD3	ATF2
BCL3	STAT3
GSK3B	HSP90AA1
PRKAB2	GNB2L1
GNB2L1	HIF1A
TRAK2	PRKAG1
PRKAG1	SIP2
SIP2	YAP1
GSK3B	PTPN11
PTPN11	SOS1
TRAK2	PRKAA1
PRKAA1	ABI2
ABI2	SOS2
PRKAB2	REL
REL	CREBBP
PRKAA1	EP300
PIAS2	ARNT
TRAK2	OGT
OGT	CSNK2A1
CSNK2A1	ATF1
PIAS2	ESR1
GSK3B	CHD3
CHD3	MYB
GNB2L1	STAT1
PRKAB2	CREB3L1
CREB3L1	CREB3
PRKAB2	TP53BP2
TP53BP2	NXF1
RELA	ATF4
REL	CEP19
CEP19	CREB3L2
PRKAB2	TRAF2
PRKAB2	GATA1
GATA1	CEBPE
TRAK2	PLK1
PLK1	BRCA1
GSK3B	MAPK1
GSK3B	SNCA
REL	NFKB2
GABRB3	MEOX2
MEOX2	KAT5
KAT5	MYC
MEOX2	RELA
RELA	JUN
RELA	NFKB1
GABRB3	PRKACA
PRKACA	HDAC1
HDAC1	E2F4
GABRB3	PRKCA
PRKCA	EP300
RELA	FOS
RELA	TP53
PRKACA	CREB1
RELA	SP1
PRKACA	POU2F1
POU2F1	PGR
RELA	STAT3
PRKACA	HSP90AA1
RELA	HIF1A
MEOX2	PIN1
MEOX2	NCK2
NCK2	SOS1
PRKACA	EGFR
RELA	CREBBP
RELA	BRCA1
RELA	ESR1
MEOX2	CIAPIN1
CIAPIN1	STAT1
RELA	HDAC3
HDAC3	CREB3
MEOX2	HP1BP3
HP1BP3	NXF1
PRKCA	ELAVL1
MEOX2	PRKAB2
MEOX2	TP53BP1
TP53BP1	MAPK1
TP53BP1	MAPK3
RELA	NFKB2
GABRD	UBQLN1
UBQLN1	APP
UBQLN1	HCVgp1
HCVgp1	JUN
UBQLN1	UBE3A
UBE3A	PML
UBQLN1	EPS15
EPS15	TFAP2A
UBQLN1	RAD23A
RAD23A	TP53
UBQLN1	ATXN3
ATXN3	CREB1
UBQLN1	GAPDH
GAPDH	POU2F1
UBQLN1	UBC
UBQLN1	MTOR
MTOR	STAT3
UBQLN1	PSEN2
UBQLN1	RAD23B
RAD23B	HIF1A
UBQLN1	UBQLN2
UBQLN2	YAP1
RAD23A	CREBBP
GAPDH	EP300
UBQLN1	C1QTNF2
C1QTNF2	ARNT
CREBBP	ATF1
UBE3A	ESR1
MTOR	STAT1
UBQLN1	UBQLN4
UBQLN4	NXF1
RAD23A	TRAF2
UBE3A	CEBPA
UBQLN1	VCP
VCP	MAPK1
VCP	MAPK3
VCP	NFKB2
GABRE	CUX1
CUX1	BIN1
BIN1	MYC
GABRE	HLA-A
HLA-A	STAT3
MYC	MAX
CUX1	TLE4
TLE4	HDAC1
GABRE	FAM189B
FAM189B	HECW2
HECW2	TFAP2A
GABRE	ALG9
ALG9	XBP1
XBP1	FOS
CUX1	EHMT2
EHMT2	TP53
CUX1	SATB1
SATB1	EP300
CUX1	RECQL5
RECQL5	CREB1
CUX1	CCNA1
CCNA1	SP1
FAM189B	HSPA8
CCNA1	PGR
CCNA1	E2F1
GABRE	BSCL2
BSCL2	ZDHHC17
ZDHHC17	ATF2
CUX1	CDK7
CDK7	HSP90AA1
FAM189B	YAP1
BIN1	SOS1
GABRE	GP1BB
GP1BB	LYN
LYN	CREBBP
SATB1	PML
PML	ARNT
ALG9	GSH1
GSH1	ATF1
CDK7	ESR1
PML	MYB
ALG9	RTF1
RTF1	STAT1
ALG9	CDC42
CDC42	BNIP2
BNIP2	CREB3
XBP1	ATF6B
FAM189B	WWOX
WWOX	ELAVL1
BSCL2	SCAMP2
