AR	PRKACA
PRKACA	MAPK1
MAPK1	JUN
PRKACA	CREB1
PRKACA	PPARA
PPARA	RXRA
PRKACA	CREBBP
CREBBP	RXRB
CREBBP	RXRG
PRKACA	NFKB1
PRKACA	RELA
PRKACA	XBP1
XBP1	CEBPA
MAPK1	ETS1
PRKACA	MAPK3
PRKACA	PRKAG2
PRKAG2	MTOR
MTOR	PPARG
MAPK1	FOS
PRKACA	CREB3
PRKACA	ATF2
PRKACA	ATF6B
PRKACA	ATF4
PRKACA	CREB3L2
PRKACA	CREB3L1
PRKACA	CREB5
NFKB1	TP53
MAPK1	SMAD2
SMAD2	E2F4
TNF	ICAM1
CREB3	FOSB
CREB1	FOSB
ATF2	FOSB
ATF6B	FOSB
CREB3L4	BDNF
ATF4	BDNF
CREB3L2	FOSB
NR3C2	ATP1B4
NR3C2	ATP1A2
NR3C2	ATP1B1
NR3C2	FXYD2
NR3C2	SCNN1B
CREB3	ARC
CREB1	ARC
ATF2	ARC
NFKB1	CCL5
MAPK12	IL8
EP300	MITF
NFKB1	IL1B
NFKB1	PLAU
RELB	ICAM1
PIK3CA	AKT3
PIK3CG	PDPK1
EPAS1	PDGFB
EPAS1	TGFA
EPAS1	TGFB2
FOS	VEGFA
MAX	CKS2
MYC	CKS1B
NFKB2	TRAF2
NFKB2	TRAF4
RELA	CCND1
CREB3L3	MCL1
PPARA	CYP7A1
PPARA	ACSL1
PPARA	ACSL4
PPARD	PDPK1
PPARG	CYP27A1
PPARG	ACSBG1
PPARG	GK
RXRA	FABP3
RXRA	PLTP
RXRB	ACSBG1
RXRG	FABP3
RXRG	FADS2
ELK1	EGR1
MAX	CDK4
MYC	CDK6
IRF7	IFNA14
MAPK10	IL12A
RFXAP	LOC100507714
USF2	APOC3
PPARG	APOE
SP2	CD14
USF2	CTSB
SP1	CTSL
ETS1	DNTT
PPARG	GADD45A
RARA	GADD45A
EGR1	IFNG
STAT5A	IFNG
CEBPB	IGF2
SP1	IGFBP3
CEBPD	IL1A
REL	IL1B
CREM	IL2
NFKB1	IL2
POU2F1	IL4
CEBPB	IL5
JUN	IL5
POU2F2	IL5
CEBPA	IL6
CREB1	IL6
NFIC	IL6
USF1	IL6
ATF1	PPP2R4
ATF2	PTGS2
