TYMS	ITPA
ITPA	ADCY1
ADCY1	PRKACA
PRKACA	CREB1
ADCY1	RAPGEF3
RAPGEF3	MAPK14
MAPK14	CEBPB
CEBPB	CIITA
CIITA	NFYA
CIITA	NFYB
CIITA	NFYC
CIITA	RFX5
CIITA	RFXAP
CIITA	RFXANK
PRKACA	CREBBP
PRKACA	EP300
PRKACA	NFKB1
NFKB1	HIF1A
CREBBP	ARNT
PRKACA	RELA
RAPGEF3	MAPK8
MAPK8	TP53
ITPA	NPR1
NPR1	PRKG1
PRKG1	PPP1CA
PPP1CA	YAP1
CREBBP	SP1
PRKACA	CTNNB1
CTNNB1	LEF1
CTNNB1	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
LEF1	TEAD1
LEF1	TEAD4
LEF1	TEAD3
MAPK8	FOS
MAPK8	JUN
PRKACA	MAPK1
MAPK1	STAT3
CREBBP	STAT5A
CREBBP	STAT5B
MAPK1	MYC
MAPK1	ESR1
PRKACA	PTK2
PTK2	GRB2
GRB2	SOS1
GRB2	SOS2
CREBBP	RBPJL
CREBBP	RBPJ
MAPK8	JUND
MAPK8	SMAD3
SMAD3	E2F4
MAPK1	STAT1
CREBBP	STAT2
CREBBP	STAT4
CREBBP	STAT6
PRKACA	ATF1
NFKB1	MYB
RBPJL	HES1
HES1	NEUROG3
NEUROG3	PAX6
PRKACA	XBP1
XBP1	CEBPA
NFKB1	NFKB2
PRKACA	PPARA
PPARA	RXRA
CREBBP	RXRB
CREBBP	RXRG
PPP1CA	WWTR1
PRKACA	PRKAG2
PRKAG2	MTOR
MTOR	PPARG
FPGS	DHFR
DHFR	SHMT1
SHMT1	GATM
GATM	NOS3
NOS3	CREB1
GATM	NOS1
NOS1	MAPK1
STAT1	CIITA
NOS3	CREB3
CREB3	CREBBP
CREB3	EP300
NOS1	HRAS
HRAS	PIK3R5
PIK3R5	HIF1A
MAPK1	NFKB1
MAPK1	RELA
MAPK1	TP53
MAPK1	SMAD2
SMAD2	YAP1
SMAD2	SP1
MAPK1	SMAD4
SMAD4	LEF1
SMAD4	TCF7
SMAD4	TCF7L2
SMAD4	TCF7L1
YAP1	TEAD1
YAP1	TEAD4
YAP1	TEAD3
HRAS	FOS
HRAS	JUN
STAT3	STAT5A
STAT3	STAT5B
NOS1	KRAS
KRAS	GRB2
HRAS	MAPK8
SMAD2	E2F4
STAT3	STAT2
STAT3	STAT4
STAT3	STAT6
CREB3	ATF1
DHFR	ATIC
ATIC	HPRT1
HPRT1	PDE3B
PDE3B	PRKACA
MAPK1	SMAD3
MAPK1	THRB
THRB	RXRA
THRB	RXRB
THRB	RXRG
SMAD2	WWTR1
PIK3R5	MTOR
STAT3	PIM1
STAT5A	PIM1
STAT5B	PIM1
CREB3L1	CRH
CREB3L1	FOSB
NR3C2	ATP1A2
STAT5A	BCL2L1
STAT5B	BCL2L1
CREB1	PER3
CREB1	PER2
ARNTL	CRY2
ARNTL	PER1
ARNTL	RORB
ARNTL	RORC
CLOCK	PER2
FOSB	NFKB1
MAPK14	CXCL1
ATF6B	IL8
CREB3L4	PCNA
FOS	MMP9
CREBBP	ENO1
CREBBP	EPO
CREBBP	GAPDH
EP300	ENO1
EP300	EPO
EP300	GAPDH
HIF1A	ENO1
HIF1A	EPO
HIF1A	GAPDH
HIF1A	TIMP1
ARNT	EDN1
ARNT	HK2
YAP1	ID2
YAP1	ID3
YAP1	AXIN1
YAP1	AXIN2
WWTR1	ITGB2
WWTR1	AREG
TCF7	SNAI2
TCF7L2	SOX2
TEAD1	GLI2
TEAD1	BIRC2
TEAD1	CCND2
TEAD1	CCND3
TEAD4	AXIN1
TEAD3	BIRC5
TEAD3	MYC
TP73	BBC3
TEAD2	CTGF
TEAD2	AXIN2
TEAD2	NKD1
FOXO1	PCK1
MAPK1	CDK4
RBPJ	HES5
TP53	SERPINB5
TP53	BAX
ETS1	VEGFC
CREB1	BCL2
FOXO3	G6PC2
PPARA	ACOX1
PPARD	CPT1A
PPARG	UCP1
RXRA	CYP4A11
RXRB	MMP1
RXRG	ACSL3
RXRG	ACADM
RXRG	ANGPTL4
IRF7	IFNA17
JUN	TNF
STAT1	CXCL11
NFYB	HLA-DRB1
MAPK1	IL1A
MAPK1	IL1B
RFX5	HLA-DRB4
RFX5	HLA-DRB5
RFXANK	HLA-DOB
RFXANK	HLA-DPA1
RFXANK	HLA-DQA1
MYBL2	CDKN1C
TFAP2A	CCNB1
USF1	CCNB1
USF2	CCNB1
E2F4	CDK1
ETS2	CDK1
ATF2	CDKN1A
CEBPA	CDKN1A
ESR1	CDKN1A
ETS1	CDKN1A
FLI1	CDKN1A
JUN	CDKN1A
JUNB	CDKN1A
JUND	CDKN1A
ATF4	CGA
CREB1	CGA
REL	CSF2
USF1	CTSB
USF2	CTSB
SP1	CTSL
SP3	CTSL
CREB1	CYP11A1
TFAP2A	CYP11A1
JUND	F3
NFIC	HSPA1A
SP1	HSPA8
SP1	HSPB1
REL	IL2RA
RELA	IL2RA
CEBPB	IL5
MYC	NME1
TP53	NME1
JUN	NPPA
FOS	NQO1
HIF1A	NR4A1
RELA	NR4A1
CREB1	NRAS
JUN	NRAS
PAX6	PDHX
JUN	PENK
TFAP2A	POLD2
RARA	S100A8
RARA	S100A9
NFKB1	SAA2
POU2F1	SPP1
NFIC	STMN1
CREB1	TF
STAT1	TIMP1
E2F4	TK1
CEBPB	TNF
STAT1	TP53
WT1	TP53
FOS	TSHB
