HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	SMAD2
SMAD2	SP1
MAPK1	TP53
MAPK1	SMAD3
SMAD2	YAP1
SMAD2	WWTR1
MAPK1	SMAD4
YAP1	TEAD1
YAP1	TEAD4
YAP1	TEAD3
HRAS	PIK3R5
PIK3R5	HIF1A
MAPK1	CREB1
HRAS	JUN
ITGB2	PIK3R5
HIF1A	CREBBP
CREBBP	SP1
ITGB2	PTK2
PTK2	MAPK1
PIK3R5	AKT3
AKT3	PPP1CA
PPP1CA	YAP1
PPP1CA	WWTR1
ITGB2	SRC
SRC	CTNNB1
CTNNB1	LEF1
LEF1	TEAD1
LEF1	TEAD4
LEF1	TEAD3
AKT3	CREB1
AKT3	JUN
GLI3	PTCH1
EP300	SERPINE1
HIF1A	PGK1
ARNT	FLT1
ARNT	SERPINE1
ARNT	PDK1
ARNT	PFKFB2
YAP1	BIRC2
YAP1	SNAI2
WWTR1	BBC3
PAX6	PDX1
NFYB	HLA-DPA1
RFXAP	HLA-DOA
CREB1	ADRB2
RELA	COL1A1
SP1	COL1A1
ESR1	FOS
ETS2	FOS
ETV4	MMP9
ERG	TNNC1
NFKB1	VWF
