HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	RAF1
RAF1	NFKB1
RAF1	RELA
NFKB1	NFKB2
HRAS	JUN
HRAS	MAP3K1
MAP3K1	CHUK
CHUK	RELB
HRAS	MAPK1
MAPK1	CREB1
MAPK1	MYC
MAP3K1	IKBKG
IKBKG	TBK1
TBK1	REL
HRAS	MAPK14
MAPK14	CEBPB
MAPK1	ETS1
ETS1	SPI1
MAPK1	IFNG
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	XBP1
XBP1	CEBPA
MAPK1	SMAD4
MAPK1	SMAD2
SMAD2	SP1
PRKACA	CREM
SMAD2	YAP1
HRAS	PIK3R5
PIK3R5	HIF1A
HIF1A	CREBBP
HIF1A	EP300
HIF1A	ARNT
ITGB2	PIK3R5
PIK3R5	AKT3
AKT3	NFKB1
AKT3	RELA
AKT3	CHUK
CHUK	NFKB2
AKT3	JUN
AKT3	CREB1
PIK3R5	GSK3B
GSK3B	MYC
AKT3	IKBKG
ITGB2	PTK2
PTK2	MAPK14
PTK2	MAPK1
PIK3R5	PLCE1
CREBBP	SP1
AKT3	PPP1CA
PPP1CA	YAP1
STAT3	CPT1C
ATF6B	IL8
CREBBP	ENO1
EP300	ENO1
HIF1A	ENO1
HIF1A	PGK1
HIF1A	VEGFA
ARNT	PFKFB2
ARNT	PFKFB3
STAT5A	CCND3
STAT5A	SOCS5
STAT6	SOCS1
STAT6	CCND2
RBPJ	PTCRA
TP53	SHISA5
TP53	PTEN
RXRG	EHHADH
IRF7	IFNA8
MAPK8	IL18
RFXAP	HLA-DOA
EGR1	ABCB1
EGR2	ABCB1
ETS1	ABCB1
HIF1A	ABCB1
JUN	ABCB1
NFKB1	ABCB1
SP1	ABCB1
TP53	ABCB1
WT1	ABCB1
SP1	ADA
USF1	CCNB1
USF2	CCNB1
CEBPA	FN1
MYC	ID2
RARA	S100A8
POU2F1	SPP1
STAT1	TIMP1
STAT1	TP53
NFKB1	VWF
