TYMS	ITPA
ITPA	ADCY1
ADCY1	PRKACA
PRKACA	CREBBP
CREBBP	SP1
PRKACA	MAPK1
MAPK1	MYC
PRKACA	NFKB1
NFKB1	MYB
ADCY1	RAPGEF3
RAPGEF3	MAPK8
MAPK8	JUN
MAPK1	ETS1
PRKACA	EP300
NFKB1	HIF1A
CREBBP	ARNT
MAPK8	FOS
PRKACA	RELA
MAPK8	TP53
PRKACA	GLI2
PRKACA	GLI3
MAPK8	SMAD3
PRKACA	PRKAG2
PRKAG2	MTOR
MTOR	PPARG
MAPK8	ELK1
ELK1	EGR1
PRKACA	PPARA
MAPK1	ESR1
PRKACA	CREB1
PPARA	RXRA
CREBBP	RXRB
CREBBP	RXRG
PRKACA	GLI1
FPGS	DHFR
DHFR	SHMT1
SHMT1	GATM
GATM	NOS1
NOS1	MAPK1
MAPK1	SMAD2
SMAD2	SP1
MAPK1	NFKB1
NOS1	HRAS
HRAS	JUN
GATM	NOS3
NOS3	CREB3
CREB3	CREBBP
CREB3	EP300
HRAS	PIK3R5
PIK3R5	HIF1A
HRAS	FOS
MAPK1	RELA
MAPK1	TP53
DHFR	ATIC
ATIC	HPRT1
HPRT1	PDE3B
PDE3B	PRKACA
MAPK1	SMAD3
PIK3R5	MTOR
MAPK1	ELK1
NOS3	CREB1
MAPK1	THRB
THRB	RXRA
THRB	RXRB
THRB	RXRG
CREB3L1	PDYN
RELA	BIRC8
RELA	BIRC2
GLI1	WNT16
GLI1	WNT7A
GLI1	WNT7B
GLI1	WNT9A
GLI2	BMP2
VDR	TRPV5
MAPK14	CXCL1
MAPK11	CXCL1
RBPJL	CR2
ATF2	IL8
MAPK8	JUN
CREBBP	CDKN1B
CREBBP	ANGPT4
EP300	CDKN1B
EP300	ANGPT4
HIF1A	CDKN1B
HIF1A	ANGPT4
CREB3L4	MITF
RELA	TNFAIP3
RELA	TRAF2
PIK3R5	AKT3
PIK3CD	AKT2
PIK3CG	AKT3
PLCG1	EGFR
PIK3R3	AKT3
RBPJ	PTCRA
TP53	PTEN
EPAS1	VEGFB
MYC	PGF
PIAS2	CDKN2B
ATF6B	BCL2
PPARA	HMGCS2
PPARA	SCD
PPARG	MMP1
PPARG	CD36
NFYA	HLA-DPB1
MAPK8	IL18
MAPK11	IL18
MAPK11	NOS2
RFX5	CD74
RFXAP	LOC100507709
MAPK12	IL1B
MAPK12	IL6
PPARG	SAT1
USF2	ABCA1
SP2	CCND1
SP3	CCND1
SP4	CCND1
TP53	CCND1
USF1	CCND1
SP1	CD99
MYC	CDC25A
E2F1	CDC25A
E2F4	CDC45
ETS2	CDK1
ATF2	CDKN1A
CEBPA	CDKN1A
ESR1	CDKN1A
ETS1	CDKN1A
JUN	CDKN1A
JUNB	CDKN1A
JUND	CDKN1A
SP1	CDKN1A
USF1	CHI3L1
JUN	COL1A1
MYBL2	COL1A1
NFKB1	F3
JUND	FOSL1
SP1	FOSL1
SMAD4	FSHB
BRCA1	GADD45A
NFKB1	GADD45A
POU5F1	GADD45A
CREB1	JUN
SP1	JUN
NFKB1	KLK3
SP1	KRT5
PPARA	LIPA
PPARD	LIPA
ETS1	LYZ
RARA	MIF
CREB1	POLD2
TFAP2A	POLD2
ETS1	PPP2R4
ATF4	PTGS2
SP1	RPL15
PPARD	SERPINE1
ETV4	SPP1
ATF1	TG
SMAD3	TIMP1
ETS1	TNNC1
PAX2	TP53
PAX1	VHL
