TYMS	ITPA
ITPA	ADCY1
ADCY1	RAPGEF3
RAPGEF3	MAPK8
MAPK8	TP53
ADCY1	PRKACA
PRKACA	CTNNB1
CTNNB1	LEF1
CTNNB1	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
ITPA	NPR1
NPR1	PRKG1
PRKG1	PPP1CA
PPP1CA	YAP1
LEF1	TEAD1
LEF1	TEAD4
LEF1	TEAD3
PRKACA	MAPK1
MAPK1	MYC
PRKACA	NFKB1
MAPK8	JUN
PRKACA	CREBBP
CREBBP	SP1
PRKACA	RELA
NFKB1	MYB
MAPK1	STAT3
MAPK1	STAT1
MAPK1	ESR1
CREBBP	STAT4
CREBBP	STAT5A
CREBBP	STAT5B
MAPK8	SMAD3
SMAD3	E2F4
PRKACA	ATF2
MAPK1	ETS1
MAPK8	FOS
PRKACA	PPARA
PRKACA	PRKAG2
PRKAG2	MTOR
MTOR	PPARG
PPARA	RXRA
CREBBP	RXRB
CREBBP	RXRG
CREBBP	STAT2
CREBBP	STAT6
FPGS	DHFR
DHFR	SHMT1
SHMT1	GATM
GATM	NOS1
NOS1	MAPK1
MAPK1	TP53
MAPK1	SMAD4
SMAD4	LEF1
SMAD4	TCF7
SMAD4	TCF7L2
SMAD4	TCF7L1
MAPK1	SMAD2
SMAD2	YAP1
YAP1	TEAD1
YAP1	TEAD4
YAP1	TEAD3
MAPK1	NFKB1
NOS1	HRAS
HRAS	JUN
SMAD2	SP1
MAPK1	RELA
STAT3	STAT4
STAT3	STAT5A
STAT3	STAT5B
SMAD2	E2F4
GATM	NOS3
NOS3	ATF2
MAPK1	SMAD3
HRAS	FOS
DHFR	ATIC
ATIC	HPRT1
HPRT1	PDE3B
PDE3B	PRKACA
HRAS	PIK3R5
PIK3R5	MTOR
MAPK1	THRB
THRB	RXRA
THRB	RXRB
THRB	RXRG
STAT3	STAT2
STAT3	STAT6
NR3C2	ATP1B1
STAT5A	BCL2L1
STAT5B	BCL2L1
CREB1	PER3
CREB1	PER2
ARNTL	CRY2
ARNTL	PER1
ARNTL	RORB
ARNTL	RORC
MAPK14	CXCL1
MAPK11	IL8
RBPJL	FCER2
HIF1A	TIMP1
ARNT	EDN1
ARNT	EPO
ARNT	TF
ARNT	HKDC1
YAP1	FGF1
YAP1	ID2
YAP1	ID3
YAP1	MYC
YAP1	AXIN1
YAP1	AXIN2
WWTR1	CTGF
WWTR1	ITGB2
WWTR1	AREG
SMAD1	ID2
SMAD4	CTGF
TEAD1	GLI2
TEAD1	CCND2
TEAD4	AXIN1
TEAD3	BIRC5
TP73	BBC3
TEAD2	CTGF
TEAD2	AXIN2
STAT5A	SOCS4
STAT5B	SOCS5
NFKB1	CCL4L2
NFKB1	PTGS2
NFKB1	TRAF2
NFKB2	ICAM1
RELB	CCL13
PIK3CA	AKT1
PIK3R1	AKT3
PIK3R2	AKT3
RBPJL	PTCRA
EPAS1	TGFA
MAX	CKS2
NFKB2	TRAF4
PPARA	ACSL1
PPARG	ACSBG1
RXRA	SCD5
RXRB	ACAA1
MAPK8	IL18
NFAT5	PTGS2
SP1	REL
USF2	ABCA1
SP3	CCND1
SP4	CCND1
TP53	CCND1
USF1	CCND1
E2F4	CDK1
ETS2	CDK1
ATF2	CDKN1A
CEBPA	CDKN1A
ESR1	CDKN1A
ETS1	CDKN1A
FLI1	CDKN1A
JUN	CDKN1A
JUNB	CDKN1A
JUND	CDKN1A
USF1	CTSB
ETS1	DNTT
PPARA	GADD45B
ATF1	GH2
CREB1	GH2
JUN	IL5
MYC	NME1
TP53	NME1
JUN	NPPA
FOS	NQO1
HIF1A	NR4A1
RELA	NR4A1
CREB1	NRAS
JUN	NRAS
TFAP2A	POLD2
NFKB1	PPP2R4
CEBPB	PTGS2
