HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	RAF1
RAF1	RELA
RAF1	NFKB1
HRAS	MAPK1
MAPK1	SMAD2
SMAD2	E2F4
MAPK1	CCND1
CCND1	RB1
RB1	E2F1
RB1	E2F2
RB1	E2F3
MAPK1	TP53
HRAS	JUN
MAPK1	MYC
HRAS	MAPK14
MAPK14	MAX
HRAS	FOS
MAPK1	ETS1
HRAS	MAPK3
MAPK1	CREB1
MAPK1	ATF4
MAPK1	ELK1
SMAD2	SP1
MAPK1	ATF2
RB1	TFDP2
MAPK1	SMAD4
SMAD4	LEF1
SMAD4	TCF7
SMAD4	TCF7L2
SMAD4	TCF7L1
SMAD2	YAP1
YAP1	TEAD1
YAP1	TEAD4
YAP1	TEAD3
HRAS	PIK3R5
PIK3R5	HIF1A
HIF1A	CREBBP
HIF1A	EP300
HIF1A	ARNT
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	XBP1
XBP1	CEBPA
MAPK1	STAT3
MAPK1	STAT1
MAPK1	CREB3
MAPK1	CREB3L2
MAPK1	CREB3L1
MAPK1	ATF6B
MAPK1	CREB5
GLI2	WNT5A
GLI2	WNT7A
GLI2	WNT8A
GLI2	WNT3A
TP53	CDKN1A
TP53	SFN
TP53	GADD45B
ZBTB17	CDKN2B
STAT5A	BCL2L1
CREB1	PER1
CREB1	PER3
ARNTL	CRY1
ARNTL	CRY2
ARNTL	RORA
ARNTL	RORB
ARNTL	BHLHE41
MYC	CCND1
LEF1	MYC
TCF7	BIRC5
TCF7	CCND1
TCF7L2	MYC
TCF7L1	BIRC5
ESR1	ATP2B1
JUN	CXCL1
RBPJL	MYC
RBPJ	FCER2
RBPJ	MYC
CTNNB1	CCND1
CTNNB1	CCND3
RELA	IL6
CREBBP	PFKL
EP300	PFKL
HIF1A	TIMP1
ARNT	ENO1
ARNT	FIGF
ARNT	TIMP1
RELA	HIF1A
YAP1	GLI2
YAP1	ID2
YAP1	ID4
YAP1	CCND1
YAP1	AXIN1
YAP1	NKD1
WWTR1	FGF1
WWTR1	ITGB2
WWTR1	SERPINE1
SMAD1	ID4
SMAD4	ID2
TEAD1	BIRC5
TEAD1	SOX2
TEAD4	AXIN2
TEAD3	CTGF
STAT3	SOCS2
STAT3	CCND2
STAT3	CCND3
STAT3	SOCS5
CREB3L4	MITF
MAPK3	CDK4
VDR	ATP2B1
RELA	PTGS2
RELA	CCL4L1
RELB	CCL19
PIK3CD	AKT3
PIK3R1	AKT1
PIK3R1	PDPK1
PIK3R2	AKT3
RBPJL	HES5
TP53	RPRM
RXRA	ACSL6
RXRA	ACADL
RXRA	APOA2
RXRG	EHHADH
IRF7	IFNA8
NFKB1	IL23A
NFYA	HLA-DQA1
NFYC	HLA-DQA1
NFYC	HLA-DQA2
MAPK1	IL12B
MAPK1	TNF
MAPK3	IL23A
MAPK8	NOS2
MAPK8	IL23A
MAPK11	IL1B
MAPK11	IL6
MAPK9	NOS2
MAPK9	IL23A
MAPK9	TNF
MAPK10	IL1A
MAPK10	IL1B
MAPK10	IL6
MAPK10	IL12A
MAPK10	IL12B
MAPK12	IL1A
MAPK12	IL1B
CREB5	AQP2
SP1	COL4A2
EGR1	COL2A1
SP3	COL2A1
CREB1	ERBB2
ELK1	ERBB2
JUND	F3
USF1	FBP1
PPARG	GADD45A
RARA	GADD45A
ERG	MMP2
FLI1	MMP2
SPI1	MMP2
NFKB1	MMP3
TAL1	NFKB1
SP1	NFKB2
PPARA	NFKBIA
CEBPA	NFYB
MYC	NME1
MYC	NME2
JUN	NPPA
JUND	NQO1
HIF1A	NR4A1
MYC	NRAS
CREB1	NRAS
MYB	NRAS
NFIC	PLAT
EGR1	PLAU
ETS2	PLAU
RARA	PLAU
ATF1	PLAUR
SP2	PLP1
JUN	POLA
NFIC	POLE2
CREB1	PTGS2
PPARG	PTGS2
REL	PTGS2
USF1	PTGS2
MYC	PTMA
NFIC	SFTPC
HOXA4	TH
SMAD4	TNNC1
