HMGCR	MVK
MVK	PMVK
PMVK	MVD
MVD	FDPS
FDPS	HRAS
HRAS	MAPK1
MAPK1	SMAD2
SMAD2	SP1
HRAS	JUN
MAPK1	CREB1
MAPK1	ETS1
MAPK1	STAT1
MAPK1	TP53
HRAS	FOS
MAPK1	STAT3
HRAS	MAPK8
MAPK8	JUND
HRAS	PIK3R5
PIK3R5	HIF1A
HIF1A	CREBBP
HIF1A	EP300
HIF1A	ARNT
HRAS	RAF1
RAF1	NFKB1
MAPK1	ATF2
MAPK1	ATF4
RAF1	RELA
HRAS	PLCE1
PLCE1	PRKACA
PRKACA	PPARA
PIK3R5	THRA
THRA	RXRA
THRA	RXRB
THRA	RXRG
MAPK1	SMAD4
FDPS	KRAS
KRAS	GRB2
GRB2	SOS1
GRB2	SOS2
MAPK1	CREB3
MAPK1	CREB3L2
MAPK1	CREB3L1
MAPK1	CREB5
ITGAL	SRC
SRC	STAT3
STAT3	ESR1
ESR1	SP1
SRC	HRAS
ITGAL	PTK2
PTK2	MAPK1
STAT3	STAT1
PTK2	MAPK14
MAPK14	JUND
SRC	CTNNB1
CTNNB1	CREBBP
CTNNB1	EP300
SRC	PIK3R5
SRC	RAC1
RAC1	NFKB1
RAC1	RELA
STAT3	PPARGC1A
PPARGC1A	PPARA
SRC	GRB2
HDAC2	THRA
THRA	CTNNB1
CREBBP	SP1
HDAC2	CTBP1
CTBP1	LEF1
LEF1	JUN
CREBBP	CREB1
HDAC2	THRB
THRB	GATA4
GATA4	SRF
SRF	ETS1
HDAC2	RBPJL
RBPJL	MYC
MYC	PIAS2
PIAS2	STAT1
CREBBP	TP53
HDAC2	HDAC1
HDAC1	FOS
FOS	IL6
IL6	STAT3
FOS	TNF
TNF	MAPK8
THRB	HIF1A
JUN	NFKB1
CREBBP	ATF2
CREBBP	ATF4
JUN	RELA
IL6	LEPR
LEPR	PPARA
HDAC2	RXRA
HDAC2	RXRB
HDAC2	RXRG
LEF1	YAP1
YAP1	SMAD4
THRB	PIK3R5
PIK3R5	EGFR
EGFR	SOS1
EGFR	SOS2
CREBBP	CREB3
CREBBP	CREB3L2
CREBBP	CREB3L1
CREBBP	CREB5
NR3C2	ATP1B4
NR3C2	ATP1A2
NR3C2	ATP1B1
NR3C2	SCNN1B
CREB3	ARC
CREB1	ARC
ATF2	ARC
MAPK8	JUN
CREBBP	ANGPT4
EP300	ANGPT4
HIF1A	ANGPT4
LEF1	CCND3
TCF7	BIRC2
TCF7L2	BIRC2
TCF7L2	SNAI2
STAT4	SOCS3
STAT4	SOCS5
STAT5B	CCND3
STAT5B	SOCS3
PAX6	PDX1
STAT3	VEGFC
EPAS1	VEGFB
NFKB2	BCL2
PIAS2	CDKN2B
PPARA	APOA5
PPARA	HMGCS2
PPARG	CPT1C
PPARG	MMP1
TCF7	FOSL1
TCF7L2	MMP7
TCF7L2	PPARD
TCF7L2	FOSL1
MYB	TSC22D3
MYBL1	TSC22D3
SP1	ADA
CREB1	ADRB2
ATF1	CGA
MYC	CSTB
RELA	CTSB
SP1	CYP1A1
SP3	CYP1A1
SP1	CYP21A2
STAT1	EGFR
JUND	FOSL1
SP1	FOSL1
SMAD4	FSHB
BRCA1	GADD45A
ESR1	GADD45A
POU2F1	GADD45A
POU5F1	GADD45A
PPARA	GADD45A
PPARD	GADD45A
POU2F1	IL4
CEBPB	IL5
JUN	IL5
CEBPA	IL6
CREB1	IL6
NFIC	IL6
USF1	IL6
PPARD	SERPINE1
ATF1	TG
ETS1	TNNC1
PAX1	VHL
